cowccode,iso3numeric,iso3alpha,year,LoTUnknown,LoTCriminal,LoTDissident,LoTMarginalized,LoTStateAgent,RstrctAccess
370,112,"BLR",1999,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
370,112,"BLR",2000,"Several","Widespread","Several","No Allegations","No Allegations","No"
370,112,"BLR",2001,"Allegation, No LoT","Routinely","Several","No Allegations","No Allegations","No"
370,112,"BLR",2002,"No Allegations","Routinely","No Allegations","No Allegations","No Allegations","No"
370,112,"BLR",2003,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
370,112,"BLR",2004,"Routinely","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
370,112,"BLR",2005,"No Allegations","Allegation, No LoT","Infrequent","No Allegations","No Allegations","No"
371,51,"ARM",1995,"Continued","No Allegations","No Allegations","No Allegations","No Allegations","No"
371,51,"ARM",1996,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
371,51,"ARM",1997,"Continued","Allegation, No LoT","Allegation, No LoT","No Allegations","No Allegations","No"
371,51,"ARM",1998,"Allegation, No LoT","Continued","No Allegations","No Allegations","Systematic","No"
371,51,"ARM",1999,"No Allegations","No Allegations","Several","Several","No Allegations","No"
371,51,"ARM",2000,"Several","Allegation, No LoT","Allegation, No LoT","Allegation, No LoT","Widespread","No"
371,51,"ARM",2001,"Several","No Allegations","Allegation, No LoT","No Allegations","Widespread","No"
371,51,"ARM",2002,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","No"
371,51,"ARM",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
371,51,"ARM",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
371,51,"ARM",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",1995,"Several","Several","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",1996,"Widespread","Routinely","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",1997,"Systematic","Systematic","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",1998,"Systematic","Systematic","No Allegations","No Allegations","Systematic","No"
372,268,"GEO",1999,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",2000,"Routinely","Routinely","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",2001,"Several","Widespread","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",2002,"Widespread","Widespread","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",2003,"Routinely","Widespread","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",2004,"Routinely","Widespread","No Allegations","No Allegations","No Allegations","No"
372,268,"GEO",2005,"Widespread","Widespread","No Allegations","No Allegations","No Allegations","No"
373,31,"AZE",1995,"Continued","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No"
373,31,"AZE",1996,"Several","Several","Allegation, No LoT","Allegation, No LoT","No Allegations","No"
373,31,"AZE",1997,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
373,31,"AZE",1998,"Several","Widespread","Widespread","No Allegations","No Allegations","No"
373,31,"AZE",1999,"Widespread","Widespread","Widespread","No Allegations","No Allegations","No"
373,31,"AZE",2000,"Widespread","Routinely","No Allegations","No Allegations","No Allegations","No"
373,31,"AZE",2001,"Widespread","Allegation, No LoT","Systematic","No Allegations","No Allegations","No"
373,31,"AZE",2002,"No Allegations","No Allegations","Systematic","No Allegations","No Allegations","No"
373,31,"AZE",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
373,31,"AZE",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
373,31,"AZE",2005,"No Allegations","No Allegations","Systematic","No Allegations","No Allegations","No"
375,246,"FIN",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
375,246,"FIN",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",1995,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",1997,"Infrequent","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",2001,"No Allegations","Several","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",2002,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",2003,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
380,752,"SWE",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",1996,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
385,578,"NOR",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",1995,"Continued","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
390,208,"DNK",1996,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",2001,"No Allegations","Widespread","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
390,208,"DNK",2005,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",1996,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",1997,"No Allegations","Systematic","Systematic","No Allegations","No Allegations","No"
404,624,"GNB",1998,-777,-777,-777,-777,-777,"No"
404,624,"GNB",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",2001,"Systematic","No Allegations","No Allegations","Systematic","No Allegations","No"
404,624,"GNB",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
404,624,"GNB",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
420,270,"GMB",1995,"No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",1996,"No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",1997,"Several","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",1998,"No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",1999,"No Allegations","Allegation, No LoT","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",2000,"Allegation, No LoT","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",2001,"No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
420,270,"GMB",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
420,270,"GMB",2003,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
420,270,"GMB",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
420,270,"GMB",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",1995,"No Allegations","Several","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",1997,"Systematic","No Allegations","Systematic","No Allegations","No Allegations","No"
432,466,"MLI",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
432,466,"MLI",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
433,686,"SEN",1995,"Widespread","Systematic","Systematic","No Allegations","No Allegations","No"
433,686,"SEN",1996,"Systematic","Widespread","Routinely","No Allegations","No Allegations","No"
433,686,"SEN",1997,"Widespread","Widespread","Several","No Allegations","No Allegations","No"
433,686,"SEN",1998,"Systematic","Several","Several","Systematic","No Allegations","No"
433,686,"SEN",1999,"Systematic","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No"
433,686,"SEN",2000,"Widespread","No Allegations","No Allegations","No Allegations","No Allegations","No"
433,686,"SEN",2001,"Systematic","No Allegations","No Allegations","No Allegations","No Allegations","No"
433,686,"SEN",2002,"Systematic","No Allegations","No Allegations","No Allegations","No Allegations","No"
433,686,"SEN",2003,"No Allegations","Several","Several","Several","No Allegations","No"
433,686,"SEN",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
433,686,"SEN",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
434,204,"BEN",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",1997,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",2000,"Allegation, No LoT","No Allegations","Several","No Allegations","No Allegations","No"
435,478,"MRT",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",2002,"No Allegations","No Allegations","Routinely","No Allegations","No Allegations","No"
435,478,"MRT",2003,"No Allegations","Infrequent","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
435,478,"MRT",2005,"Systematic","No Allegations","No Allegations","No Allegations","No Allegations","No"
436,562,"NER",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
436,562,"NER",1996,"Systematic","Several","Several","No Allegations","No Allegations","No"
436,562,"NER",1997,"Systematic","No Allegations","Several","No Allegations","No Allegations","No"
436,562,"NER",1998,"No Allegations","No Allegations","Systematic","No Allegations","No Allegations","No"
436,562,"NER",1999,"No Allegations","No Allegations","Several","No Allegations","No Allegations","No"
436,562,"NER",2000,"No Allegations","Systematic","Systematic","No Allegations","No Allegations","No"
436,562,"NER",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
436,562,"NER",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
436,562,"NER",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
436,562,"NER",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
436,562,"NER",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
437,384,"CIV",1995,"No Allegations","No Allegations","Routinely","Routinely","No Allegations","No"
437,384,"CIV",1996,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
437,384,"CIV",1997,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
437,384,"CIV",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
437,384,"CIV",1999,"Several","No Allegations","Several","No Allegations","No Allegations","No"
437,384,"CIV",2000,"Several","Several","No Allegations","Routinely","No Allegations","No"
437,384,"CIV",2001,"Several","No Allegations","No Allegations","No Allegations","Several","No"
437,384,"CIV",2002,"Allegation, No LoT","No Allegations","No Allegations","Systematic","No Allegations","Yes"
437,384,"CIV",2003,"No Allegations","No Allegations","No Allegations","Systematic","No Allegations","No"
437,384,"CIV",2004,"No Allegations","No Allegations","Routinely","Systematic","No Allegations","No"
437,384,"CIV",2005,"Several","No Allegations","No Allegations","Systematic","No Allegations","No"
438,324,"GIN",1995,"Routinely","Routinely","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",1998,"Widespread","No Allegations","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",1999,"No Allegations","Routinely","Routinely","No Allegations","No Allegations","No"
438,324,"GIN",2000,"No Allegations","Widespread","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",2001,"Routinely","No Allegations","Routinely","No Allegations","No Allegations","No"
438,324,"GIN",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
438,324,"GIN",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",1995,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",1996,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",1999,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
439,854,"BFA",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
450,430,"LBR",1995,-777,-777,-777,-777,-777,"No"
450,430,"LBR",1996,"Routinely","No Allegations","Allegation, No LoT","Allegation, No LoT","Allegation, No LoT","No"
450,430,"LBR",1997,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
450,430,"LBR",1998,"Systematic","No Allegations","No Allegations","No Allegations","No Allegations","No"
450,430,"LBR",1999,"Systematic","No Allegations","No Allegations","No Allegations","No Allegations","No"
450,430,"LBR",2000,"Widespread","No Allegations","No Allegations","No Allegations","No Allegations","No"
450,430,"LBR",2001,"Widespread","Systematic","Routinely","Routinely","No Allegations","No"
450,430,"LBR",2002,"Routinely","No Allegations","Routinely","Routinely","No Allegations","No"
450,430,"LBR",2003,"Systematic","No Allegations","Routinely","Systematic","No Allegations","No"
450,430,"LBR",2004,"No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No"
450,430,"LBR",2005,"No Allegations","No Allegations","No Allegations","Systematic","No Allegations","No"
451,694,"SLE",1995,"Allegation, No LoT","Systematic","Systematic","No Allegations","No Allegations","No"
451,694,"SLE",1996,"Several","No Allegations","No Allegations","Widespread","No Allegations","No"
451,694,"SLE",1997,-777,-777,-777,-777,-777,"No"
451,694,"SLE",1998,-777,-777,-777,-777,-777,"No"
451,694,"SLE",1999,-777,-777,-777,-777,-777,"No"
451,694,"SLE",2000,-777,-777,-777,-777,-777,"No"
451,694,"SLE",2001,"Widespread","No Allegations","No Allegations","Systematic","No Allegations","No"
451,694,"SLE",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
451,694,"SLE",2003,"No Allegations","Routinely","No Allegations","No Allegations","No Allegations","No"
451,694,"SLE",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
451,694,"SLE",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",1995,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",1996,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",1997,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",1998,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",1999,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",2000,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",2001,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",2002,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",2003,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
452,288,"GHA",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
461,768,"TGO",1995,"Several","Infrequent","No Allegations","No Allegations","No Allegations","No"
461,768,"TGO",1996,"Systematic","Infrequent","No Allegations","No Allegations","No Allegations","No"
461,768,"TGO",1997,"Systematic","Infrequent","No Allegations","No Allegations","No Allegations","No"
461,768,"TGO",1998,"Systematic","Routinely","Routinely","No Allegations","No Allegations","No"
461,768,"TGO",1999,"Systematic","Systematic","Systematic","No Allegations","No Allegations","Yes"
461,768,"TGO",2000,"Widespread","Infrequent","Allegation, No LoT","No Allegations","No Allegations","No"
461,768,"TGO",2001,"Several","Systematic","Several","Systematic","No Allegations","No"
461,768,"TGO",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
461,768,"TGO",2003,"Widespread","No Allegations","Routinely","No Allegations","No Allegations","No"
461,768,"TGO",2004,"Widespread","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No"
461,768,"TGO",2005,"Widespread","No Allegations","Allegation, No LoT","Allegation, No LoT","No Allegations","No"
471,120,"CMR",1995,"Routinely","Routinely","Routinely","No Allegations","No Allegations","No"
471,120,"CMR",1996,"Routinely","Routinely","No Allegations","No Allegations","No Allegations","No"
471,120,"CMR",1997,"Routinely","Systematic","Systematic","No Allegations","No Allegations","No"
471,120,"CMR",1998,"Routinely","Routinely","Routinely","No Allegations","No Allegations","No"
471,120,"CMR",1999,"Routinely","Systematic","No Allegations","No Allegations","No Allegations","No"
471,120,"CMR",2000,"Systematic","Systematic","Systematic","No Allegations","No Allegations","No"
471,120,"CMR",2001,"Routinely","No Allegations","Routinely","No Allegations","No Allegations","No"
471,120,"CMR",2002,"No Allegations","Routinely","Routinely","No Allegations","No Allegations","No"
471,120,"CMR",2003,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","No"
471,120,"CMR",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
471,120,"CMR",2005,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","No"
475,566,"NGA",1995,"Systematic","Systematic","Systematic","Several","Several","No"
475,566,"NGA",1996,"Systematic","Systematic","Widespread","No Allegations","No Allegations","No"
475,566,"NGA",1997,"Systematic","Routinely","Systematic","No Allegations","No Allegations","Yes"
475,566,"NGA",1998,"Routinely","Routinely","Systematic","No Allegations","No Allegations","No"
475,566,"NGA",1999,"Widespread","Systematic","No Allegations","Infrequent","No Allegations","No"
475,566,"NGA",2000,"Several","Routinely","Systematic","No Allegations","No Allegations","No"
475,566,"NGA",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
475,566,"NGA",2002,"Systematic","Routinely","Allegation, No LoT","No Allegations","No Allegations","No"
475,566,"NGA",2003,"Systematic","No Allegations","Continued","No Allegations","No Allegations","No"
475,566,"NGA",2004,"No Allegations","Systematic","No Allegations","No Allegations","No Allegations","No"
475,566,"NGA",2005,"Widespread","No Allegations","Systematic","No Allegations","No Allegations","No"
481,266,"GAB",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
481,266,"GAB",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",2001,"No Allegations","No Allegations","Systematic","No Allegations","No Allegations","No"
482,140,"CAF",2002,"Systematic","No Allegations","No Allegations","Widespread","Systematic","No"
482,140,"CAF",2003,"Systematic","No Allegations","No Allegations","Widespread","Systematic","No"
482,140,"CAF",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
482,140,"CAF",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
483,148,"TCD",1995,"Routinely","Routinely","Routinely","No Allegations","No Allegations","No"
483,148,"TCD",1996,"Widespread","No Allegations","No Allegations","Widespread","No Allegations","No"
483,148,"TCD",1997,"Widespread","Systematic","Systematic","No Allegations","No Allegations","No"
483,148,"TCD",1998,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No"
483,148,"TCD",1999,"Routinely","Allegation, No LoT","Allegation, No LoT","No Allegations","No Allegations","No"
483,148,"TCD",2000,"Routinely","No Allegations","Allegation, No LoT","Several","No Allegations","No"
483,148,"TCD",2001,"Routinely","No Allegations","No Allegations","No Allegations","No Allegations","Yes"
483,148,"TCD",2002,"Several","No Allegations","No Allegations","Several","No Allegations","No"
483,148,"TCD",2003,"Allegation, No LoT","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No"
483,148,"TCD",2004,"No Allegations","No Allegations","Widespread","No Allegations","No Allegations","No"
483,148,"TCD",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",1995,"No Allegations","Several","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",1996,"No Allegations","Several","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",1998,"Several","No Allegations","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",1999,"Widespread","Several","Widespread","No Allegations","No Allegations","No"
484,178,"COG",2000,"No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",2002,"Allegation, No LoT","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No"
484,178,"COG",2003,"Allegation, No LoT","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
484,178,"COG",2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
490,180,"COD",1995,-999,-999,-999,-999,-999,"No"
490,180,"COD",1996,-999,-999,-999,-999,-999,"No"
490,180,"COD",1997,-999,-999,-999,-999,-999,"No"
490,180,"COD",1998,-999,-999,-999,-999,-999,"No"
490,180,"COD",1999,-999,-999,-999,-999,-999,"No"
