cowccode,iso3alpha,iso3numeric,year,LoTUnknownUnknown,LoTUnknownCriminal,LoTUnknownDissident,LoTUnknownMarginalized,LoTUnknownStateAgent,LoTPoliceUnknown,LoTPoliceCriminal,LoTPoliceDissident,LoTPoliceMarginalized,LoTPoliceStateAgent,LoTPrisonUnknown,LoTPrisonCriminal,LoTPrisonDissident,LoTPrisonMarginalized,LoTPrisonStateAgent,LoTMilitaryUnknown,LoTMilitaryCriminal,LoTMilitaryDissident,LoTMilitaryMarginalized,LoTMilitaryStateAgent,LoTIntelligenceUnknown,LoTIntelligenceCriminal,LoTIntelligenceDissident,LoTIntelligenceMarginalized,LoTIntelligenceStateAgent,LoTImmigrationUnknown,LoTImmigrationCriminal,LoTImmigrationDissident,LoTImmigrationMarginalized,LoTImmigrationStateAgent,LoTParamilitaryUnknown,LoTParamilitaryCriminal,LoTParamilitaryDissident,LoTParamilitaryMarginalized,LoTParamilitaryStateAgent,RstrctAccess
90,"GTM",320,2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
90,"GTM",320,2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
90,"GTM",320,2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
90,"GTM",320,2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,1996,"Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,2003,"No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
91,"HND",340,2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Several","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
92,"SLV",222,2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
93,"NIC",558,2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,1996,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,1997,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
94,"CRI",188,2005,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,1995,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,1996,"No Allegations","No Allegations","No Allegations","Several","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,1997,"No Allegations","No Allegations","No Allegations","Several","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,1998,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,1999,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,2000,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,2001,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,2002,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,2003,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,2004,"No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
95,"PAN",591,2005,"No Allegations","Allegation, No LoT","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No Allegations","No"
