gwcode,year,igo_n,igo_total,igo_p
52,1999,63,330,0.19090909090909092
52,2000,63,330,0.19090909090909092
52,2001,64,323,0.19814241486068113
52,2002,63,327,0.1926605504587156
52,2003,63,327,0.1926605504587156
52,2004,63,327,0.1926605504587156
52,2005,63,324,0.19444444444444445
70,1995,82,323,0.25386996904024767
70,1996,82,325,0.2523076923076923
70,1997,82,328,0.25
70,1998,83,337,0.24629080118694363
70,1999,84,330,0.2545454545454545
70,2000,85,330,0.25757575757575757
70,2001,86,323,0.26625386996904027
70,2002,83,327,0.25382262996941896
70,2003,87,327,0.26605504587155965
70,2004,89,327,0.27217125382262997
70,2005,92,324,0.2839506172839506
90,1995,65,323,0.20123839009287925
90,1996,64,325,0.19692307692307692
90,1997,65,328,0.19817073170731708
90,1998,65,337,0.19287833827893175
90,1999,65,330,0.19696969696969696
90,2000,68,330,0.20606060606060606
90,2001,69,323,0.21362229102167182
90,2002,69,327,0.21100917431192662
90,2003,70,327,0.21406727828746178
90,2004,70,327,0.21406727828746178
90,2005,71,324,0.2191358024691358
91,1995,64,323,0.19814241486068113
91,1996,63,325,0.19384615384615383
91,1997,61,328,0.18597560975609756
91,1998,61,337,0.18100890207715134
91,1999,62,330,0.18787878787878787
91,2000,64,330,0.19393939393939394
91,2001,65,323,0.20123839009287925
91,2002,65,327,0.19877675840978593
91,2003,67,327,0.20489296636085627
91,2004,70,327,0.21406727828746178
91,2005,70,324,0.21604938271604937
92,1995,58,323,0.17956656346749225
92,1996,57,325,0.1753846153846154
92,1997,60,328,0.18292682926829268
92,1998,59,337,0.17507418397626112
92,1999,59,330,0.1787878787878788
92,2000,61,330,0.18484848484848485
92,2001,61,323,0.18885448916408668
92,2002,60,327,0.1834862385321101
92,2003,61,327,0.18654434250764526
92,2004,63,327,0.1926605504587156
92,2005,64,324,0.19753086419753085
93,1995,67,323,0.20743034055727555
93,1996,68,325,0.20923076923076922
93,1997,66,328,0.20121951219512196
93,1998,66,337,0.19584569732937684
93,1999,67,330,0.20303030303030303
93,2000,71,330,0.21515151515151515
