gwcode,year,SP.DYN.IMRT.IN
450,1963,209.9
451,1963,213.4
452,1963,121
461,1963,152.3
471,1963,155.9
475,1963,NA
481,1963,NA
482,1963,156.6
483,1963,NA
484,1963,103.7
490,1963,NA
500,1963,125.5
501,1963,106.4
510,1963,139.7
511,1963,NA
516,1963,NA
517,1963,125.1
520,1963,NA
530,1963,NA
560,1963,NA
580,1963,NA
600,1963,137
615,1963,148
616,1963,170.9
620,1963,139.5
625,1963,102.2
630,1963,NA
640,1963,156
645,1963,111.6
651,1963,189.6
652,1963,102.8
660,1963,53.5
663,1963,91.6
666,1963,NA
670,1963,NA
678,1963,273.8
690,1963,83.1
698,1963,217.3
700,1963,232.7
710,1963,NA
712,1963,NA
713,1963,NA
731,1963,NA
732,1963,71.4
740,1963,23.2
750,1963,156.6
760,1963,NA
770,1963,172.2
775,1963,NA
780,1963,64.3
790,1963,207
800,1963,92.2
811,1963,NA
812,1963,NA
816,1963,NA
817,1963,NA
820,1963,56.6
840,1963,62.2
850,1963,137.5
900,1963,19.1
920,1963,20
221,1963,NA
223,1963,NA
331,1963,NA
232,1963,NA
990,1963,NA
2,1964,23.8
20,1964,24.1
40,1964,40.6
41,1964,179.1
42,1964,97.2
51,1964,53.8
52,1964,49.7
70,1964,90.9
90,1964,135.5
91,1964,124.3
92,1964,117.2
93,1964,128
94,1964,NA
95,1964,59.4
100,1964,83.9
101,1964,54.1
130,1964,109.4
135,1964,121.8
140,1964,116.9
145,1964,162.6
150,1964,59.6
155,1964,105.4
160,1964,NA
165,1964,52.7
200,1964,20.8
205,1964,26
210,1964,14.9
211,1964,25
212,1964,25
220,1964,19.4
225,1964,19.3
230,1964,30.3
235,1964,70.1
260,1964,NA
265,1964,NA
290,1964,43.8
305,1964,29.7
310,1964,41.3
315,1964,NA
325,1964,37.4
338,1964,31.6
339,1964,NA
345,1964,NA
350,1964,35.4
352,1964,NA
355,1964,32.1
360,1964,47
365,1964,NA
375,1964,17.4
380,1964,14.3
385,1964,16.6
390,1964,18.7
395,1964,16
432,1964,209.9
433,1964,129.7
434,1964,174.7
435,1964,118.7
436,1964,NA
437,1964,190.4
438,1964,203.9
439,1964,149.7
450,1964,208.3
451,1964,210.3
452,1964,120.5
461,1964,149.4
471,1964,154
475,1964,195.7
481,1964,NA
482,1964,153.8
483,1964,NA
484,1964,101.4
490,1964,NA
500,1964,123.4
501,1964,103.6
510,1964,138.3
516,1964,142
517,1964,124.5
520,1964,NA
530,1964,NA
551,1964,114.3
553,1964,211.7
560,1964,NA
580,1964,NA
600,1964,134.5
615,1964,148.4
616,1964,163.2
620,1964,132.3
625,1964,100.9
630,1964,NA
640,1964,151.1
645,1964,106.3
651,1964,183.5
652,1964,98.3
660,1964,52.4
663,1964,87
666,1964,NA
670,1964,NA
678,1964,267.5
690,1964,77.7
698,1964,207.4
700,1964,228.5
710,1964,NA
712,1964,NA
713,1964,NA
731,1964,NA
732,1964,68.2
740,1964,21
750,1964,154.4
760,1964,NA
770,1964,166.9
775,1964,NA
780,1964,62.3
790,1964,202.8
800,1964,89.3
811,1964,NA
812,1964,NA
816,1964,NA
817,1964,NA
820,1964,53.7
840,1964,61
850,1964,133.9
900,1964,18.7
920,1964,19.3
221,1964,NA
223,1964,NA
331,1964,NA
232,1964,NA
990,1964,NA
2,1965,23.3
20,1965,23
40,1965,39.6
41,1965,176.1
42,1965,95.6
51,1965,52.1
52,1965,48.4
70,1965,88.5
90,1965,132.8
91,1965,120.3
92,1965,115.3
93,1965,126.6
94,1965,69
95,1965,58
100,1965,81.6
101,1965,53.1
130,1965,106.9
135,1965,118.3
140,1965,114.3
145,1965,159.6
150,1965,59.4
155,1965,96.4
160,1965,NA
165,1965,52.1
200,1965,20.1
205,1965,24.7
210,1965,14.5
211,1965,24.1
212,1965,23.9
220,1965,18.5
225,1965,18.4
230,1965,28.8
235,1965,66.4
260,1965,NA
265,1965,NA
290,1965,40.7
305,1965,28.3
310,1965,39.8
315,1965,NA
325,1965,35.8
338,1965,30.6
339,1965,NA
345,1965,NA
350,1965,34.4
352,1965,NA
355,1965,31.7
360,1965,46.5
365,1965,NA
375,1965,16.6
380,1965,13.7
385,1965,16
390,1965,17.8
395,1965,15.5
420,1965,140.8
432,1965,206.4
433,1965,129.6
434,1965,170.8
435,1965,115.8
436,1965,NA
437,1965,185.5
438,1965,202.1
439,1965,148.4
450,1965,206.5
451,1965,207.1
452,1965,120.2
461,1965,146.6
471,1965,151.1
475,1965,191.2
481,1965,NA
482,1965,150.9
483,1965,NA
484,1965,99
490,1965,NA
500,1965,121.1
501,1965,101.2
510,1965,136.5
516,1965,142.9
517,1965,124.4
520,1965,NA
530,1965,NA
551,1965,113.1
552,1965,80.2
553,1965,210.3
560,1965,NA
580,1965,NA
600,1965,132
615,1965,148.8
616,1965,155.6
620,1965,125.5
625,1965,99.6
630,1965,NA
640,1965,146.6
645,1965,101.4
651,1965,178.2
652,1965,94
660,1965,51.4
663,1965,82.7
666,1965,NA
670,1965,NA
678,1965,260.7
690,1965,72.6
698,1965,197.8
700,1965,224.4
710,1965,NA
712,1965,NA
713,1965,NA
731,1965,NA
732,1965,64.9
740,1965,19.1
750,1965,152.3
760,1965,NA
770,1965,162
775,1965,NA
780,1965,60.5
781,1965,204.7
790,1965,198.5
800,1965,86.3
811,1965,NA
812,1965,NA
816,1965,NA
817,1965,NA
820,1965,51
830,1965,27.3
840,1965,59.9
850,1965,130.4
900,1965,18.5
920,1965,18.7
221,1965,NA
223,1965,NA
331,1965,NA
232,1965,NA
990,1965,NA
2,1966,22.7
20,1966,22.1
40,1966,38.8
41,1966,173
42,1966,93.8
51,1966,50.6
52,1966,47.3
53,1966,49.2
70,1966,86.3
90,1966,129.8
91,1966,116.5
92,1966,113.4
93,1966,125
94,1966,66.2
95,1966,56.7
100,1966,79.4
101,1966,52.2
110,1966,57.1
130,1966,104.5
135,1966,114.9
140,1966,112
145,1966,156.5
150,1966,59.1
155,1966,87
160,1966,NA
165,1966,51.7
200,1966,19.6
205,1966,23.3
210,1966,14.2
211,1966,23.3
212,1966,22.8
220,1966,17.7
225,1966,17.6
230,1966,27.4
235,1966,63.5
260,1966,NA
265,1966,NA
290,1966,37.9
305,1966,27.3
310,1966,38.7
315,1966,NA
325,1966,34.3
338,1966,29.5
339,1966,NA
345,1966,NA
350,1966,33.6
352,1966,NA
355,1966,31.5
360,1966,48.7
365,1966,NA
375,1966,15.8
380,1966,13
385,1966,15.4
390,1966,17
395,1966,15
420,1966,138.6
432,1966,203.1
433,1966,129.4
434,1966,167
435,1966,113.1
436,1966,NA
437,1966,180.7
438,1966,200.1
439,1966,147.3
450,1966,204.2
451,1966,203.9
452,1966,120.2
461,1966,143.7
471,1966,147.3
475,1966,186.9
481,1966,NA
482,1966,147.8
483,1966,NA
484,1966,96.6
490,1966,NA
500,1966,118.6
501,1966,99.2
510,1966,134.7
516,1966,143.7
517,1966,125
520,1966,NA
530,1966,144.3
551,1966,112.4
552,1966,77.8
553,1966,209.2
560,1966,NA
570,1966,141
571,1966,96.9
580,1966,NA
600,1966,129.4
615,1966,149
616,1966,148.3
620,1966,118.8
625,1966,98.5
630,1966,NA
640,1966,142.4
645,1966,96.7
651,1966,173.6
652,1966,89.8
660,1966,50.5
663,1966,78.7
666,1966,NA
670,1966,NA
678,1966,253.1
690,1966,67.9
698,1966,188.5
700,1966,220.5
710,1966,NA
712,1966,NA
713,1966,NA
731,1966,NA
732,1966,61.4
740,1966,17.5
750,1966,150.3
760,1966,NA
770,1966,157.6
775,1966,NA
780,1966,58.9
781,1966,198.6
790,1966,193.8
800,1966,83.4
811,1966,NA
812,1966,NA
816,1966,NA
817,1966,NA
820,1966,48.8
830,1966,26.3
840,1966,58.8
850,1966,126.8
900,1966,18.3
920,1966,18.3
221,1966,NA
223,1966,NA
331,1966,NA
232,1966,NA
990,1966,NA
2,1967,22
20,1967,21.2
40,1967,38.5
41,1967,170
42,1967,92
51,1967,49.1
52,1967,46.3
53,1967,47.1
70,1967,84.1
90,1967,127
91,1967,112.8
92,1967,111.7
93,1967,123.3
94,1967,64.2
95,1967,55.3
100,1967,77.2
101,1967,51.2
110,1967,56.3
130,1967,102.2
135,1967,111.7
140,1967,109.7
145,1967,153.4
150,1967,58.8
155,1967,79.1
160,1967,NA
165,1967,51.3
200,1967,19.1
205,1967,21.9
210,1967,13.8
211,1967,22.5
212,1967,21.8
220,1967,17
225,1967,16.9
230,1967,25.9
235,1967,61.6
260,1967,NA
265,1967,NA
290,1967,35.8
305,1967,26.4
310,1967,37.8
315,1967,NA
325,1967,33.1
338,1967,28.4
339,1967,NA
345,1967,NA
350,1967,32.4
352,1967,NA
355,1967,31.2
360,1967,52.4
365,1967,NA
375,1967,15.1
380,1967,12.5
385,1967,14.8
390,1967,16
395,1967,14.4
420,1967,136.4
432,1967,200.4
433,1967,129
434,1967,163.8
435,1967,110.2
436,1967,127.3
437,1967,175.8
438,1967,198.3
439,1967,146.4
450,1967,201.4
451,1967,200.6
452,1967,120.4
461,1967,140.7
471,1967,142.2
475,1967,182.8
481,1967,NA
482,1967,144.6
483,1967,NA
484,1967,94.2
490,1967,NA
500,1967,116.3
501,1967,97.3
510,1967,132.6
516,1967,144.7
517,1967,125.9
520,1967,NA
530,1967,144.2
551,1967,111.8
552,1967,75.7
553,1967,208.1
560,1967,NA
570,1967,139.9
571,1967,93.9
580,1967,NA
600,1967,126.9
615,1967,149
616,1967,141.5
620,1967,112.4
625,1967,97.5
630,1967,NA
640,1967,138.4
645,1967,92.4
651,1967,169.9
652,1967,85.8
660,1967,49.7
663,1967,75
666,1967,NA
670,1967,NA
678,1967,244.9
680,1967,NA
690,1967,63.7
698,1967,179.4
700,1967,216.5
710,1967,NA
712,1967,NA
713,1967,NA
731,1967,NA
732,1967,57.9
740,1967,16.2
750,1967,148.4
760,1967,NA
770,1967,153.7
775,1967,NA
780,1967,57.4
781,1967,192.8
790,1967,189.4
800,1967,80.5
811,1967,NA
812,1967,NA
816,1967,NA
817,1967,NA
820,1967,46.8
830,1967,25.2
840,1967,57.8
850,1967,123.1
900,1967,18.2
920,1967,17.9
221,1967,NA
223,1967,NA
331,1967,NA
232,1967,NA
990,1967,NA
2,1968,21.3
20,1968,20.3
40,1968,39.1
41,1968,166.9
42,1968,90.2
51,1968,47.6
52,1968,45.4
53,1968,45
70,1968,81.9
90,1968,124
91,1968,109.2
92,1968,110
93,1968,121.4
94,1968,63.2
95,1968,53.9
100,1968,75
101,1968,50.3
110,1968,55.8
130,1968,100.1
135,1968,108.9
140,1968,107.5
145,1968,150.3
150,1968,58.5
155,1968,73.1
160,1968,NA
165,1968,50.6
200,1968,18.7
205,1968,20.6
210,1968,13.4
211,1968,21.9
212,1968,20.8
220,1968,16.5
225,1968,16.2
230,1968,24.3
235,1968,60.3
260,1968,NA
265,1968,NA
290,1968,34.3
305,1968,25.7
310,1968,36.9
315,1968,NA
325,1968,32
338,1968,27.2
339,1968,NA
345,1968,NA
350,1968,30.9
352,1968,NA
355,1968,30.3
360,1968,55.2
365,1968,NA
375,1968,14.4
380,1968,12.1
385,1968,14.2
390,1968,15.2
395,1968,13.8
411,1968,NA
420,1968,134.2
432,1968,198
433,1968,128.5
434,1968,161.1
435,1968,107.6
436,1968,128.7
437,1968,171.2
438,1968,196.4
439,1968,145.5
450,1968,198.1
451,1968,197.3
452,1968,120.5
461,1968,137.7
471,1968,136.4
475,1968,178.4
481,1968,NA
482,1968,141.5
483,1968,NA
484,1968,91.7
490,1968,NA
500,1968,114.1
501,1968,95.4
510,1968,130.8
516,1968,145.3
517,1968,127.3
520,1968,NA
530,1968,144.2
551,1968,111.2
552,1968,74.1
553,1968,206.8
560,1968,NA
570,1968,138.2
571,1968,91.1
572,1968,123.2
580,1968,90.2
590,1968,67.8
600,1968,124.5
615,1968,148.4
616,1968,134.6
620,1968,106.5
625,1968,96.6
630,1968,NA
640,1968,134.5
645,1968,88.4
651,1968,166.8
652,1968,81.8
660,1968,49
663,1968,71.6
666,1968,NA
670,1968,NA
678,1968,236.2
680,1968,NA
690,1968,59.9
698,1968,170.3
700,1968,212.7
710,1968,NA
712,1968,NA
713,1968,NA
731,1968,NA
732,1968,54.4
740,1968,15.1
750,1968,146.5
760,1968,NA
770,1968,150.2
775,1968,123.5
780,1968,56.3
781,1968,186.6
790,1968,185.1
800,1968,77.5
811,1968,NA
812,1968,NA
816,1968,NA
817,1968,NA
820,1968,45.1
830,1968,24.1
840,1968,56.9
850,1968,119.5
900,1968,18.2
920,1968,17.5
221,1968,NA
223,1968,NA
331,1968,NA
232,1968,NA
971,1968,NA
990,1968,NA
2,1969,20.6
20,1969,19.4
40,1969,39.6
41,1969,163.7
42,1969,88.4
51,1969,46
52,1969,44.6
53,1969,43
70,1969,79.6
90,1969,121
91,1969,105.5
92,1969,108.3
93,1969,119.2
94,1969,62.9
95,1969,52.3
100,1969,72.7
101,1969,49.2
110,1969,55.5
130,1969,97.9
135,1969,106.2
140,1969,105.2
145,1969,147.1
150,1969,58.2
155,1969,69.2
160,1969,60
165,1969,49.5
200,1969,18.4
205,1969,19.7
210,1969,13.1
211,1969,21.3
212,1969,19.7
220,1969,15.8
225,1969,15.7
230,1969,22.6
235,1969,58.5
260,1969,NA
265,1969,NA
290,1969,33.4
305,1969,25.3
310,1969,35.9
315,1969,NA
325,1969,30.9
338,1969,25.9
339,1969,NA
345,1969,NA
350,1969,29.3
352,1969,NA
355,1969,28.8
360,1969,53.8
365,1969,NA
375,1969,13.8
380,1969,11.7
385,1969,13.7
390,1969,14.6
395,1969,13.3
411,1969,NA
420,1969,132.1
432,1969,195.8
433,1969,127.6
434,1969,158.9
435,1969,105.4
436,1969,130.1
437,1969,166.5
438,1969,194.5
439,1969,144.7
450,1969,194.5
451,1969,194.2
452,1969,120.4
461,1969,134.7
471,1969,130.5
475,1969,174.1
481,1969,NA
482,1969,138.7
483,1969,NA
484,1969,89.5
490,1969,150.9
500,1969,112.2
501,1969,93.6
510,1969,129
516,1969,145.6
517,1969,128.9
520,1969,NA
530,1969,143.9
551,1969,110
552,1969,72.8
553,1969,205.5
560,1969,NA
570,1969,135.9
571,1969,88.1
572,1969,120.9
580,1969,91.1
590,1969,61.8
600,1969,122.2
615,1969,147.3
616,1969,128.2
620,1969,100.8
625,1969,95.9
630,1969,NA
640,1969,130.7
645,1969,84.5
651,1969,164.4
652,1969,78
660,1969,48.4
663,1969,68.4
666,1969,NA
670,1969,NA
678,1969,227.4
680,1969,NA
690,1969,56.5
698,1969,161.4
700,1969,208.7
710,1969,84.3
712,1969,NA
713,1969,NA
731,1969,NA
732,1969,51.1
740,1969,14.2
750,1969,144.6
760,1969,NA
770,1969,147.1
775,1969,121.3
780,1969,55.3
781,1969,180.2
790,1969,180.9
800,1969,74.6
811,1969,NA
812,1969,NA
816,1969,NA
817,1969,NA
820,1969,43.6
830,1969,23
840,1969,56.1
850,1969,116.1
900,1969,18
920,1969,17.2
221,1969,NA
223,1969,NA
331,1969,NA
232,1969,NA
971,1969,NA
990,1969,NA
2,1970,19.9
20,1970,18.5
40,1970,38
41,1970,160.6
42,1970,86.5
51,1970,44.6
52,1970,43.8
53,1970,41.1
70,1970,77.1
90,1970,118.1
91,1970,101.9
92,1970,106.5
93,1970,116.9
94,1970,61.5
95,1970,50.6
100,1970,70.4
101,1970,48.1
110,1970,55.2
130,1970,95.7
135,1970,103.7
140,1970,102.8
145,1970,144
150,1970,57.8
155,1970,67.2
160,1970,59.4
165,1970,48.6
200,1970,18
205,1970,19
210,1970,12.6
211,1970,20.5
212,1970,18.8
220,1970,15
225,1970,15
230,1970,20.7
235,1970,55.5
260,1970,NA
265,1970,NA
290,1970,32.2
305,1970,25
310,1970,35.1
315,1970,NA
325,1970,29.7
338,1970,24.8
339,1970,NA
345,1970,NA
350,1970,27.7
352,1970,NA
355,1970,27.6
360,1970,47.7
365,1970,30.9
375,1970,13.2
380,1970,11.3
385,1970,13.1
390,1970,13.9
395,1970,12.8
411,1970,NA
420,1970,129.9
432,1970,193.9
433,1970,126.2
434,1970,157
435,1970,103.9
436,1970,131.6
437,1970,161.8
438,1970,192.4
439,1970,143.9
450,1970,190.9
451,1970,191.2
452,1970,120.1
461,1970,131.7
471,1970,125.1
475,1970,169.4
481,1970,NA
482,1970,136
483,1970,NA
484,1970,87.2
490,1970,149.2
500,1970,111
501,1970,91.7
510,1970,127.2
516,1970,145.9
517,1970,130.8
520,1970,NA
530,1970,143.7
551,1970,108.1
552,1970,71.7
553,1970,202.9
560,1970,NA
570,1970,133.3
571,1970,85.1
572,1970,118.4
580,1970,92.1
590,1970,58.2
600,1970,120
615,1970,145.6
616,1970,121.9
620,1970,95.5
625,1970,95.3
630,1970,NA
640,1970,127
645,1970,80.9
651,1970,162.2
652,1970,74.4
660,1970,47.8
663,1970,65.5
666,1970,NA
670,1970,NA
678,1970,218.6
680,1970,NA
690,1970,53.5
698,1970,152.8
700,1970,204.8
710,1970,80.6
712,1970,NA
713,1970,NA
731,1970,NA
732,1970,48
740,1970,13.4
750,1970,142.6
760,1970,184.5
770,1970,144.2
775,1970,119.3
780,1970,54.4
781,1970,174
790,1970,176.8
800,1970,71.6
811,1970,NA
812,1970,NA
816,1970,NA
817,1970,NA
820,1970,42.2
830,1970,22
840,1970,55.5
850,1970,112.7
900,1970,17.8
920,1970,16.9
950,1970,44.7
221,1970,NA
223,1970,NA
331,1970,NA
232,1970,NA
971,1970,NA
972,1970,NA
990,1970,NA
2,1971,19.1
20,1971,17.7
40,1971,34.2
41,1971,157.4
42,1971,84.4
51,1971,43
52,1971,43
53,1971,39.1
70,1971,74.7
90,1971,115
91,1971,98.3
92,1971,104.7
93,1971,114.4
94,1971,57.6
95,1971,48.7
100,1971,68.1
101,1971,46.8
110,1971,55
130,1971,93.3
135,1971,101.2
140,1971,100.4
145,1971,140.7
150,1971,57.4
155,1971,66.3
160,1971,58.7
165,1971,47.9
200,1971,17.7
205,1971,18.6
210,1971,12.1
211,1971,19.7
212,1971,17.7
220,1971,14.4
225,1971,14.3
230,1971,18.7
235,1971,51.5
260,1971,NA
265,1971,NA
290,1971,30.6
305,1971,24.7
310,1971,34.8
315,1971,NA
325,1971,28.2
338,1971,23.5
339,1971,NA
345,1971,NA
350,1971,26.2
352,1971,NA
355,1971,26.5
360,1971,41.6
365,1971,29.7
375,1971,12.6
380,1971,10.9
385,1971,12.7
390,1971,13.3
395,1971,12.3
411,1971,NA
420,1971,127.5
432,1971,191.9
433,1971,124.2
434,1971,154.9
435,1971,103.1
436,1971,133.1
437,1971,157
438,1971,190.4
439,1971,142.8
450,1971,187.5
451,1971,188.4
452,1971,119.4
461,1971,129
471,1971,120.7
475,1971,164.6
481,1971,NA
482,1971,133.3
483,1971,NA
484,1971,85
490,1971,147.5
500,1971,110.7
501,1971,89.7
510,1971,125.2
516,1971,146
517,1971,132.7
520,1971,NA
530,1971,143.6
551,1971,105.6
552,1971,71
553,1971,199.6
560,1971,NA
570,1971,130.5
571,1971,82
572,1971,115.6
580,1971,93.1
590,1971,59.1
600,1971,118
615,1971,143.2
616,1971,116.2
620,1971,90.4
625,1971,94.7
630,1971,124.6
640,1971,123.3
645,1971,77.5
651,1971,159.9
652,1971,70.9
660,1971,47.3
663,1971,62.7
666,1971,NA
670,1971,NA
678,1971,210.2
680,1971,NA
690,1971,50.6
692,1971,52.5
694,1971,47.4
696,1971,65.1
698,1971,144.8
700,1971,201
710,1971,76.9
712,1971,NA
713,1971,NA
731,1971,NA
732,1971,45.1
740,1971,12.6
750,1971,140.5
760,1971,178.8
770,1971,141.5
771,1971,148.6
775,1971,117.3
780,1971,53.6
781,1971,167.3
790,1971,173
800,1971,68.6
811,1971,NA
812,1971,NA
816,1971,NA
817,1971,NA
820,1971,40.9
830,1971,20.9
840,1971,55.1
850,1971,109.4
900,1971,17.5
920,1971,16.5
950,1971,44.3
221,1971,NA
223,1971,NA
331,1971,NA
232,1971,NA
971,1971,NA
972,1971,NA
990,1971,NA
2,1972,18.3
20,1972,16.8
40,1972,30.4
41,1972,154
42,1972,82.2
51,1972,41.5
52,1972,42.1
53,1972,37.3
70,1972,72.3
90,1972,112
91,1972,94.7
92,1972,102.6
93,1972,111.5
94,1972,52.3
95,1972,46.7
100,1972,65.8
101,1972,45.5
110,1972,54.9
130,1972,90.8
135,1972,98.7
140,1972,97.9
145,1972,137.5
150,1972,56.8
155,1972,65.6
160,1972,57.8
165,1972,47.9
200,1972,17.1
205,1972,18.2
210,1972,11.7
211,1972,18.7
212,1972,16.7
220,1972,13.7
225,1972,13.6
230,1972,17
235,1972,47.4
260,1972,NA
265,1972,NA
290,1972,28.7
305,1972,24.1
310,1972,34.8
315,1972,NA
325,1972,26.4
338,1972,22.3
339,1972,NA
345,1972,NA
350,1972,25.1
352,1972,NA
355,1972,25.7
360,1972,38.6
365,1972,28.6
375,1972,12
380,1972,10.4
385,1972,12.2
390,1972,12.5
395,1972,11.8
411,1972,NA
420,1972,125.2
432,1972,189.6
433,1972,121.9
434,1972,152.6
435,1972,102.8
436,1972,134.5
437,1972,151.7
438,1972,188.3
439,1972,141.3
450,1972,184.2
451,1972,185.8
452,1972,118.2
461,1972,126.3
471,1972,117.4
475,1972,159.6
481,1972,NA
482,1972,131
483,1972,127
484,1972,83
490,1972,145.8
500,1972,111.1
501,1972,87.7
510,1972,123.2
516,1972,146.1
517,1972,135.1
520,1972,NA
530,1972,143.4
551,1972,102.7
552,1972,70.4
553,1972,195.1
560,1972,NA
570,1972,127.6
571,1972,78.9
572,1972,112.5
580,1972,94.3
590,1972,60.5
600,1972,116
615,1972,140.2
616,1972,110.7
620,1972,85.6
625,1972,94.2
630,1972,119.4
640,1972,119.7
645,1972,74.3
651,1972,157
652,1972,67.6
660,1972,46.8
663,1972,60
666,1972,NA
670,1972,111.4
678,1972,202.2
680,1972,NA
690,1972,47.9
692,1972,48.2
694,1972,44.6
696,1972,59.6
698,1972,137
700,1972,197
710,1972,73.4
712,1972,NA
713,1972,NA
731,1972,NA
732,1972,42.6
740,1972,11.9
750,1972,138.2
760,1972,173
770,1972,139
771,1972,148
775,1972,115.2
780,1972,52.8
781,1972,160.2
790,1972,169.4
800,1972,65.7
811,1972,NA
812,1972,NA
816,1972,NA
817,1972,NA
820,1972,39.5
830,1972,19.6
840,1972,54.9
850,1972,106.2
900,1972,16.9
920,1972,16.2
950,1972,43.9
221,1972,NA
223,1972,NA
331,1972,NA
232,1972,NA
971,1972,NA
972,1972,NA
990,1972,NA
2,1973,17.5
20,1973,15.8
31,1973,27.2
40,1973,27.9
41,1973,150.6
42,1973,79.8
51,1973,40.1
52,1973,41.2
53,1973,35.4
70,1973,70
90,1973,108.9
91,1973,91.3
92,1973,100.5
93,1973,108.3
94,1973,47.1
95,1973,44.7
100,1973,63.3
101,1973,44.3
110,1973,54.7
130,1973,88
135,1973,96.1
140,1973,95.5
145,1973,134.1
150,1973,56.2
155,1973,64.1
160,1973,56.7
165,1973,48.4
200,1973,16.6
205,1973,17.9
210,1973,11.3
211,1973,17.7
212,1973,15.7
220,1973,13.1
225,1973,12.8
230,1973,16.2
235,1973,43.3
260,1973,NA
265,1973,NA
290,1973,27
305,1973,23
310,1973,34.7
315,1973,NA
325,1973,24.5
338,1973,21.2
339,1973,NA
345,1973,NA
350,1973,24.4
352,1973,NA
355,1973,25.1
360,1973,37.6
365,1973,27.5
375,1973,11.3
380,1973,9.8
385,1973,11.6
390,1973,11.6
395,1973,11.3
411,1973,NA
420,1973,122.9
432,1973,186.8
433,1973,119.2
434,1973,149.7
435,1973,102.6
436,1973,135.5
437,1973,146.3
438,1973,186.2
439,1973,139
450,1973,181
451,1973,183.2
452,1973,116.4
461,1973,123.5
471,1973,115.3
475,1973,154.6
481,1973,NA
482,1973,128.9
483,1973,126.5
484,1973,81.1
490,1973,144.1
500,1973,112.3
501,1973,85.6
510,1973,121.2
516,1973,146.1
517,1973,138.3
520,1973,NA
530,1973,143.3
551,1973,99.8
552,1973,70.1
553,1973,190
560,1973,NA
570,1973,124.5
571,1973,75.6
572,1973,109
580,1973,95.6
590,1973,58.8
600,1973,114
615,1973,136.6
616,1973,105.3
620,1973,81
625,1973,93.7
630,1973,114.5
640,1973,116.1
645,1973,71.3
651,1973,153.4
652,1973,64.5
660,1973,46.2
663,1973,57.6
666,1973,NA
670,1973,105
678,1973,194.6
680,1973,NA
690,1973,45.3
692,1973,44.3
694,1973,42.1
696,1973,54.7
698,1973,129.5
700,1973,193.1
710,1973,69.8
712,1973,NA
713,1973,NA
731,1973,NA
732,1973,40.5
740,1973,11.3
750,1973,135.8
760,1973,167.3
770,1973,136.7
771,1973,147.3
775,1973,113
780,1973,51.9
781,1973,152.6
790,1973,165.8
800,1973,62.9
811,1973,NA
812,1973,NA
816,1973,NA
817,1973,NA
820,1973,38
830,1973,17.8
840,1973,54.8
850,1973,103.2
900,1973,16.1
920,1973,15.8
950,1973,43.5
221,1973,NA
223,1973,NA
331,1973,NA
232,1973,NA
971,1973,NA
972,1973,NA
990,1973,NA
2,1974,16.7
20,1974,15
31,1974,27.3
40,1974,26.5
41,1974,147.2
42,1974,77.4
51,1974,38.8
52,1974,40.3
53,1974,33.5
70,1974,67.9
90,1974,105.8
91,1974,87.8
92,1974,98.2
93,1974,104.7
94,1974,42.7
95,1974,42.8
100,1974,60.7
101,1974,43.1
110,1974,54.6
130,1974,85
135,1974,93.6
140,1974,93.1
145,1974,130.6
150,1974,55.5
155,1974,60.7
160,1974,55.2
165,1974,49.2
200,1974,16
205,1974,17.5
210,1974,10.9
211,1974,16.7
212,1974,14.9
220,1974,12.7
225,1974,12
230,1974,16.2
235,1974,39.5
260,1974,NA
265,1974,NA
290,1974,25.5
305,1974,21.6
310,1974,33.9
315,1974,NA
325,1974,22.5
338,1974,20
339,1974,NA
345,1974,NA
350,1974,23.9
352,1974,NA
355,1974,24.6
360,1974,36.7
365,1974,26.5
375,1974,10.8
380,1974,9.2
385,1974,11
390,1974,10.9
395,1974,10.9
404,1974,NA
411,1974,NA
420,1974,120.5
432,1974,183.5
433,1974,116.1
434,1974,146.5
435,1974,102.3
436,1974,135.9
437,1974,140.6
438,1974,184.1
439,1974,135.7
450,1974,177.6
451,1974,180.7
452,1974,114.1
461,1974,120.9
471,1974,114.5
