gwcode,year,SP.DYN.IMRT.IN
290,1991,14.8
305,1991,7.7
310,1991,14.6
315,1991,9.9
325,1991,8
338,1991,9.5
339,1991,33.3
343,1991,31.6
345,1991,NA
350,1991,8.7
352,1991,9.6
355,1991,15
359,1991,27.5
360,1991,23.2
365,1991,18.4
366,1991,14
367,1991,14.3
368,1991,13
369,1991,16.6
370,1991,12.1
371,1991,40.6
372,1991,40
373,1991,75.6
375,1991,5.3
380,1991,5.5
385,1991,6.4
390,1991,6.9
395,1991,4.9
402,1991,46.7
404,1991,127.5
411,1991,126.1
420,1991,79.6
432,1991,128.2
433,1991,71.2
434,1991,104.9
435,1991,70.1
436,1991,130.4
437,1991,104.4
438,1991,135.3
439,1991,98.4
450,1991,173.1
451,1991,155.1
452,1991,77.2
461,1991,88.2
471,1991,90.6
475,1991,126
481,1991,59.4
482,1991,114.1
483,1991,110.1
484,1991,60.2
490,1991,117.4
500,1991,102.4
501,1991,64.4
510,1991,106.3
516,1991,103.5
517,1991,96
520,1991,107.2
522,1991,89.9
530,1991,118.3
540,1991,131.2
541,1991,163.8
551,1991,110.1
552,1991,51.3
553,1991,131.7
560,1991,43.5
565,1991,47.3
570,1991,72.6
571,1991,42.7
572,1991,50.1
580,1991,94.8
581,1991,85.8
590,1991,18.7
600,1991,60.4
615,1991,40.3
616,1991,42.6
620,1991,34.1
625,1991,80.8
630,1991,42.1
640,1991,52.9
645,1991,41.7
651,1991,60.3
652,1991,29.2
660,1991,26
663,1991,29.1
666,1991,9.2
670,1991,33
678,1991,86.1
690,1991,15
692,1991,19.3
694,1991,16.7
696,1991,13.5
698,1991,29.2
700,1991,116.4
701,1991,69
702,1991,86.1
703,1991,53.8
704,1991,59.2
705,1991,44.2
710,1991,41.8
712,1991,74.3
713,1991,NA
731,1991,36.9
732,1991,12.4
740,1991,4.5
750,1991,86.2
760,1991,85.9
770,1991,104.4
771,1991,95.9
775,1991,80.1
780,1991,18
781,1991,65.1
790,1991,93.4
800,1991,29.4
811,1991,84.7
812,1991,108
816,1991,35.3
820,1991,13.6
830,1991,5.5
835,1991,10.3
840,1991,38.9
850,1991,59.6
900,1991,7.2
910,1991,63.5
920,1991,8.6
940,1991,30.4
950,1991,23
54,1991,14.1
55,1991,17.4
56,1991,17.5
57,1991,19.6
58,1991,23.3
60,1991,25.3
221,1991,6
223,1991,NA
331,1991,9.1
232,1991,6.8
403,1991,67.5
591,1991,13.9
935,1991,28.1
970,1991,43.8
971,1991,NA
972,1991,NA
973,1991,NA
983,1991,38.5
987,1991,42.5
990,1991,25
2,1992,8.8
20,1992,6.4
31,1992,17.9
40,1992,9
41,1992,95.2
42,1992,43.2
51,1992,23.8
52,1992,25.6
53,1992,14.5
70,1992,33.4
80,1992,28.4
90,1992,55.6
91,1992,41.6
92,1992,41.8
93,1992,47.5
94,1992,13.4
95,1992,24.6
100,1992,27.2
101,1992,23.3
110,1992,44.3
115,1992,37.7
130,1992,40.4
135,1992,51.5
140,1992,49.1
145,1992,79.8
150,1992,34.9
155,1992,13.7
160,1992,24.4
165,1992,19.6
200,1992,7
205,1992,6.7
210,1992,6.3
211,1992,7.7
212,1992,6.5
220,1992,6.7
225,1992,6.1
230,1992,6.8
235,1992,9.7
260,1992,6.2
290,1992,14.3
305,1992,7.1
310,1992,13.7
315,1992,9.3
325,1992,7.7
338,1992,9.2
339,1992,32.1
343,1992,29.9
344,1992,9.9
345,1992,NA
346,1992,14.4
349,1992,7.7
350,1992,8.4
352,1992,9.3
355,1992,15.3
359,1992,28.3
360,1992,22.5
365,1992,18.5
366,1992,13.8
367,1992,15.2
368,1992,14.3
369,1992,16.7
370,1992,12.2
371,1992,38.8
372,1992,39.7
373,1992,75.9
375,1992,5
380,1992,5.2
385,1992,5.8
390,1992,6.5
395,1992,4.7
402,1992,45.9
404,1992,125.2
411,1992,123.6
420,1992,77.5
432,1992,126.8
433,1992,71.1
434,1992,102.5
435,1992,69.6
436,1992,127.4
437,1992,104.5
438,1992,131.6
439,1992,98.4
450,1992,172.4
451,1992,154.7
452,1992,75.3
461,1992,87.1
471,1992,93.2
475,1992,125.6
481,1992,58.9
482,1992,114.2
483,1992,108.9
484,1992,61.5
490,1992,116.5
500,1992,100.7
501,1992,65.4
510,1992,104.9
516,1992,103.8
517,1992,100.9
520,1992,105.9
522,1992,88.5
530,1992,115.5
540,1992,131.6
541,1992,161.9
551,1992,109.9
552,1992,52.6
553,1992,126.7
560,1992,42.9
565,1992,46.5
570,1992,72.6
571,1992,44.3
572,1992,51.1
580,1992,92.3
581,1992,83.4
590,1992,18.3
600,1992,58.1
615,1992,39.4
616,1992,41.1
620,1992,32.5
625,1992,79.6
630,1992,40.3
640,1992,50.3
645,1992,41
651,1992,57.7
652,1992,28
660,1992,24.9
663,1992,28.3
666,1992,8.7
670,1992,30.6
678,1992,84.1
690,1992,13.7
692,1992,18.7
694,1992,15.6
696,1992,12.8
698,1992,26.7
700,1992,112.9
701,1992,68.9
702,1992,89.5
703,1992,53.5
704,1992,59.1
705,1992,44.4
710,1992,41.1
712,1992,71.5
713,1992,NA
731,1992,41.1
732,1992,11.5
740,1992,4.4
750,1992,84
760,1992,82.4
770,1992,102.6
771,1992,92.1
775,1992,78.4
780,1992,18
781,1992,62.2
790,1992,89.1
800,1992,28
811,1992,84.8
812,1992,105.2
816,1992,33.9
820,1992,13
830,1992,5
835,1992,10.3
840,1992,37.3
850,1992,57.2
900,1992,6.7
910,1992,62.6
920,1992,8.2
940,1992,29.7
950,1992,22.2
54,1992,14.2
55,1992,16.7
56,1992,17.4
57,1992,19.2
58,1992,21.9
60,1992,24.8
221,1992,5.8
223,1992,NA
331,1992,8.5
232,1992,6.3
403,1992,67.5
591,1992,13.5
935,1992,27.2
970,1992,42.4
971,1992,NA
972,1992,NA
973,1992,NA
983,1992,37.1
987,1992,42.3
990,1992,24.2
2,1993,8.5
20,1993,6.1
31,1993,17.1
40,1993,8.8
41,1993,92.6
42,1993,41.7
51,1993,23.1
52,1993,25.3
53,1993,14
70,1993,32
80,1993,27
90,1993,53.4
91,1993,40
92,1993,39.7
93,1993,45.6
94,1993,13
95,1993,24.2
100,1993,26.4
101,1993,22.9
110,1993,43.2
115,1993,36.6
130,1993,38.6
135,1993,48.7
140,1993,46.8
145,1993,77.1
150,1993,33.8
155,1993,12.7
160,1993,23.6
165,1993,19.2
200,1993,6.5
205,1993,6.4
210,1993,6.1
211,1993,7.2
212,1993,6.1
220,1993,6.2
225,1993,5.8
230,1993,6.4
235,1993,8.8
260,1993,5.9
290,1993,13.9
305,1993,6.6
310,1993,12.7
316,1993,8.7
317,1993,11.1
325,1993,7.3
338,1993,8.9
339,1993,31
343,1993,27.7
344,1993,9.5
345,1993,NA
346,1993,13.6
349,1993,7.2
350,1993,8
352,1993,8.8
355,1993,15.4
359,1993,29.3
360,1993,22.4
365,1993,18.7
366,1993,13.5
367,1993,15.8
368,1993,14.3
369,1993,16.9
370,1993,12.3
371,1993,37
372,1993,39.2
373,1993,76.2
375,1993,4.8
380,1993,4.8
385,1993,5.3
390,1993,6.1
395,1993,4.5
402,1993,45.3
404,1993,122.9
411,1993,121.2
420,1993,75.5
432,1993,125.7
433,1993,71.4
434,1993,100.1
435,1993,69.3
436,1993,123.8
437,1993,104.7
438,1993,127.9
439,1993,98.3
450,1993,169.8
451,1993,154.2
452,1993,73.8
461,1993,86
471,1993,96.1
475,1993,125.3
481,1993,58.3
482,1993,114.5
483,1993,107.9
484,1993,63.2
490,1993,115.6
500,1993,99.9
501,1993,66.2
510,1993,103.3
516,1993,103.8
517,1993,107.8
520,1993,105.4
522,1993,87.3
530,1993,112.3
531,1993,81.7
540,1993,132
541,1993,159.3
551,1993,109.3
552,1993,54.2
553,1993,122.3
560,1993,42.7
565,1993,46.1
570,1993,73.1
571,1993,46.1
572,1993,53.4
580,1993,90
581,1993,81.2
590,1993,18.4
600,1993,55.9
615,1993,38.6
616,1993,39.4
620,1993,31.1
625,1993,78.3
630,1993,38.7
640,1993,47.7
645,1993,40.4
651,1993,55.1
652,1993,26.9
660,1993,23.8
663,1993,27.6
666,1993,8.2
670,1993,28.4
678,1993,82.4
690,1993,13.2
692,1993,17.9
694,1993,14.7
696,1993,12.3
698,1993,24.4
700,1993,109.5
701,1993,69.3
702,1993,92.5
703,1993,52.9
704,1993,58.9
705,1993,44.6
710,1993,40.1
712,1993,68.9
713,1993,NA
731,1993,45.5
732,1993,10.6
740,1993,4.3
750,1993,82
760,1993,79.1
770,1993,100.8
771,1993,88.3
775,1993,76.8
780,1993,18
781,1993,59.2
790,1993,85
800,1993,26.7
811,1993,85.3
812,1993,102.4
816,1993,32.4
820,1993,12.4
830,1993,4.5
835,1993,10.2
840,1993,35.8
850,1993,54.9
900,1993,6.3
910,1993,61.8
920,1993,7.8
940,1993,28.9
950,1993,21.6
54,1993,14.2
55,1993,16
56,1993,17.2
57,1993,19.1
58,1993,20.4
60,1993,24.3
221,1993,5.6
223,1993,NA
331,1993,7.9
232,1993,5.9
403,1993,67.2
591,1993,13.1
935,1993,26.4
970,1993,41
971,1993,NA
972,1993,NA
973,1993,NA
983,1993,35.8
987,1993,42.3
990,1993,23.5
2,1994,8.2
20,1994,6
31,1994,16.3
40,1994,8.7
41,1994,90
42,1994,40.2
51,1994,22.5
52,1994,25
53,1994,13.6
70,1994,30.5
80,1994,25.7
90,1994,51.3
91,1994,38.4
92,1994,37.6
93,1994,43.6
94,1994,12.7
95,1994,23.9
100,1994,25.6
101,1994,22.6
110,1994,42.2
115,1994,35.5
130,1994,36.9
135,1994,45.8
140,1994,44.3
145,1994,74.5
150,1994,32.8
155,1994,11.7
160,1994,22.6
165,1994,18.7
200,1994,6.3
205,1994,6.2
210,1994,5.8
211,1994,6.8
212,1994,5.6
220,1994,5.8
225,1994,5.5
230,1994,6
235,1994,8.1
260,1994,5.5
290,1994,13.5
305,1994,6.2
310,1994,11.7
316,1994,7.9
317,1994,10.6
325,1994,6.9
338,1994,8.5
339,1994,30
343,1994,25.1
344,1994,9
345,1994,NA
346,1994,12.3
349,1994,6.7
350,1994,7.7
352,1994,8.5
355,1994,15.3
359,1994,30.3
360,1994,22.5
365,1994,18.8
366,1994,13.1
367,1994,15.9
368,1994,13.3
369,1994,17.2
370,1994,12.4
371,1994,35.3
372,1994,38.5
373,1994,76
375,1994,4.5
380,1994,4.4
385,1994,4.9
390,1994,5.7
395,1994,4.4
402,1994,44.6
404,1994,120.6
411,1994,118.9
420,1994,73.5
432,1994,124.8
433,1994,71.9
434,1994,98.1
435,1994,69.3
436,1994,119.7
437,1994,104.7
438,1994,124.1
439,1994,97.9
450,1994,165.7
451,1994,153.4
452,1994,72.6
461,1994,84.8
471,1994,98.8
475,1994,124.6
481,1994,57.9
482,1994,114.7
483,1994,107
484,1994,65.1
490,1994,114.8
500,1994,100.3
501,1994,66.9
510,1994,101.5
516,1994,103.3
517,1994,127.3
520,1994,105.3
522,1994,86.2
530,1994,108.8
531,1994,77.9
540,1994,132.2
541,1994,155.7
551,1994,107.8
552,1994,55.8
553,1994,118.7
560,1994,43
565,1994,46
570,1994,74
571,1994,47.8
572,1994,56.7
580,1994,87.7
581,1994,79.2
590,1994,18.8
600,1994,53.7
615,1994,37.7
616,1994,37.6
620,1994,29.8
625,1994,77
630,1994,37.2
640,1994,45.2
645,1994,39.7
651,1994,52.3
652,1994,25.8
660,1994,22.8
663,1994,26.9
666,1994,7.6
670,1994,26.5
678,1994,80.9
690,1994,12.9
692,1994,16.8
694,1994,13.9
696,1994,11.8
698,1994,22.4
700,1994,106.3
701,1994,69.9
702,1994,93.6
703,1994,51.9
704,1994,58.6
705,1994,44.7
710,1994,39
712,1994,66.2
713,1994,NA
731,1994,49.8
732,1994,9.8
740,1994,4.3
750,1994,79.9
760,1994,75.8
770,1994,99.1
771,1994,84.5
775,1994,75.1
780,1994,17.8
781,1994,56.1
790,1994,81
800,1994,25.5
811,1994,86.1
812,1994,99.6
816,1994,31
820,1994,11.9
830,1994,4.2
835,1994,10.1
840,1994,34.6
850,1994,52.8
900,1994,6
910,1994,61.1
920,1994,7.5
940,1994,28.2
950,1994,21
54,1994,14.1
55,1994,15.4
56,1994,17
57,1994,19
58,1994,19.2
60,1994,23.8
221,1994,5.3
223,1994,NA
331,1994,7.4
232,1994,5.5
403,1994,66.4
591,1994,12.7
935,1994,25.8
970,1994,39.7
971,1994,NA
972,1994,NA
973,1994,NA
983,1994,34.8
986,1994,27.9
987,1994,42.5
990,1994,22.7
2,1995,8
20,1995,5.7
31,1995,15.5
40,1995,8.4
41,1995,87.4
42,1995,38.8
51,1995,21.8
52,1995,24.8
53,1995,13.2
70,1995,29.2
80,1995,24.6
90,1995,49.3
91,1995,37
92,1995,35.6
93,1995,41.7
94,1995,12.5
95,1995,23.6
100,1995,24.8
101,1995,22.1
110,1995,41.2
115,1995,34.5
130,1995,35.2
135,1995,42.9
140,1995,41.9
145,1995,71.8
150,1995,31.9
155,1995,11
160,1995,21.6
165,1995,18.2
200,1995,6.1
205,1995,6.1
210,1995,5.7
211,1995,6.3
212,1995,5.2
220,1995,5.4
225,1995,5.2
230,1995,5.5
235,1995,7.4
260,1995,5.3
290,1995,12.7
305,1995,5.7
310,1995,10.8
316,1995,7.1
317,1995,10.2
325,1995,6.4
338,1995,8.3
339,1995,28.9
343,1995,22.1
344,1995,8.7
345,1995,NA
346,1995,11.7
349,1995,6.3
350,1995,7.4
352,1995,7.9
355,1995,15.5
359,1995,31.1
360,1995,22.2
365,1995,18.7
366,1995,12.5
367,1995,15.7
368,1995,11.9
369,1995,17.3
370,1995,12.4
371,1995,33.6
372,1995,37.7
373,1995,75.1
375,1995,4.3
380,1995,4
385,1995,4.6
390,1995,5.4
395,1995,4.1
402,1995,43.3
404,1995,118.3
411,1995,116.6
420,1995,71.7
432,1995,124.1
433,1995,72.4
434,1995,96.4
435,1995,69.3
436,1995,115.2
437,1995,104.7
438,1995,120.2
439,1995,97.3
450,1995,160.1
451,1995,152.3
452,1995,71.6
461,1995,83.4
471,1995,101.2
475,1995,123.6
481,1995,57.4
482,1995,114.7
483,1995,106
484,1995,67.3
490,1995,113.9
500,1995,101.6
501,1995,67.1
510,1995,99.4
516,1995,102.4
517,1995,123
520,1995,105.3
522,1995,85.2
530,1995,105.2
531,1995,74.1
540,1995,132
541,1995,151.2
551,1995,106
552,1995,57.5
553,1995,116.1
560,1995,43.6
565,1995,46.2
570,1995,75.2
571,1995,49.4
572,1995,60.5
580,1995,85.1
581,1995,77.6
590,1995,19.4
600,1995,51.6
615,1995,36.9
616,1995,35.8
620,1995,28.6
625,1995,75.6
630,1995,35.7
640,1995,42.8
645,1995,39.1
651,1995,49.6
652,1995,24.7
660,1995,21.8
663,1995,26.2
666,1995,7.2
670,1995,24.9
678,1995,79.5
690,1995,12.5
692,1995,15.5
694,1995,13.2
696,1995,11.3
698,1995,20.7
700,1995,103.3
701,1995,70.4
702,1995,92.6
703,1995,50.6
704,1995,58.1
705,1995,44.4
710,1995,37.7
712,1995,63.5
713,1995,NA
731,1995,53.2
732,1995,9.1
740,1995,4.1
750,1995,77.8
760,1995,72.6
770,1995,97.3
771,1995,80.8
775,1995,73.4
780,1995,17.3
781,1995,52.9
790,1995,77.2
800,1995,24.4
811,1995,86.7
812,1995,96.6
816,1995,29.5
820,1995,11.5
830,1995,3.9
835,1995,10
840,1995,33.5
850,1995,50.6
900,1995,5.8
910,1995,60.4
920,1995,7.1
940,1995,27.5
950,1995,20.5
54,1995,14
55,1995,14.9
56,1995,16.7
57,1995,19
58,1995,18
60,1995,23.3
221,1995,5.1
223,1995,NA
331,1995,6.9
232,1995,5.2
403,1995,65.3
591,1995,12.4
935,1995,25.3
970,1995,38.5
971,1995,NA
972,1995,NA
973,1995,NA
983,1995,34
986,1995,27
987,1995,42.7
990,1995,21.9
2,1996,7.7
20,1996,5.6
31,1996,14.8
40,1996,7.8
41,1996,84.7
42,1996,37.4
51,1996,21.2
52,1996,24.7
53,1996,13.1
70,1996,27.8
80,1996,23.6
90,1996,47.4
91,1996,35.6
92,1996,33.6
93,1996,39.8
94,1996,12.6
95,1996,23.3
100,1996,24
101,1996,21.5
110,1996,40.3
115,1996,33.4
130,1996,33.6
135,1996,40
140,1996,39.5
145,1996,69.2
150,1996,31
155,1996,10.5
160,1996,20.6
165,1996,17.6
200,1996,5.9
205,1996,6.1
210,1996,5.5
211,1996,5.9
212,1996,4.9
220,1996,5
225,1996,5
230,1996,5.1
235,1996,7
260,1996,5.1
290,1996,11.6
305,1996,5.3
310,1996,10.3
316,1996,6.4
317,1996,9.7
325,1996,6
338,1996,7.9
339,1996,27.7
343,1996,19.4
344,1996,8.3
345,1996,NA
346,1996,10.7
349,1996,5.9
350,1996,7.1
352,1996,7.4
355,1996,15.6
359,1996,31.3
360,1996,21.8
365,1996,18.5
366,1996,11.8
367,1996,15.3
368,1996,10.7
369,1996,17.4
370,1996,12.2
371,1996,32.1
372,1996,36.8
373,1996,73.5
375,1996,4
380,1996,3.8
385,1996,4.4
390,1996,5.1
395,1996,4
402,1996,41.3
404,1996,115.7
411,1996,114.3
420,1996,69.9
432,1996,123.3
433,1996,72.7
434,1996,95
435,1996,69.4
436,1996,110.9
437,1996,104.5
438,1996,116.4
439,1996,96.3
450,1996,153.7
451,1996,150.9
452,1996,70.6
461,1996,82
471,1996,103
475,1996,122.2
481,1996,56.8
482,1996,114.7
483,1996,105.1
484,1996,69.5
490,1996,112.9
500,1996,103.4
501,1996,67
510,1996,96.8
516,1996,101.2
517,1996,117.7
520,1996,105.3
522,1996,84.2
530,1996,101.7
531,1996,70.5
540,1996,131.2
541,1996,145.6
551,1996,104.4
552,1996,58.8
553,1996,114.6
560,1996,44.3
565,1996,46.7
570,1996,76.4
571,1996,50.6
572,1996,64.3
580,1996,82.3
581,1996,76.3
590,1996,19.9
600,1996,49.5
615,1996,36.1
616,1996,33.8
620,1996,27.6
625,1996,74.1
630,1996,34.2
640,1996,40.5
645,1996,38.5
651,1996,46.8
652,1996,23.7
660,1996,20.9
663,1996,25.6
666,1996,6.7
670,1996,23.4
678,1996,78.1
690,1996,12.2
692,1996,14.2
694,1996,12.6
696,1996,10.9
698,1996,19.1
700,1996,100.5
701,1996,70.7
702,1996,90.1
703,1996,49.1
704,1996,57.4
705,1996,43.6
710,1996,36.4
712,1996,60.7
713,1996,NA
731,1996,55.1
732,1996,8.4
740,1996,4
750,1996,75.6
760,1996,69.4
770,1996,95.5
771,1996,77.2
775,1996,71.8
780,1996,16.8
781,1996,49.6
790,1996,73.6
800,1996,23.3
811,1996,87.1
812,1996,93.7
816,1996,28.2
820,1996,11.1
830,1996,3.8
835,1996,9.8
840,1996,32.6
850,1996,48.6
900,1996,5.6
910,1996,59.8
920,1996,6.9
940,1996,26.9
950,1996,20.1
54,1996,13.9
55,1996,14.4
56,1996,16.4
57,1996,19.2
58,1996,16.9
60,1996,22.5
221,1996,4.9
223,1996,NA
331,1996,6.4
232,1996,4.9
403,1996,63.8
591,1996,12.2
935,1996,25
970,1996,37.3
971,1996,NA
972,1996,NA
973,1996,NA
983,1996,33.5
986,1996,26.2
987,1996,42.8
990,1996,21.3
2,1997,7.5
20,1997,5.4
31,1997,14.2
40,1997,7.3
41,1997,82.2
42,1997,36.2
51,1997,20.5
52,1997,24.6
53,1997,13
70,1997,26.5
80,1997,22.7
90,1997,45.6
91,1997,34.3
92,1997,31.8
93,1997,37.9
94,1997,12.7
95,1997,23
100,1997,23.2
101,1997,20.8
110,1997,39.5
115,1997,32.4
130,1997,32.1
135,1997,37.2
140,1997,37.3
145,1997,66.5
150,1997,30.1
155,1997,10.2
160,1997,19.7
165,1997,16.8
200,1997,5.9
205,1997,6.1
210,1997,5.4
211,1997,5.5
212,1997,4.6
220,1997,4.8
225,1997,4.9
230,1997,4.9
235,1997,6.6
260,1997,4.8
290,1997,10.3
305,1997,5
310,1997,9.9
316,1997,5.8
317,1997,9.3
325,1997,5.6
338,1997,7.6
339,1997,26.6
343,1997,17.4
344,1997,8.1
345,1997,NA
346,1997,10.1
349,1997,5.5
350,1997,6.7
352,1997,7
355,1997,15.7
359,1997,30.9
360,1997,21.1
365,1997,18.2
366,1997,11.1
367,1997,14.5
368,1997,9.8
369,1997,17.2
370,1997,11.9
371,1997,30.6
372,1997,35.6
373,1997,71.2
375,1997,3.9
380,1997,3.6
385,1997,4.2
390,1997,5
395,1997,3.7
402,1997,38.6
404,1997,113.1
411,1997,111.9
420,1997,68.1
432,1997,122.2
433,1997,72.8
434,1997,93.8
435,1997,69.5
436,1997,107
437,1997,104
438,1997,112.6
439,1997,95.2
450,1997,146.8
451,1997,149.1
452,1997,69.4
461,1997,80.4
471,1997,104.2
475,1997,120.2
481,1997,56.3
482,1997,114.4
483,1997,104
484,1997,71.7
490,1997,111.6
500,1997,105
501,1997,66.5
510,1997,93.8
516,1997,99.6
517,1997,122.6
520,1997,105.3
522,1997,83.1
530,1997,98.4
531,1997,67.1
540,1997,129.9
541,1997,138.9
551,1997,103
552,1997,59.8
553,1997,113.2
560,1997,44.8
565,1997,47.2
570,1997,77.6
571,1997,51.5
572,1997,67.8
580,1997,79.1
581,1997,75.3
590,1997,19.8
600,1997,47.5
615,1997,35.4
616,1997,31.8
620,1997,26.7
625,1997,72.5
630,1997,32.7
640,1997,38.2
645,1997,37.9
651,1997,44.2
652,1997,22.7
660,1997,19.9
663,1997,25
666,1997,6.4
670,1997,22
678,1997,76.3
690,1997,11.8
692,1997,13.1
694,1997,12.1
696,1997,10.5
698,1997,17.7
700,1997,97.9
701,1997,70.6
702,1997,86.7
703,1997,47.4
704,1997,56.6
705,1997,42.3
710,1997,35
712,1997,57.9
713,1997,NA
731,1997,55
732,1997,7.8
740,1997,3.8
750,1997,73.4
760,1997,66.3
770,1997,93.6
771,1997,73.7
775,1997,70.2
780,1997,16.1
781,1997,46
790,1997,70
800,1997,22.3
811,1997,86.9
812,1997,90.8
816,1997,26.9
820,1997,10.6
830,1997,3.6
835,1997,9.7
840,1997,31.8
850,1997,46.6
900,1997,5.4
910,1997,59.2
920,1997,6.7
940,1997,26.3
950,1997,19.8
54,1997,13.7
55,1997,14
56,1997,16
57,1997,19.3
58,1997,15.8
60,1997,21.6
221,1997,4.7
223,1997,NA
331,1997,6
232,1997,4.6
403,1997,61.9
591,1997,12
935,1997,25.6
970,1997,36.2
971,1997,NA
972,1997,NA
973,1997,NA
983,1997,33.2
986,1997,25.3
987,1997,42.8
990,1997,20.6
2,1998,7.3
20,1998,5.4
31,1998,13.7
40,1998,6.9
41,1998,79.6
42,1998,35
51,1998,19.9
52,1998,24.5
53,1998,13
70,1998,25.1
80,1998,21.9
90,1998,43.9
91,1998,36.8
92,1998,30
93,1998,37.3
94,1998,12.4
95,1998,22.7
100,1998,22.5
101,1998,19.9
110,1998,38.6
115,1998,31.4
130,1998,30.7
135,1998,34.4
140,1998,35.1
145,1998,63.8
150,1998,29.3
155,1998,10
160,1998,18.8
165,1998,16.1
200,1998,5.8
205,1998,6.1
210,1998,5.3
211,1998,5.3
212,1998,4.3
220,1998,4.6
225,1998,4.8
230,1998,4.6
235,1998,6.3
260,1998,4.7
290,1998,9.4
305,1998,4.8
310,1998,9.5
316,1998,5.2
317,1998,8.9
325,1998,5.3
338,1998,7.3
339,1998,25.4
343,1998,16.2
344,1998,7.7
345,1998,NA
346,1998,9.6
349,1998,5.2
350,1998,6.3
352,1998,6.5
355,1998,15.4
359,1998,29.8
360,1998,20.3
365,1998,17.7
366,1998,10.3
367,1998,13.5
368,1998,9.2
369,1998,16.9
370,1998,11.4
371,1998,29.2
372,1998,34.3
373,1998,68.2
375,1998,3.8
380,1998,3.5
385,1998,4.1
390,1998,4.8
395,1998,3.6
402,1998,35.5
404,1998,110.5
411,1998,109.5
420,1998,66.4
432,1998,120.7
433,1998,72.3
434,1998,92.4
435,1998,69.5
436,1998,103.7
437,1998,103.2
438,1998,108.7
439,1998,94
450,1998,139.7
451,1998,147.1
452,1998,67.9
461,1998,78.8
471,1998,104.2
475,1998,117.8
481,1998,55.6
482,1998,113.8
483,1998,102.9
484,1998,73.5
490,1998,110.2
500,1998,105.4
501,1998,65.5
510,1998,90.1
516,1998,97.6
517,1998,125
520,1998,105.3
522,1998,82.1
530,1998,95.1
531,1998,63.9
540,1998,128.1
541,1998,131.6
551,1998,101.3
552,1998,60.3
553,1998,111.3
560,1998,45.3
565,1998,47.7
570,1998,78.6
571,1998,52
572,1998,71
580,1998,75.7
581,1998,74.6
590,1998,19.1
600,1998,45.6
615,1998,34.8
616,1998,29.9
620,1998,25.8
625,1998,70.8
630,1998,31.2
640,1998,36
645,1998,37.3
651,1998,41.7
652,1998,21.7
660,1998,19
663,1998,24.5
666,1998,6.1
670,1998,20.8
678,1998,74.2
690,1998,11.5
692,1998,12.1
694,1998,11.6
696,1998,10.2
698,1998,16.5
700,1998,95.4
701,1998,70
702,1998,82.9
703,1998,45.6
704,1998,55.5
705,1998,40.7
710,1998,33.5
712,1998,54.9
713,1998,NA
731,1998,53.1
732,1998,7.3
740,1998,3.6
750,1998,71.1
760,1998,63.3
770,1998,91.7
771,1998,70.3
775,1998,68.6
780,1998,15.4
781,1998,42.4
790,1998,66.7
800,1998,21.4
811,1998,85.9
812,1998,88
816,1998,25.7
820,1998,10.1
830,1998,3.4
835,1998,9.6
840,1998,31.2
850,1998,44.7
900,1998,5.3
910,1998,58.6
920,1998,6.4
940,1998,25.8
950,1998,19.5
54,1998,13.6
55,1998,13.7
56,1998,15.7
57,1998,19.3
58,1998,14.9
60,1998,20.6
221,1998,4.5
223,1998,NA
331,1998,5.6
232,1998,4.3
403,1998,59.8
591,1998,11.9
935,1998,24.5
970,1998,35.1
971,1998,NA
972,1998,NA
973,1998,NA
983,1998,33.1
986,1998,24.5
987,1998,42.5
990,1998,19.9
2,1999,7.2
20,1999,5.3
31,1999,13.4
40,1999,6.7
41,1999,77.2
42,1999,34
51,1999,19.3
52,1999,24.4
53,1999,13.2
70,1999,23.8
80,1999,21.2
90,1999,42.3
91,1999,31.7
92,1999,28.4
93,1999,34.3
94,1999,11.8
95,1999,22.3
100,1999,21.8
101,1999,20.2
110,1999,37.8
115,1999,30.4
130,1999,29.5
135,1999,31.9
140,1999,33.1
145,1999,61.2
150,1999,28.6
155,1999,9.7
160,1999,18
165,1999,15.3
200,1999,5.7
205,1999,6.1
210,1999,5.2
211,1999,5
212,1999,4.1
220,1999,4.5
225,1999,4.7
230,1999,4.5
235,1999,5.9
260,1999,4.5
290,1999,8.6
305,1999,4.7
310,1999,9.2
316,1999,4.8
317,1999,8.5
325,1999,5
338,1999,7
339,1999,24.2
343,1999,15.2
344,1999,7.4
345,1999,NA
346,1999,9
349,1999,4.8
350,1999,5.9
352,1999,6.1
355,1999,14.9
359,1999,28
360,1999,19.3
365,1999,17.2
366,1999,9.6
367,1999,12.4
368,1999,8.8
369,1999,16.3
370,1999,10.7
371,1999,27.8
372,1999,32.7
373,1999,64.7
375,1999,3.6
380,1999,3.4
385,1999,4
390,1999,4.6
395,1999,3.3
402,1999,32.4
404,1999,107.9
411,1999,107
420,1999,64.7
432,1999,118.4
433,1999,71.3
434,1999,90.9
435,1999,69.5
436,1999,100.6
437,1999,102.1
438,1999,104.7
439,1999,92.8
450,1999,132.2
451,1999,144.8
452,1999,66.3
461,1999,77
471,1999,102.9
475,1999,115.2
481,1999,54.9
482,1999,113.2
483,1999,101.6
484,1999,74.4
490,1999,108.6
500,1999,104.3
501,1999,64.3
510,1999,85.9
516,1999,95.3
517,1999,118.7
520,1999,105.3
522,1999,80.8
530,1999,92
531,1999,60.9
540,1999,125.8
541,1999,124.4
551,1999,99
552,1999,60.4
553,1999,108.2
560,1999,45.7
