gwcode,NY.GDP.PCAP.KD,NY.GDP.MKTP.KD,SP.POP.TOTL,NY.GDP.PCAP.KD_ln,NY.GDP.MKTP.KD_ln,SP.POP.TOTL_ln,datestr
600,NA,NA,12328532,NA,NA,16.32742680884723,1960
616,NA,NA,4176266,NA,NA,15.244928103834031,1960
620,NA,NA,1448417,NA,NA,14.185981793893946,1960
625,1235.540104205759,9321521196.31941,7544491,7.119263484801294,22.955591670814428,15.836328186013136,1960
630,2754.7023435026395,60346997032.985,21906903,7.921064673464233,24.823377024063603,16.90231235059937,1960
640,3174.9424983163426,87223071219.7135,27472331,8.063044800396284,25.191734711074428,17.128689910678144,1960
645,NA,NA,7289761,NA,NA,15.801981318810924,1960
651,631.1283900273379,17038278408.6099,26996533,6.447509312568635,23.558728320884896,17.111219008316258,1960
652,NA,NA,4573512,NA,NA,15.3357919578862,1960
660,NA,NA,1804926,NA,NA,14.406030151678792,1960
663,NA,NA,932257,NA,NA,13.745363806728351,1960
666,8749.05784405138,18495683263.4815,2114020,9.076701298588738,23.640803204694244,14.564101906105504,1960
670,NA,NA,4086539,NA,NA,15.223208959512016,1960
678,NA,NA,5172135,NA,NA,15.458796120621399,1960
698,NA,NA,551740,NA,NA,13.220832199804308,1960
700,NA,NA,8996351,NA,NA,16.012329608641227,1960
710,191.7911799102163,127938142382.708,66707e4,5.2564071755223845,25.574812721421914,20.318405545899527,1960
712,NA,NA,955505,NA,NA,13.76999527551115,1960
713,NA,NA,NA,NA,NA,NA,1960
731,NA,NA,11424176,NA,NA,16.251242369605293,1960
732,944.2924483471741,23618995883.4352,25012374,6.850435915146264,23.885317135526442,17.03488122038018,1960
740,8607.657082265956,796213203689.452,92500572,9.060407444510691,27.403132830758008,18.342725386247317,1960
750,304.2318925150782,136746336020.668,449480608,5.717790214944784,25.641393484622046,19.923603269677262,1960
760,NA,NA,223288,NA,NA,12.316217697020154,1960
770,304.7106880028662,13684036857.0643,44908293,5.719362762510923,23.339495797500433,17.62013303498951,1960
775,158.8301076583855,3333228175.42212,20986123,5.067835125668313,21.927207093401353,16.85937196773304,1960
780,NA,NA,9896e3,NA,NA,16.107641193054462,1960
790,267.0736069476999,2687564644.52438,10063011,5.58752430185916,21.711901283887418,16.12437698202826,1960
800,570.857039948126,15639870223.4408,27397175,6.347138810442064,23.473089274295187,17.125950463853123,1960
811,NA,NA,5722370,NA,NA,15.559893613206997,1960
812,NA,NA,2120896,NA,NA,14.567349198869863,1960
816,NA,NA,NA,NA,NA,NA,1960
817,NA,NA,NA,NA,NA,NA,1960
820,1408.64598933943,11490474651.5166,8157106,7.250384230748549,23.164784237920475,15.914400007171926,1960
840,1059.3347010861216,27831927085.0032,26273025,6.965396349572578,24.049449654966637,17.084053305394058,1960
850,690.0428500907987,60580597267.2392,87792515,6.53675369724395,24.827240501645782,18.290486804401834,1960
900,19306.552974937425,198403347596.226,10276477,9.86819984964508,26.013567904619684,16.145368054974607,1960
920,NA,NA,2371800,NA,NA,14.679159718512832,1960
2,17142.193767389694,3148866715325.58,183691e3,9.749298175057858,28.778063731119776,19.028765556061916,1961
20,17861.935603712223,326355425415.426,18271e3,9.790427225025836,26.511252886419637,16.720825661393803,1961
40,NA,NA,7289826,NA,NA,15.801990235387231,1961
41,NA,NA,3943364,NA,NA,15.187544724094767,1961
42,1205.7864029546497,4107269018.59802,3406299,7.09488724962305,22.136024172234375,15.041136922611324,1961
70,3750.8408974177523,147761098918.828,39394126,8.229735333137981,25.71886260999726,17.48912727685928,1961
90,1480.5080393888625,6419694571.43974,4336143,7.300140577711883,22.58263637897448,15.282495801262598,1961
91,1085.5659619617995,2275788081.61845,2096407,6.989856753904016,21.54559223886602,14.555735484962005,1961
92,NA,NA,2843240,NA,NA,14.860454804938598,1961
93,1590.7927353009068,2911787022.69478,1830400,7.371987746627676,21.792032826795293,14.420045080167617,1961
94,2729.157647535127,3771469348.8088,1381917,7.911748286549984,22.050730510169068,14.138982223619085,1961
95,2282.2370229182843,2663450484.04144,1167035,7.732911391337792,21.70288829358777,13.969976902249979,1961
100,2260.898574216036,38395291770.3876,16982315,7.723517612455346,24.371200678876697,16.64768306642135,1961
101,12368.949355282311,104662153225.352,8461685,9.422944526878982,25.374003411205994,15.951058884327013,1961
130,2215.0917709720134,10359671884.8964,4676859,7.703049113211045,23.061186401934155,15.358137288723109,1961
135,2801.073161799473,28991785084.3297,10350242,7.937757894804557,24.090278353849374,16.15252045904482,1961
140,3668.024485235179,272724087204.403,74351763,8.207408508718082,26.33172645147955,18.12431794276147,1961
145,1306.5906291797362,4919069386.41405,3764813,7.175176450468897,22.316385200456846,15.141208749987948,1961
150,1067.9640759768251,2086084132.59966,1953328,6.973509382228594,21.458554524734524,14.485045142505932,1961
155,3918.3670366450674,30916527184.3873,7890156,8.27343027370975,24.154556738199464,15.881126464489714,1961
160,5815.233557369497,121847036500.547,20953077,8.668236228784107,25.52603229584002,16.857796067055915,1961
165,5539.018953478297,14244639652.4706,2571690,8.619572679850377,23.379646508154462,14.760073828304087,1961
200,14075.859420582026,743205377406.731,528e5,9.552216511220676,27.334238259897166,17.782021748676488,1961
205,NA,NA,2824400,NA,NA,14.853806510624329,1961
210,16188.541846777032,188413776254.586,11638712,9.69205897756166,25.96190631878578,16.269847341224118,1961
211,13804.19934765811,126777048990.526,9183948,9.532728125410209,25.565695860914758,16.03296773550455,1961
212,27867.781392641256,8829767195.35142,316845,10.235226511732895,22.901394486022348,12.666167974289452,1961
220,13524.44928987491,641664128970.242,47444751,9.512254384946676,27.187330840140795,17.67507645519412,1961
221,NA,NA,22808,NA,NA,10.034866630592507,1961
223,NA,NA,16894,NA,NA,9.734713808287442,1961
225,NA,NA,5434294,NA,NA,15.508240171295819,1961
230,8155.174541838919,250683949035.222,30739250,9.006407917871924,26.247458815470736,17.241050897598814,1961
232,NA,NA,14375,NA,NA,9.573245865665552,1961
235,4717.324194984017,42122478411.4579,8929316,8.458997009984223,24.46384736415862,16.004850354174398,1961
260,NA,NA,NA,NA,NA,NA,1961
265,NA,NA,NA,NA,NA,NA,1961
290,NA,NA,29964e3,NA,NA,17.21550721904991,1961
305,13677.46421308755,96922600975.7381,7086299,9.523504809454028,25.29717856885056,15.773673759396532,1961
310,NA,NA,10029321,NA,NA,16.121023460737305,1961
315,NA,NA,9586651,NA,NA,16.07588216793349,1961
325,11681.305473502438,590330541865.835,50536350,9.365745020128065,27.103948457420653,17.738203437292587,1961
331,NA,NA,15789,NA,NA,9.667068774021889,1961
339,NA,NA,1659800,NA,NA,14.322207671146485,1961
345,NA,NA,NA,NA,NA,NA,1961
350,7476.297457340681,62786319861.6199,8398050,8.919492956085241,24.863003050092317,15.943510094007076,1961
352,NA,NA,576395,NA,NA,13.264548468538305,1961
355,NA,NA,7943118,NA,NA,15.887816451352839,1961
360,NA,NA,18555250,NA,NA,16.736263325843357,1961
365,NA,NA,121236e3,NA,NA,18.61324961719787,1961
375,13030.459883855723,58128946694.1798,4461005,9.475044963729044,24.785929598663746,15.3108846349347,1961
380,19083.55896999547,143508325287.248,7519998,9.856582456433697,25.68965888640224,15.833076429968541,1961
385,24443.005132825227,88234359928.4725,3609800,10.104099365334852,25.203262292447135,15.099162927112285,1961
390,22263.998525062954,102674592566.052,4611687,10.010726236958103,25.354830528590774,15.34410429163267,1961
395,11465.03397980696,2052573568.37086,179029,9.347057159073653,21.442360241947338,12.095303082873684,1961
432,NA,NA,5322266,NA,NA,15.487409710480824,1961
433,1082.7652144967383,3568028631.9746,3295293,6.987273431713156,21.995279076288536,15.008005644575379,1961
434,529.2973386426153,1305176840.54665,2465867,6.2715503507814265,20.98960437853785,14.718054027756423,1961
435,888.0158532554411,784314249.928124,883221,6.788989595597948,20.480320326994157,13.691330731396208,1961
436,NA,NA,3486295,NA,NA,15.064350125692807,1961
437,1276.476505554375,4715565889.2015,3694205,7.151858831149349,22.2741347647488,15.122275933599452,1961
438,NA,NA,3633652,NA,NA,15.105748761107298,1961
439,245.19858266166247,1200144078.72412,4894580,5.502068423709552,20.9057074521365,15.403639028426948,1961
450,1276.4453705451072,1461512079.03896,1144986,7.15183443948303,21.10273740730452,13.95090296782149,1961
451,377.79935841968546,879971776.828565,2329204,5.934363256865029,20.595400393136494,14.661037136271466,1961
452,1055.3993198966598,7246940590.64389,6866539,6.961674476567968,22.70384522925382,15.742170752685853,1961
461,387.3569051296755,618812727.22419,1597526,5.959346503509121,20.243313244040863,14.283966740531744,1961
471,947.8252378347437,5009475329.58656,5285231,6.854170136985203,22.334597021925756,15.480426884940552,1961
475,1276.2852097723799,58789404370.6502,46062905,7.15170895755856,24.797227477835364,17.645518520276806,1961
481,4974.12325284489,2507788798.01705,504167,8.512004403478317,21.64266724485415,13.13066284137583,1961
482,621.0420386483073,949714253.636035,1529227,6.431398774728111,20.671671711667507,14.240272936939395,1961
483,692.4529850621872,2119151955.09999,3060355,6.5402403441498045,21.47428182442127,14.934041480271462,1961
484,1510.2581945990692,1607082357.71301,1064111,7.320035904992588,21.19768617174329,13.877650266750699,1961
490,859.7042656514343,13443825765.2182,15637733,6.756588452958753,23.321785786684988,16.565197333726235,1961
510,NA,NA,10373398,NA,NA,16.154755202520086,1961
520,NA,NA,2814096,NA,NA,14.850151631213157,1961
530,NA,NA,22671190,NA,NA,16.93660551338659,1961
560,4597.755515643843,82070142853.2408,17850045,8.43332353201816,25.130840119213307,16.697516587195146,1961
580,713.3773827845929,3726375268.63735,5223568,6.570010569008424,22.038701820274706,15.468691251266284,1961
600,NA,NA,12710547,NA,NA,16.35794267921833,1961
616,NA,NA,4235937,NA,NA,15.25911511307159,1961
620,NA,NA,1498071,NA,NA,14.219688838464826,1961
625,1200.0296041959452,9323608409.26752,7769482,7.090101505635076,22.955815559089917,15.865714053454843,1961
630,2963.3614563733645,66617604224.362,22480418,7.994079530134526,24.922234707257466,16.928155177122942,1961
640,3134.6774382198278,88231430443.0876,28146893,8.050281557253438,25.203229090710085,17.15294753345665,1961
645,NA,NA,7475352,NA,NA,15.827121766433315,1961
651,641.1322044054665,17788028365.1548,27744712,6.463235682777069,23.60179150421664,17.13855582143957,1961
652,NA,NA,4721896,NA,NA,15.367720971819189,1961
660,NA,NA,1864605,NA,NA,14.438559792381412,1961
663,NA,NA,973083,NA,NA,13.788224660716056,1961
666,9413.234993359816,20567918460.4912,2185e3,9.14987195600346,23.746998342515287,14.597126386511828,1961
670,NA,NA,4218879,NA,NA,15.255080010913264,1961
678,NA,NA,5260501,NA,NA,15.47573682732646,1961
690,NA,NA,301336,NA,NA,12.615981200224569,1961
698,NA,NA,564890,NA,NA,13.24438630090848,1961
700,NA,NA,9166764,NA,NA,16.031094892094135,1961
710,140.91349923507187,93049410949.895,66033e4,4.948146221519618,25.256396489546013,20.308250268026395,1961
712,NA,NA,982178,NA,NA,13.797527833639624,1961
713,NA,NA,NA,NA,NA,NA,1961
731,NA,NA,11665595,NA,NA,16.272154469423594,1961
732,979.7745335167841,25244550244.321,25765673,6.887322477354936,23.95187613746464,17.064553660109706,1961
740,9396.22121442536,892105430761.187,94943e3,9.148062888969664,27.516850158462447,18.36878726949278,1961
750,309.35356215695657,141837050035.072,458494963,5.734484836883892,25.677944700661005,19.94345986377711,1961
760,NA,NA,228918,NA,NA,12.341119139808306,1961
770,315.3937503613165,14503347547.8401,45984892,5.753821859371669,23.397645325095915,17.643823465724246,1961
775,156.21524754344955,3348946382.21766,21438025,5.051234848156543,21.931911620543023,16.88067677238648,1961
780,582.6606051949647,5924493033.6224,10168e3,6.367604864509789,22.502360956361215,16.134756091851425,1961
790,267.9431716241823,2738850526.03803,10221759,5.590774911847463,21.730804153280403,16.140029241432938,1961
800,583.8429649323608,16478502946.2158,28224204,6.36963205100554,23.52532251665923,17.15569046565369,1961
811,NA,NA,5873015,NA,NA,15.585878688562351,1961
812,NA,NA,2170343,NA,NA,14.590395777541891,1961
816,NA,NA,NA,NA,NA,NA,1961
817,NA,NA,NA,NA,NA,NA,1961
820,1468.6201782760504,12363520226.0098,8418460,7.292078584727049,23.238016056355473,15.945937471628422,1961
840,1082.1109440168143,29395129345.7252,27164617,6.986668990209867,24.104094829053754,17.11742583884389,1961
850,710.6675074523957,64058314793.6083,90138235,6.566204679711291,24.883059674094046,18.316854994382755,1961
900,19394.616172823236,203313761339.706,10483e3,9.872750789671707,26.038016245106416,16.16526545543471,1961
920,NA,NA,2419700,NA,NA,14.699154123506183,1961
2,17910.27879016844,3340947584960.44,186538e3,9.793130061107165,28.83727559075162,19.044145529644457,1962
20,18780.56412740088,349581420667.44,18614e3,9.840577791043842,26.580002334771635,16.739424543727793,1962
40,NA,NA,7450402,NA,NA,15.823778548631513,1962
41,NA,NA,4022593,NA,NA,15.207437277531692,1962
42,1365.2557576825034,4807445063.90073,3521278,7.219097058333389,22.293431608196183,15.074334549862794,1962
51,NA,NA,1676250,NA,NA,14.332069713578026,1962
52,5692.394728664638,5009438286.30364,880023,8.646886304778691,22.33458962725517,13.687703322476477,1962
70,3804.5475218760153,154653289290.681,40649588,8.24395234650348,25.764451605108857,17.52049925860538,1962
90,1488.8791263837525,6646727151.07954,4464249,7.305778851674852,22.617390412732405,15.311611561057553,1962
91,1116.5919919972334,2406983760.73282,2155652,7.018036461076616,21.60164024904109,14.583603787964472,1962
92,NA,NA,2927857,NA,NA,14.889781314072872,1962
93,1723.9458213829707,3252330676.6799,1886562,7.452371024617862,21.90263770755841,14.450266682940546,1962
94,2847.147457486467,4078780740.38325,1432585,7.9540728799256994,22.129063942560105,14.174991062634406,1962
95,2397.7958310110257,2883044966.72022,1202373,7.782305190599519,21.78211285267848,13.999807662078963,1962
100,2313.9299897939914,40494170503.4231,17500171,7.746702652237152,24.424423862511727,16.677721210274573,1962
101,12922.104017706095,113592905434.903,8790589,9.466694613745679,25.4558868891257,15.989192275380022,1962
130,2250.6139357371353,10831957305.1699,4812890,7.7189583183064725,23.10576661156221,15.386808293255736,1962
135,2995.229853714251,31901195760.3692,10650667,8.004776253419182,24.18590933068575,16.18113307726657,1962
140,3747.3862627079106,286949537646.126,76573248,8.228813879338167,26.382572210229668,18.1537583308915,1962
145,1353.0331922736555,5193072636.16594,3838097,7.210104160222909,22.370591389033308,15.1604872288104,1962
150,1074.5975872750216,2154930301.87333,2005337,6.979701533061437,21.491024217460915,14.51132268439948,1962
155,3986.723236123836,32161438540.1711,8067136,8.29072492839901,24.1940340109835,15.90330908258449,1962
160,5675.060042884754,120808873523.837,21287682,8.643836422537643,25.517475576072496,16.873639153534853,1962
165,5384.392964282974,14020350842.5879,2603887,8.591259856083655,23.363775742675404,14.772515886591751,1962
200,14142.255288659419,753075094121.114,5325e4,9.556922423808595,27.347430786362406,17.79050836255381,1962
205,NA,NA,2836050,NA,NA,14.857922796944184,1962
210,17051.76943305842,201307886826.394,11805689,9.744009256391998,26.028101348290107,16.28409209189811,1962
211,14465.977429272114,133384673232.843,9220578,9.579554787147543,25.616503070520167,16.036948283372624,1962
212,27902.52617500053,8949735270.63142,320750,10.236472507617433,22.914889790095316,12.678417282477882,1962
220,14224.481981771978,684477080169.692,48119649,9.562719842287303,27.251920997067113,17.68920115477981,1962
221,NA,NA,23039,NA,NA,10.044943711090122,1962
223,NA,NA,17290,NA,NA,9.757883578677337,1962
225,NA,NA,5573815,NA,NA,15.533590296663405,1962
230,8884.7748093048,275635620736.643,31023366,9.092094395225894,26.342345615690007,17.25025122046411,1962
232,NA,NA,15370,NA,NA,9.640172836532642,1962
235,4993.18686265285,44908647744.8968,8993985,8.51582963472578,24.52789621325866,16.01206657853288,1962
260,NA,NA,NA,NA,NA,NA,1962
265,NA,NA,NA,NA,NA,NA,1962
290,NA,NA,30308500,NA,NA,17.226938759191764,1962
305,13953.950003339321,99489765786.6089,7129864,9.543517901530123,25.323320619404882,15.77980271787476,1962
310,NA,NA,10061734,NA,NA,16.124250073587756,1962
315,NA,NA,9624660,NA,NA,16.079839112838865,1962
325,12322.314514587913,626952585229.25,50879450,9.419167085886645,27.164136753075933,17.744969667189288,1962
331,NA,NA,16199,NA,NA,9.692704790920137,1962
339,NA,NA,1711319,NA,NA,14.352774976174393,1962
345,NA,NA,NA,NA,NA,NA,1962
350,7545.857216169405,63749159946.9305,8448233,8.928753978554806,24.878221843595075,15.949467865040269,1962
352,NA,NA,577691,NA,NA,13.26679440262775,1962
355,NA,NA,8012946,NA,NA,15.896569041688455,1962
360,NA,NA,18676550,NA,NA,16.742779284200267,1962
365,NA,NA,122591e3,NA,NA,18.624364169310116,1962
375,13328.081916059225,59862320225.3108,4491443,9.497628510550644,24.815313099483642,15.317684588933,1962
380,19786.851530222357,149620019088.711,7561588,9.892772931964195,25.731364710971942,15.838591779007745,1962
385,24929.725377191295,90717226410.1182,3638918,10.123816160700464,25.23101310337778,15.107196942677316,1962
390,23343.23404609027,108492979143.333,4647727,10.05806245862771,25.409951299476873,15.351888840849162,1962
395,12190.16898260377,2223218638.70931,182378,9.40838508477495,21.522221820087772,12.113836735312823,1962
432,NA,NA,5381368,NA,NA,15.498453174908471,1962
433,1052.0554611386465,3563167715.27842,3386863,6.958501111621562,21.99391579382867,15.035414682207108,1962
434,503.59908405153874,1260456133.07626,2502896,6.221780483366986,20.954739502777834,14.732959019410847,1962
435,868.9350366068629,790013142.972008,909174,6.7672683659771575,20.48756013996038,13.720291773983224,1962
436,NA,NA,3588156,NA,NA,15.093148979476542,1962
437,1242.7329832782732,4773425622.81366,3841071,7.1250682520854385,22.28633004401223,15.161261791926792,1962
438,NA,NA,3690664,NA,NA,15.121316945627864,1962
439,256.7771744027187,1273698494.39634,4960326,5.548208683140709,20.965190705488425,15.416982022347716,1962
450,1265.432693661028,1481163659.27636,1170480,7.143169393000668,21.116093872052712,13.972924479052043,1962
451,389.30425071266177,919931005.389279,2363013,5.964361173417991,20.63980923105307,14.67544805763508,1962
452,1064.817896697972,7544728873.6092,7085464,6.970559074507248,22.74411499394259,15.77355591943534,1962
461,398.1786267801197,642164571.232772,1612755,5.986900715604229,20.280355170288438,14.29345445468421,1962
471,955.910377942798,5161841479.88163,5399922,6.8626641617351245,22.36455922872086,15.501895066985737,1962
475,1301.3533582619905,61201529275.1733,47029140,7.171160046755181,24.83743801430892,17.66627796755374,1962
481,5285.538600927333,2694599291.98436,509806,8.572729804356268,21.714515344532465,13.141785540176196,1962
482,587.4392458834043,914443763.936106,1556661,6.37577282940871,20.633826530122096,14.258053700713385,1962
483,715.3433022316334,2232740960.41821,3121216,6.5727625704435555,21.52649579788866,14.953733227445104,1962
484,1547.8349602940332,1690687744.44949,1092292,7.344612433668774,21.24840123247835,13.903788798809574,1962
490,1015.7560910335177,16294010600.1206,16041263,6.923388531437125,23.514063429388266,16.59067489795114,1962
500,NA,NA,7240174,NA,NA,15.795155797222279,1962
510,NA,NA,10683906,NA,NA,16.184249054970365,1962
516,193.95323984934868,561236477.601625,2893669,5.26761709830613,20.145652903370355,14.878035805064224,1962
517,339.79149259577116,1036569286.47863,3050604,5.8283321724199135,20.75918233418449,14.930850161764576,1962
520,NA,NA,2874190,NA,NA,14.871281453387228,1962
530,NA,NA,23221389,NA,NA,16.960584351566375,1962
560,4755.962618021775,87140340334.872,18322335,8.467154397818003,25.19078576323827,16.723631365420268,1962
580,712.0040564818105,3811003848.33106,5352503,6.568083608701659,22.06115846863323,15.493074859931571,1962
600,NA,NA,13094818,NA,NA,16.387727137392847,1962
615,1628.3887246985134,19036113335.2005,11690153,7.3953462924452555,23.669603713917354,16.274257421472097,1962
616,NA,NA,4303131,NA,NA,15.274853455233696,1962
620,NA,NA,1550813,NA,NA,14.25428986751396,1962
625,1245.4102642784399,9968414449.92661,8004121,7.127220284156789,23.02268737616956,15.895467092012773,1962
630,3115.8264635792957,71886569030.7908,23071429,8.044249713392057,24.99835528353958,16.954105570147522,1962
640,3230.5972858668797,93147181576.929,28832805,8.080422317346475,25.25744667671317,17.177024359366694,1962
645,NA,NA,7674223,NA,NA,15.853377608527628,1962
651,666.7918739088504,19007686513.0155,28506176,6.502477964102996,23.668109287619828,17.16563132351683,1962
652,NA,NA,4875422,NA,NA,15.399717222770192,1962
660,NA,NA,1925276,NA,NA,14.470579892049953,1962
663,NA,NA,1009733,NA,NA,13.825196497433478,1962
666,9880.863652956825,22656820356.23,2293e3,9.198355201188393,23.843726763028435,14.645371561840042,1962
670,NA,NA,4362864,NA,NA,15.288639280407446,1962
678,NA,NA,5351799,NA,NA,15.492943324031144,1962
690,NA,NA,338296,NA,NA,12.73167653087389,1962
698,NA,NA,578824,NA,NA,13.26875373798002,1962
700,NA,NA,9345868,NA,NA,16.05044487845349,1962
710,131.96337147674,87857253828.0692,66577e4,4.882524395266651,25.198979218780533,20.316454823513883,1962
712,NA,NA,1011324,NA,NA,13.826770921438984,1962
713,NA,NA,NA,NA,NA,NA,1962
731,NA,NA,11871712,NA,NA,16.28966898533494,1962
732,988.7088973192691,26213668655.8927,26513030,6.896399947870656,23.989546816096407,17.09314686822575,1962
740,10138.39701435649,971582862679.811,95832e3,9.224085179279182,27.602192395672486,18.378107216393303,1962
750,312.0523318854975,145994475149.396,467852537,5.743170904146547,25.70683461649625,19.963663712349703,1962
