gwcode,NY.GDP.PCAP.KD,NY.GDP.MKTP.KD,SP.POP.TOTL,NY.GDP.PCAP.KD_ln,NY.GDP.MKTP.KD_ln,SP.POP.TOTL_ln,datestr
402,673.8226401442735,193155976.555837,286657,6.512966931096999,19.079008589159784,12.566041658062785,1980
403,NA,NA,94949,NA,NA,11.461095184326098,1980
404,477.95309475213213,382770647.744624,800854,6.169512599542961,19.762946536820067,13.593433937277107,1980
411,645.5444055430804,164823625.345287,255325,6.470094000396328,18.920386522842627,12.4502925224463,1980
420,547.9745255448476,331178816.029014,604369,6.306228799635467,19.618169017164714,13.311940217529248,1980
432,447.3747304849208,3171943208.35413,7090126,6.103396566649397,21.877610236508964,15.774213669859567,1980
433,886.219353433314,4956311122.10141,5592646,6.786964497201398,22.323927575599544,15.536963078398145,1980
434,593.6195624395689,2206581860.81568,3717165,6.386238646902413,21.51471048583418,15.128471838931764,1980
435,1143.859996858479,1754778463.28064,1534085,7.0421637840821925,21.285608454147418,14.243444670065227,1980
436,NA,NA,5988904,NA,NA,15.605418981730917,1980
437,1994.7151081431693,16543518824.5293,8293675,7.598256516190899,23.529260250258634,15.931003734067735,1980
438,NA,NA,4511902,NA,NA,15.322229352065996,1980
439,311.8915690838013,2127987208.88243,6822843,5.742655592417386,21.478442397544224,15.735786805126837,1980
450,1461.1311790669401,2759074461.26861,1888314,7.286966194897992,21.73816112031633,14.451194925418338,1980
451,488.2559603656193,1643196627.50883,3365441,6.190839777292352,21.219909344744075,15.029069567451723,1980
452,901.2426062498246,9735247867.50358,10802028,6.803774484681817,22.999018936926003,16.195244452244186,1980
461,683.3489005084093,1859282339.1104,2720839,6.527005564436674,21.343456411028473,14.816450846591797,1980
471,1322.6083584615114,11398707036.5802,8618354,7.187361094940472,23.156765768070727,15.969404673130258,1980
475,1957.0987768248924,143769893085.071,73460724,7.57921843971706,25.691479893728072,18.112261454011012,1980
481,12139.640747098218,8851728307.51339,729159,9.404231471679594,22.9038785658844,13.499647094204807,1980
482,545.5195985455217,1243687036.67565,2279821,6.301738732300559,20.941346221377277,14.639607489076718,1980
483,410.53085973333583,1852332481.41292,4512042,6.017451102031189,21.339711482658537,15.322260380627347,1980
484,2248.0570154043266,4136278784.63796,1839935,7.717821573416298,22.14306237629053,14.425240802874232,1980
490,803.9443179616914,21189931810.7912,26357462,6.689530010514088,23.77679199123141,17.087261980717322,1980
500,NA,NA,12549540,NA,NA,16.345194569483862,1980
501,898.0629670526137,14610577430.3493,16268990,6.800240185056227,23.405011584881418,16.60477139982519,1980
510,NA,NA,18683157,NA,NA,16.74313298076801,1980
516,279.95896546088153,1152539828.31177,4116817,5.634643040504044,20.865233890426044,15.230590849922,1980
517,414.5897043918512,2131287926.80246,5140716,6.027289367063945,21.479992294404898,15.452702927340953,1980
520,NA,NA,6359126,NA,NA,15.665401504489473,1980
522,NA,NA,358960,NA,NA,12.790966240649865,1980
530,NA,NA,35264898,NA,NA,17.378398636234014,1980
540,NA,NA,8929900,NA,NA,16.004915754581695,1980
541,190.47947244443372,2256863838.22703,11848331,5.249544432563441,21.53724200430757,16.287697571744125,1980
551,1284.251288245711,7563251214.27529,5889230,7.157931172458193,22.74656698948911,15.588635817030918,1980
552,1175.1352427242005,8418871002.13792,7164172,7.0691385201455494,22.853741570953634,15.784603050808085,1980
553,407.17165786882214,2509431501.17818,6163080,6.009234860330701,21.643322070882054,15.634087210551353,1980
560,6598.60441215834,191868564092.759,29077143,8.79461345295196,25.980076412537745,17.185462959585784,1980
570,559.2610582066806,732697979.05562,1310118,6.326616373454465,20.41224414091105,14.085627767456582,1980
571,1891.409668363595,1893599920.75956,1001158,7.545077686318159,21.361745574317595,13.816667887999436,1980
572,1602.4266663264154,966859382.514702,603372,7.379274425704913,20.689563626623027,13.310289200918115,1980
580,621.7154766349485,5419215903.00879,8716553,6.432482555021976,22.413216974591084,15.980734419569108,1980
581,873.1453139751324,268779448.855651,307829,6.772101995567504,19.409401708540315,12.637299712972812,1980
590,2264.9140044879555,2187995259.98154,966039,7.7252920700828795,21.50625155513339,13.780959485050507,1980
591,6120.538843094592,387191407.753007,63261,8.719405417887813,19.77442972239994,11.055024304512125,1980
600,1359.3759830531972,27214499196.1996,20019847,7.214781037442358,24.02701572690686,16.812234689464503,1980
615,3620.7035374405095,70016133106.5164,19337715,8.194423633296072,24.971991525391193,16.77756789209512,1980
616,2028.9800863610046,12920884029.6213,6368167,7.615288525268537,23.2821107563054,15.666822231036862,1980
620,NA,NA,3219466,NA,NA,14.984726065258549,1980
625,1068.7894157981118,15505428248.4298,14507468,6.974281899849844,23.46445600913867,16.490174109288823,1980
630,4684.522722220469,181142155217.82,38668220,8.45201931589084,25.922547947900274,17.470528632009433,1980
640,4986.525449897434,219287049249.179,43975921,8.514494643588536,26.113647435675137,17.599152792086603,1980
645,3345.990516936817,45683999700.3624,13653356,8.115518047393564,24.545013957575854,16.42949591018229,1980
651,1192.5814599354767,52591819148.2619,44099142,7.083875530647888,24.685826415093384,17.601950884445497,1980
652,NA,NA,8930774,NA,NA,16.005013623228834,1980
660,NA,NA,2605293,NA,NA,14.77305570285233,1980
663,3006.1358983960645,7137835212.14138,2374422,8.008410778338282,22.68867537574921,14.680264597410925,1980
666,17555.37405005191,68079740566.1013,3878e3,9.773115395698344,24.94394551048308,15.170830114784733,1980
670,36518.04501687566,355707632773.334,9740599,10.505561801427055,26.597374974128094,16.09181317270104,1980
678,NA,NA,8120497,NA,NA,15.909901917161347,1980
680,NA,NA,NA,NA,NA,NA,1980
690,NA,NA,1372318,NA,NA,14.132011838837155,1980
692,21184.982837658186,7624221103.47913,359888,9.9610478529427091,22.75459600385879,12.793548150916081,1980
694,NA,NA,223775,NA,NA,12.31839636173914,1980
696,113682.03824461428,118500337753.574,1042384,11.641160692277861,25.498181647758667,13.857020955480804,1980
698,9907.33953702571,11436824707.4122,1154379,9.201031128821972,23.160104223830114,13.959073095008144,1980
700,NA,NA,13248370,NA,NA,16.39938508396114,1980
710,347.8874130355012,341359305729.89,981235e3,5.851878901668671,26.556201441988517,20.704322540319847,1980
712,NA,NA,1689622,NA,NA,14.340015393242643,1980
713,NA,NA,NA,NA,NA,NA,1980
731,NA,NA,17472140,NA,NA,16.676118170315178,1980
732,3699.8499102724218,141052245512.996,38123775,8.216047533018305,25.672396194246396,17.45634866122809,1980
740,25489.1662121678,2976675808589.38,116782e3,10.146008786445513,28.72182829333877,18.575819506893257,1980
750,389.92628439210915,271694207809.476,696783517,5.965957706879016,26.327943034820507,20.36198532794149,1980
760,403.6577262052657,165165439.146861,409172,6.000567306510723,18.922458191031694,12.921890884520971,1980
770,556.3106202081505,43430137607.1392,78068144,6.321326807692029,24.49441945196934,18.173092644277308,1980
771,351.37610417875914,28626913390.8931,81470860,5.861857171672869,24.077613139936876,18.215755968264006,1980
775,211.36802792365873,7053290217.82045,33369712,5.353600822280466,22.676760042464338,17.32315922018387,1980
780,927.1346267487625,13672454340.664,14747e3,6.832098783444921,23.338649013677998,16.506550230233078,1980
781,NA,NA,158385,NA,NA,11.972784056908724,1980
790,283.0523311220901,4218091975.91136,14902163,5.645631796174211,22.16264872433931,16.5170169281651,1980
800,1403.6809320264927,66513874353.0164,47385323,7.246853302367723,24.920676399734035,17.673823097366313,1980
811,NA,NA,6692107,NA,NA,15.71643933020191,1980
812,NA,NA,3258144,NA,NA,14.996668266062413,1980
816,NA,NA,537e5,NA,NA,17.798923559479093,1980
820,3317.312109910687,45772687156.5614,13798125,8.106910128554459,24.54695339988557,16.44004327133111,1980
830,13308.991181353262,32127172717.2718,2413945,9.496195114478573,24.19296801109724,14.696772896618668,1980
840,1687.2888610068137,79972376151.8964,47396968,7.43087829551523,25.10494711388988,17.67406881837465,1980
850,1230.8401181628508,181537058284.482,147490365,7.115452238109111,25.924725647685786,18.809273409576672,1980
900,29794.538462803226,437741359095.505,14692e3,10.302080382636642,26.804894068558337,16.502813685921694,1980
910,1717.1312380089169,5674213813.45704,3304473,7.448410292460444,22.45919785564336,15.010787563182914,1980
920,22383.013480352532,69676082662.9894,3112900,10.016057623397966,24.967122948952067,14.9510653255541,1980
935,2070.298320178921,239392735.358929,115632,7.635447991904162,19.293616005426923,11.658168013522761,1980
940,NA,NA,230607,NA,NA,12.348470241950476,1980
950,2928.128499409072,1860108269.89211,635255,7.982118760528424,21.34390053259682,13.361781772068397,1980
970,NA,NA,7488,NA,NA,8.921057018157429,1980
971,NA,NA,NA,NA,NA,NA,1980
972,NA,NA,NA,NA,NA,NA,1980
973,NA,NA,NA,NA,NA,NA,1980
990,NA,NA,155557,NA,NA,11.954767502920442,1980
2,29191.999487941568,6698571354500,229466e3,10.28164996057523,29.532915388916933,19.251265428341704,1981
20,32477.29553642028,808684658856.865,249e5,10.388296525304549,27.418674886739485,17.030378361434938,1981
31,18565.9554463542,3999032539.32291,215396,9.829084830213068,22.109318303642933,12.280233473429863,1981
40,3630.298941745853,35882647993.8906,9884213,8.197070276966098,24.303519672804303,16.106449395838204,1981
41,NA,NA,5818671,NA,NA,15.576582443116209,1981
42,2573.6928753387474,15296977810.6275,5943591,7.853097062986892,23.450921117116277,15.597824054129385,1981
51,3711.293859753816,8155876294.19937,2197583,8.219135844062382,22.822004522083976,14.602868678021595,1981
52,9649.974130195835,10639636877.0922,1102556,9.174710513520717,23.087852192184695,13.913141678663978,1981
53,NA,NA,253080,NA,NA,12.44146092326082,1981
54,2864.46065380065,215908721.780224,75375,7.960135357954209,19.190366291983693,11.230230934029487,1981
55,3295.380849830036,298469234.330806,90572,8.100277024424203,19.514177417916613,11.413900393492412,1981
56,3727.6887872029197,445809212.816746,119594,8.223543692493305,19.915401644509476,11.691857952016171,1981
57,2407.4834159902643,244068261.229677,101379,7.786337255170991,19.312958503270206,11.526621248099215,1981
58,5596.686433144117,408927490.924108,73066,8.629929993227636,19.82904841448631,11.199118421258671,1981
70,7935.986019553022,563393067017.382,70992195,8.979162887314093,27.05724338669952,18.078080499385425,1981
80,2264.7522236662103,334200426.637528,147566,7.725220638408374,19.627251450718195,11.90203081230982,1981
90,2457.3016071641446,18347412962.2718,7466488,7.806819119226055,23.632754418525494,15.825935299299438,1981
91,1627.5803931127136,6173311521.09215,3792938,7.394849769552588,22.543501244189684,15.148651474637097,1981
92,2265.484165202721,10546653425.2548,4655364,7.725543774545234,23.07907443567015,15.353530661124918,1981
93,1704.4192483721242,5697309384.5368,3342669,7.440979714903999,22.463259862541438,15.02228014763744,1981
94,4725.058605139257,11595903349.5718,2454129,8.460635243055,23.173917713163547,14.713282470108549,1981
95,4678.341831616473,9478624643.07403,2026065,8.450699016645597,22.97230506284373,14.521606046198134,1981
100,3752.0698344753137,106468699854.443,28375991,8.230062922552934,25.391116880819038,17.161053958266105,1981
101,13695.116109925015,215859667406.3,15761799,9.524794559932506,26.09789434555812,16.573099785625615,1981
110,2015.5261231452978,1575601267.29862,781732,7.608635543597164,21.177902793388334,13.56926724979117,1981
115,7751.354782454634,2816260976.33533,363325,8.955622917709102,21.75867594720347,12.803053029494372,1981
130,3795.971119636269,31063168090.3808,8183194,8.241695551596628,24.15928864851179,15.917593096915164,1981
135,3838.962668425682,68304931387.1347,17792549,8.252957470657002,24.947247802778143,16.694290332121142,1981
140,7788.3335462158275,965994081544.009,124030908,8.960382193799928,27.596423544374126,18.636041350574196,1981
145,1615.6777335091172,9228103327.03294,5711599,7.387509796860296,22.94551937431627,15.558009577455973,1981
150,2514.575879078218,8226324347.06571,3271456,7.829859431763682,22.830605135477164,15.000745703713482,1981
155,5499.9957244304815,62915243091.1446,11439144,8.612502593843985,24.865054309785542,16.252551715941557,1981
160,7478.130432220779,213450998966.355,28543364,8.919738097511289,26.086673130234793,17.166935032723504,1981
165,7419.914401828359,21777715886.2847,2935036,8.911922799953153,23.804153076880358,14.892230276927203,1981
200,21688.99634098687,1221824211054.78,56333829,9.984560329858958,27.831366112856056,17.846805782997098,1981
205,17470.81750328199,60326732838.8327,3453e3,9.768287196725995,24.823041173098122,15.05475397637213,1981
210,29636.15784770686,422232505177.112,14247208,10.296750443737334,26.768821959394952,16.472071515657618,1981
211,27352.729595563214,269670068733.525,9858982,10.216571605267392,26.320465081079927,16.103893475812537,1981
212,42277.601364863025,15440836958.4821,365225,10.652012706228748,23.460281587229463,12.808268881000714,1981
220,27132.70288621574,1508193647277.48,55585824,10.208495027900828,28.041933790584007,17.83343876268318,1981
221,NA,NA,27164,NA,NA,10.209647846233683,1981
223,NA,NA,26224,NA,NA,10.17443030098361,1981
225,55466.163523867675,352436107526.756,6354074,10.923528447575876,26.588135187526774,15.664606739950896,1981
230,17294.10011212713,653001544610.867,37758631,9.758120688339467,27.20484533162719,17.446724643287723,1981
232,38896.625941665865,1458623472.81247,37500,10.56866278912659,21.10075900108509,10.532096211958502,1981
235,12478.652886101434,122931726853.33,9851362,9.431774694278486,25.534894971979448,16.103120277700963,1981
260,NA,NA,NA,NA,NA,NA,1981
265,NA,NA,NA,NA,NA,NA,1981
290,NA,NA,35898587,NA,NA,17.396208493352432,1981
305,27521.028312400795,208298682198.351,7568710,10.222705657352124,26.062238858733178,15.839533201381052,1981
310,NA,NA,10711848,NA,NA,16.18686097655867,1981
315,NA,NA,10300591,NA,NA,16.14771183019455,1981
325,24626.975675401834,1391465375844.46,56501675,10.111597693295169,27.961378534990104,17.849780841694933,1981
331,NA,NA,21666,NA,NA,9.983499490505512,1981
338,9408.164823683093,3001035231.78808,318982,9.14933318950908,21.82222314335175,12.672889953842668,1981
339,2187.642806098965,5963636797.42292,2726056,7.690579898889039,22.50894633283668,14.818366433947642,1981
345,NA,NA,NA,NA,NA,NA,1981
350,18677.475073220616,181719692103.639,9729350,9.835073535260422,25.925731183491248,16.090657648230824,1981
352,9968.586655175057,6870080770.90696,689173,9.20719409314524,22.650441700157693,13.443247607012452,1981
355,3370.529416735681,29967771396.1387,8891117,8.12282510796218,24.123388354353523,16.00056324639134,1981
360,NA,NA,22415169,NA,NA,16.925248475137277,1981
365,NA,NA,139941e3,NA,NA,18.756731463176173,1981
375,25882.207209724696,124233662847.219,4799964,10.161311031289012,25.545430007139007,15.384118975849994,1981
380,31198.196717143423,259584689379.582,8320503,10.348115574599777,26.282348842300504,15.934233267700726,1981
385,49144.62618664674,201478322266.648,4099702,10.8025227846364,26.028947630742575,15.226424846106175,1981
390,36146.13258564675,185125020558.936,5121572,10.495325239447473,25.944297220588716,15.448971981141241,1981
395,27469.8784417711,6338811799.83089,230755,10.220845353952885,22.569957174555597,12.349111820602714,1981
402,718.3787301411617,209480674.466623,291602,6.576996909285156,19.160142047088836,12.583145137803681,1981
403,NA,NA,96950,NA,NA,11.481950660670798,1981
404,555.3182636044442,452310612.933665,814507,6.319541397323933,19.92987969854083,13.610338301216895,1981
411,645.5271302628165,174332993.380167,270063,6.470067239245167,18.976477783341025,12.506410544095857,1981
420,547.1285687036204,342180225.2815,625411,6.304683818137483,19.650848130731884,13.346164312594402,1981
432,445.07420048282603,3219801623.77551,7234303,6.098241010924264,21.892585587081772,15.794344576157508,1981
433,905.6114838676648,5207572128.92062,5750338,6.808610388317793,22.37337958197239,15.564769193654598,1981
434,635.1174934772474,2426230120.12225,3820128,6.453810010874947,21.609604498749732,15.155794487874786,1981
435,1149.7116298345406,1815323381.38769,1578938,7.047266433246969,21.319529460356023,14.272263027109053,1981
436,NA,NA,6164006,NA,NA,15.63423744881557,1981
437,1976.2825337176453,17122624520.2341,8664057,7.588972850737399,23.56366649732609,15.97469364658869,1981
438,NA,NA,4589784,NA,NA,15.339343522105898,1981
439,317.60754525543155,2218539520.81643,6985160,5.76081648619227,21.520114942830755,15.759298456638486,1981
450,1379.4026198017477,2700119934.54665,1957456,7.2294058002282044,21.71656202917261,14.487156228944405,1981
451,490.68454133390725,1690544164.51326,3445277,6.195801439306175,21.248316304889716,15.052514865583543,1981
452,844.9855537477658,9394215617.27393,11117605,6.739319531054543,22.963359976946304,16.224040445891763,1981
461,639.2669766872508,1797643669.85664,2812039,6.4603221710142025,21.30974257196301,14.849420400948807,1981
471,1502.407734051768,13345911940.1056,8883016,7.314824256238784,23.31447595318229,15.999651696943506,1981
475,1654.6334224013783,124895953347.35,75482552,7.411334766238629,25.550746854412566,18.139412088173938,1981
481,12443.706233067081,9302753011.65992,747587,9.428970250624369,22.95357621605866,13.524605965434292,1981
482,521.7659292294392,1224478717.41786,2346797,6.257219075878309,20.925781053574877,14.668561977696566,1981
483,405.983295655422,1871650792.18187,4610167,6.00631201504945,21.35008665496268,15.34377463991323,1981
484,2567.763367979544,4865079626.99001,1894676,7.850790514138698,22.305348919765958,14.45455840562726,1981
490,802.0870181118394,21688006259.4505,27039468,6.687217103366998,23.800025237756277,17.11280813438928,1981
500,NA,NA,12930209,NA,NA,16.37507691457719,1981
501,897.0656596424426,15161914027.0685,16901677,6.799129058535323,23.44205246427481,16.642923405739484,1981
510,NA,NA,19277108,NA,NA,16.77442883589555,1981
516,306.10152353518606,1292726423.68618,4223195,5.723916823185586,20.980019331740078,15.256102508554491,1981
517,422.7912437788051,2247148990.00415,5315032,6.046878543703114,21.53292813413932,15.486049590436204,1981
520,NA,NA,6604872,NA,NA,15.703318116492644,1981
522,NA,NA,374937,NA,NA,12.834513290838967,1981
530,227.7834435428754,8227603582.4004,36120288,5.428395368577552,22.83076062848075,17.4023652599032,1981
540,NA,NA,9244507,NA,NA,16.039540095259245,1981
541,195.30970442465858,2369707096.70251,12133074,5.274586526482536,21.586032196566602,16.311445670084066,1981
551,1317.6038564693793,8029749327.71883,6094206,7.183570105748475,22.80641914744632,15.622849041697842,1981
552,1274.6833752083346,9473370363.54583,7431940,7.150453093582805,22.971750579829042,15.821297486246237,1981
553,375.6070590549088,2376679583.05701,6327569,5.928543541233403,21.58897021735608,15.660426676122679,1981
560,6777.12923402479,202154134003.442,29828874,8.82130887445773,26.032296283001887,17.21098740854416,1981
570,549.0757382339789,737787578.707615,1343690,6.308236388704723,20.419166507403148,14.110930118698427,1981
571,1988.8848432101402,2065252054.53488,1038397,7.595329380350405,21.448518116218104,13.853188735867697,1981
572,1784.1048572183217,1108421529.27317,621276,7.486672087880355,20.826202794504237,13.339530706623883,1981
580,545.4720135038559,4893617620.98775,8971345,6.301651499656109,22.311197666709212,16.009546167053102,1981
581,878.9744608289043,279167562.606025,317606,6.778755842460922,19.44732274232525,12.668566899864329,1981
590,2362.8665492705377,2316700862.63089,980462,7.767630800463282,21.563409968593927,13.795779168130647,1981
591,5549.823394006856,355382941.035229,64035,8.62152138533452,19.688706473194692,11.067185087860173,1981
600,1303.6540692785463,26740032111.0679,20511601,7.172926422996902,24.00942760948216,16.836501186485258,1981
615,3616.0163127637984,72116614360.2801,19943664,8.193128232775067,25.001550289646598,16.808422056871535,1981
616,2083.0100829346998,13633350985.0496,6545024,7.641569281832406,23.335784906073133,15.694215624240728,1981
620,NA,NA,3347781,NA,NA,15.023808296265653,1981
625,1108.5615913192416,16658654344.3839,15027270,7.010818590272616,23.536195698777277,16.525377108504664,1981
630,4247.462525579641,170822872045.165,40217629,8.35407703080667,25.863893020607026,17.509815989800355,1981
640,5111.0347535633,229937051021.678,44988356,8.539157158503192,26.161071417199235,17.621914258696044,1981
645,3228.630525885279,45351087827.0686,14046540,8.07981334051528,24.537700000586316,16.457886660071036,1981
651,1206.7986969379147,54567220520.8854,45216506,7.095726427517929,24.72269918265065,17.62697275513272,1981
652,NA,NA,9252851,NA,NA,16.040442278215963,1981
660,NA,NA,2615747,NA,NA,14.777060274344041,1981
663,3036.677692621582,7473849880.33639,2461193,8.01851933251945,22.73467608222281,14.716156749703359,1981
666,18128.19741523751,71715148974.6796,3956e3,9.80522387328117,24.99596784500591,15.19074397172474,1981
670,34979.348501894776,362619047920.001,10366661,10.462513123524785,26.616618665382195,16.154105541857408,1981
678,NA,NA,8434017,NA,NA,15.947783728937548,1981
680,NA,NA,NA,NA,NA,NA,1981
690,NA,NA,1442991,NA,NA,14.18222860073032,1981
692,19295.58521836996,7218864341.89657,374120,9.867631603564634,22.69996348411312,12.832331880548487,1981
694,NA,NA,248144,NA,NA,12.421764501799235,1981
696,110644.55156470425,124021477848.877,1120900,11.614078104002093,25.54372059601128,13.929642492009187,1981
698,10967.23886191988,13386469180.7542,1220587,9.302667822583196,23.317510271119257,14.01484244853606,1981
700,NA,NA,13053954,NA,NA,16.384601634346975,1981
710,361.2247106491244,359015821543.505,993885e3,5.8895002318526375,26.60663229561541,20.717132063762772,1981
712,1440.624570578076,2497286677.48283,1733475,7.272832028104674,21.638470650417673,14.365638622313,1981
713,NA,NA,NA,NA,NA,NA,1981
731,NA,NA,17731230,NA,NA,16.6908380495866,1981
732,3904.12801351382,151180517291.043,38723248,8.269789737342169,25.74174043849425,17.471950701152082,1981
740,26358.34788684406,3101006912191.43,117648e3,10.179540311646367,28.762747985064507,18.58320767341814,1981
750,403.8780429641092,288012715166.577,713118032,6.001112958536853,26.38627046599173,20.385157507454874,1981
760,447.5384197248442,188136200.88393,420380,6.103762388163385,19.052676731277355,12.948914343113971,1981
770,580.8167350820257,46870136125.9938,80696945,6.364435276941938,24.570646553207805,18.206211276265865,1981
771,366.6663073853611,30697768187.1802,83721268,5.904452190259766,24.147455791410984,18.24300360115122,1981
775,219.73553616403612,7501580034.72373,34139130,5.39242471489527,22.73837950659709,17.34595479170182,1981
780,973.3763899787298,14451719262.0142,14847e3,6.880770841895339,23.39407922449747,16.513308382602133,1981
781,NA,NA,163935,NA,NA,12.007225286778883,1981
790,299.68923343279334,4569964117.509,15249010,5.702746049195481,22.24277119007312,16.540025140877642,1981
800,1457.3107128665977,70442760955.1213,48337503,7.28434803868713,24.978066315648434,17.693718276961302,1981
811,NA,NA,6748193,NA,NA,15.724785323305976,1981
812,NA,NA,3323377,NA,NA,15.016491992601845,1981
816,NA,NA,54722e3,NA,NA,17.817776380318247,1981
820,3463.3337651010906,48950205302.5364,14133840,8.14998692009342,24.61406940004154,16.464082479948118,1981
830,14039.44168975184,35559589292.2626,2532835,9.549625911101936,24.294475697814015,14.74484978671208,1981
840,1697.814651518245,82710045854.985,48715592,7.437097203974633,25.138606905056854,17.701509701082223,1981
850,1297.71685614092,195927785588.603,150978840,7.1683617349020405,26.001011987411438,18.8326502525094,1981
900,30309.760969728144,452433801995.132,14927e3,10.319225083835605,26.837907295450982,16.518682211615378,1981
910,1665.0495843775889,5658619395.97012,3398469,7.417610182378077,22.456445776433977,15.038835594055902,1981
920,23335.255371840605,72920339511.4647,3124900,10.057720602049793,25.012633442690422,14.954912840640628,1981
935,2103.61274896098,249446399.771793,118580,7.651411502241119,19.33475461950248,11.683343117261359,1981
940,NA,NA,238479,NA,NA,12.382036535119411,1981
950,3038.3865974777673,1977852947.56114,650955,8.01908192900227,21.40527772337981,13.38619579437754,1981
970,NA,NA,7597,NA,NA,8.935508711503221,1981
971,NA,NA,NA,NA,NA,NA,1981
972,NA,NA,NA,NA,NA,NA,1981
973,NA,NA,NA,NA,NA,NA,1981
990,NA,NA,156428,NA,NA,11.960351119202716,1981
2,28362.494616340908,6570568952800,231664e3,10.252822939271981,29.51362154327532,19.26079860400334,1982
20,31060.64499698929,782790375214.124,25202e3,10.343696862648986,27.38613077706076,17.042433914411774,1982
31,19370.89383890396,4266923640.36457,220275,9.871526900865742,22.174158945600674,12.302632044734931,1982
40,3937.5610834367876,39082746853.6651,9925623,8.278316796267347,24.38894694961573,16.11063015334838,1982
41,NA,NA,5955267,NA,NA,15.599786596038463,1982
42,2559.185646694786,15556828892.8412,6078820,7.8474443801070715,23.467765536266295,15.620321156159225,1982
51,3724.1263876360595,8324640265.69535,2235327,8.222587576498835,22.842485660551397,14.619898084052561,1982
52,9856.164620104926,11044926491.1004,1120611,9.195852388160695,23.125237018395747,13.929384630235052,1982
53,NA,NA,253841,NA,NA,12.444463365738759,1982
54,2991.02434065006,224835299.686665,75170,8.003371196560746,19.23087869073226,11.227507494171515,1982
55,3338.442018559861,310778905.949756,93091,8.11325951563471,19.554592303979952,11.441332788345242,1982
56,3750.218218351214,454353938.026123,121154,8.229569308831717,19.934387051452514,11.704817742620797,1982
57,2494.94937450953,254993805.872372,102204,7.822023717202015,19.356749812131095,11.53472609492908,1982
58,5639.685783453097,408583955.63961,72448,8.637583630786418,19.82820797290922,11.1906243421228,1982
70,7711.239320607574,559855507245.309,72602533,8.950434195612216,27.050944564605768,18.10051036899355,1982
80,2199.6971440665016,333254117.326075,151500,7.6960749680822,19.62441587201376,11.928340903931561,1982
90,2312.234025901749,17699732953.9192,7654819,7.745969446945482,23.59681538906318,15.850845942117699,1982
91,1556.625241444921,6087427396.83327,3910657,7.3502754501492555,22.529491398685767,15.17921594853651,1982
92,2091.025967867358,9881603236.87013,4725720,7.645410118226392,23.013940606479956,15.368530488253564,1982
93,1644.8137388951704,5650798720.31783,3435525,7.405382428153471,22.455062738541404,15.049680310387933,1982
94,4264.323451269491,10751075826.9902,2521168,8.358038819270211,23.09827166344204,14.74023284417183,1982
95,4815.012485564262,9985584753.11253,2073844,8.479493917284785,23.02440836525542,14.544914447970637,1982
100,3702.688348201143,107478534518.747,29027162,8.216814415395328,25.400556985680268,17.183742570284938,1982
101,13060.0880365412,211389200590.124,16185894,9.47731614373735,26.076966823884298,16.599650680146947,1982
110,1750.76396057279,1367777341.14165,781246,7.467807520556549,21.03645288057619,13.56864536001964,1982
115,7580.242693865732,2759450908.33333,364032,8.93330049578425,21.738297550627,12.80499705484275,1982
130,3723.8629772261447,31254158536.0804,8392940,8.222516843205025,24.165418277429946,15.942901434224924,1982
135,3739.372869640898,68152800291.4002,18225730,8.226673194434195,24.9450180843607,16.718344889926506,1982
140,7653.559561856357,971599219248.219,126947365,8.942926120804525,27.602209230500844,18.659283109696318,1982
145,1519.1698446931541,8864632532.69629,5835182,7.3259193098363244,22.905335324140946,15.579416014304622,1982
150,2409.2749589441532,8111351780.5015,3366719,7.787081134310051,22.81653037188707,15.029449237577019,1982
155,4819.762115039976,55985566287.3175,11615836,8.480479852100565,24.748359749590314,16.26787989748975,1982
160,6996.96291844647,202869851896.919,28993987,8.85323146509579,26.03583048672004,17.182599021624252,1982
165,6652.267577355784,19652674362.9658,2954282,8.802713064602395,23.701479265897408,14.898766201295015,1982
200,22132.9982467985,1246389717523.84,56313641,10.004824907229938,27.851272262288685,17.84644735505875,1982
205,17701.610762175194,61704274794.7903,3485800,9.781410917934075,24.845619049003794,15.064208131069718,1982
210,29134.539123245107,416993626763.879,14312690,10.279679660788771,26.75633677508856,16.47665711429979,1982
211,27522.953628916137,271274570421.547,9856303,10.222775612920316,26.326397319898014,16.103621706977695,1982
212,42720.79505117571,15615518611.081,365525,10.662441084209394,23.471531039495034,12.80908995528564,1982
220,27677.45058521187,1546027156295.34,55858727,10.228373302354443,28.066709631460427,17.83833632910598,1982
221,NA,NA,27624,NA,NA,10.226440239069829,1982
223,NA,NA,26515,NA,NA,10.18546588957123,1982
225,54420.97192749185,347821247668.926,6391309,10.904504871925859,26.57495452863061,15.670449656704752,1982
230,17404.8531023933,661140958805.749,37986012,9.764504360244011,27.21723290490414,17.45272854466013,1982
232,37756.42090280641,1476804647.19237,39114,10.53891083035405,21.113146568506643,10.574235738152595,1982
235,12667.4416334198,125556780626.323,9911771,9.44679032975467,25.55602392846978,16.10923359871511,1982
260,NA,NA,NA,NA,NA,NA,1982
265,NA,NA,NA,NA,NA,NA,1982
290,NA,NA,36230481,NA,NA,17.4054113390735,1982
305,28054.41919376378,212488098592.254,7574140,10.241901445556366,26.082151817117765,15.8402503715614,1982
310,NA,NA,10705535,NA,NA,16.186271455403556,1982
315,NA,NA,10314826,NA,NA,16.149092835707307,1982
