gwcode,year,NE.TRD.GNFS.ZS
94,1999,87.9039408054715
94,2000,86.8960098151716
94,2001,81.1718888810868
94,2002,80.7746061680826
94,2003,83.6947770987414
94,2004,85.6321206564201
94,2005,89.6358585019295
95,1995,146.905380036798
95,1996,156.006615271738
95,1997,165.343715010128
95,1998,151.268472830654
95,1999,126.686314897888
95,2000,133.988939472689
95,2001,130.09836799567
95,2002,121.851866028997
95,2003,114.693366893187
95,2004,123.652561234755
95,2005,135.694316600018
100,1995,35.4972303177666
100,1996,36.0441071863282
100,1997,35.5970680886793
100,1998,35.9089230535138
100,1999,36.1492793141794
100,2000,32.6670854693067
100,2001,33.9011117949445
100,2002,32.9826392144234
100,2003,36.51618351723
100,2004,35.8634269337995
100,2005,37.5359552694089
101,1995,47.3423429413769
101,1996,55.9724277883021
101,1997,51.2450364065399
101,1998,43.5993929334366
101,1999,42.0702304843238
101,2000,47.8572215529808
101,2001,42.141268017362
101,2002,48.5757106494068
101,2003,50.5770073781941
101,2004,55.367455602322
101,2005,60.1273297561422
110,1995,213.32717044128
110,1996,211.337532492477
110,1997,209.136671614275
110,1998,203.842431497026
110,1999,201.05931477536
110,2000,206.767370475214
110,2001,199.577000730114
110,2002,196.72507835983
110,2003,189.162485631386
110,2004,200.725286901642
110,2005,194.350757310172
130,1995,45.9112707318244
130,1996,44.2157026832153
130,1997,45.0171863180765
130,1998,43.395107949805
130,1999,49.2012507989376
130,2000,59.464699296633
130,2001,50.7450571604332
130,2002,49.3765496413265
130,2003,47.2416306944026
130,2004,50.6652403671973
130,2005,56.0998297037723
135,1995,30.9272178475508
135,1996,31.6542040912644
135,1997,33.4695458506827
135,1998,32.9530217853936
135,1999,33.2057765558493
135,2000,35.5380321623178
135,2001,35.0644014310212
135,2002,35.2491813317695
135,2003,37.6246103251002
135,2004,41.9360782679273
135,2005,47.3573174768394
140,1995,16.9844599991956
140,1996,15.6355914758682
140,1997,16.5762092613247
140,1998,16.4385849312059
140,1999,20.9821664782285
140,2000,22.6397613567941
140,2001,26.936285022064
140,2002,27.6183574022309
140,2003,28.1403847231593
140,2004,29.6782524787535
140,2005,27.0867952089385
145,1995,49.7379857027158
145,1996,49.8562911066617
145,1997,50.4696634073311
145,1998,52.2811617688536
145,1999,44.1682546423174
145,2000,45.5977751096643
145,2001,45.2278213515973
145,2002,49.350260466538
145,2003,51.9678351389575
145,2004,57.4642663162886
145,2005,67.6419424916322
150,1995,118.064074196549
150,1996,103.035267206036
150,1997,95.9342762479745
150,1998,101.606320138559
150,1999,77.5552756906357
150,2000,78.6447297611485
150,2001,72.6056990118238
150,2002,79.4415656482927
150,2003,81.1273637701163
150,2004,80.1044466155542
150,2005,85.0219636540457
155,1995,54.9671532770564
155,1996,54.7679748031103
155,1997,54.9466136045867
155,1998,54.3211636799534
155,1999,55.3472671124937
155,2000,59.3158221071443
155,2001,63.1431262130829
155,2002,63.393725493721
155,2003,66.3162866211741
155,2004,69.733663353112
155,2005,71.6167608730547
160,1995,19.7714230903755
160,1996,21.5064684057215
160,1997,23.3361788437439
160,1998,23.3500279730689
160,1999,21.3827449624898
160,2000,22.6224447777343
160,2001,21.8522554515453
160,2002,41.7527243585642
160,2003,40.6447480311085
160,2004,40.692646108947
160,2005,40.5512709706238
165,1995,38.0976748425287
165,1996,39.5284364552889
165,1997,37.706397080707
165,1998,35.640015387289
165,1999,33.3864489469027
165,2000,36.7137381507902
165,2001,36.3095126435057
165,2002,40.02906730756
165,2003,51.7591995826472
165,2004,61.4766880860242
165,2005,58.8776963255774
200,1995,50.0216175094739
200,1996,51.2823322618637
200,1997,50.3121861672812
200,1998,48.3179619828941
200,1999,48.8157973850758
200,2000,51.7253091548009
200,2001,51.7268246383394
200,2002,50.262900733417
200,2003,49.3556321179825
200,2004,49.3885839552608
200,2005,51.9241362574914
205,1995,135.940348807072
205,1996,138.703737774174
205,1997,142.321899573064
205,1998,157.977961345664
205,1999,160.143963948608
205,2000,175.140015305904
205,2001,175.027857291
205,2002,163.765542664704
205,2003,146.552258110957
205,2004,146.696891060678
205,2005,148.279869735847
210,1995,107.81861160927
210,1996,108.732970620239
210,1997,114.340759688494
210,1998,112.552023231337
210,1999,114.401884331961
210,2000,125.521949881307
210,2001,120.038764757274
210,2002,113.457397877227
210,2003,111.920009360192
210,2004,117.608627471726
210,2005,122.806657675042
211,1995,115.511365408443
211,1996,118.060093802792
211,1997,124.366693263271
211,1998,123.484495687655
211,1999,123.99724026107
211,2000,141.079071496619
211,2001,138.694465221206
211,2002,135.124884981773
211,2003,131.990312645394
211,2004,136.037833248748
211,2005,143.376220942029
220,1995,43.6461285770923
220,1996,44.3292399538117
220,1997,48.0334968830664
220,1998,49.5067667927119
220,1999,49.7609206002288
220,2000,55.8612457180345
220,2001,54.9593680925757
220,2002,53.0720247583335
220,2003,50.7978335232353
220,2004,51.9250078784333
220,2005,53.9807067764121
225,1995,77.0956428140903
225,1996,79.6701655268348
225,1997,89.3729070634287
225,1998,88.8662925057571
225,1999,90.0752247705595
225,2000,98.1055970153957
225,2001,96.1637042872223
225,2002,91.1530342129015
225,2003,89.5299014537323
225,2004,93.9925535148421
225,2005,100.329813608585
230,1995,44.8302662315468
230,1996,46.3284234167773
230,1997,51.2922522772942
230,1998,52.8642232899311
230,1999,54.7380518108212
230,2000,60.237833655706
230,2001,58.0741585754966
230,2002,54.9828637319695
230,2003,53.1113716470518
230,2004,54.2124631422535
230,2005,54.335103582121
235,1995,59.9070322422103
235,1996,60.2082250457434
235,1997,62.2873146579535
235,1998,63.8106832010488
235,1999,63.2931829068912
235,2000,67.4233901255275
235,2001,65.0640677962159
235,2002,62.1610538054401
235,2003,60.4382672080898
235,2004,62.7629806669567
235,2005,62.5718057280122
260,1995,43.5447210987529
260,1996,44.9967295153453
260,1997,49.6010350314424
260,1998,51.5828721206206
260,1999,53.3694451977839
260,2000,61.3899965981252
260,2001,61.9777966373833
260,2002,60.7730085231002
260,2003,61.5191344456056
260,2004,65.8561097849926
260,2005,70.421190337526
290,1995,43.6783943507513
290,1996,45.4755428165937
290,1997,50.4739418237849
290,1998,56.6604517629977
290,1999,54.0215391059088
290,2000,60.7905396541523
290,2001,58.0752691756392
290,2002,60.9243811511711
290,2003,69.4373056872318
290,2004,71.2131669706836
290,2005,70.2749609275615
305,1995,68.25660110272
305,1996,70.0836711206827
305,1997,74.8676902155828
305,1998,76.9271493915785
305,1999,78.2601403439716
305,2000,85.3604956179232
305,2001,87.5366647639352
305,2002,86.9481679996606
305,2003,86.3873824162825
305,2004,90.7923456929297
305,2005,94.0338056833054
310,1995,78.2640717810733
310,1996,83.1866331651518
310,1997,94.7509508060129
310,1998,107.209985089616
310,1999,113.726208050693
310,2000,136.990371738763
310,2001,130.697897819683
310,2002,117.95138503124
310,2003,116.428384300513
310,2004,122.982849289836
310,2005,127.353678299707
316,1995,83.8949552049328
316,1996,81.4932504446358
316,1997,85.0741681450944
316,1998,84.6886095670449
316,1999,86.2612529248574
316,2000,98.2331208001368
316,2001,99.3099739945622
316,2002,91.5259818230906
316,2003,95.0151972222993
316,2004,113.868335225069
316,2005,122.015258515417
325,1995,45.8249854769126
325,1996,42.9828399542971
325,1997,44.6817471307566
325,1998,45.2099802774021
325,1999,44.7251705646909
325,2000,50.4745186728631
325,2001,50.208223912999
325,2002,48.1984169644958
325,2003,46.2686386863224
325,2004,47.5436435914844
325,2005,49.4138148269597
339,1995,47.6105948729712
339,1996,44.895427261101
339,1997,45.4255233483672
339,1998,48.1374835354003
339,1999,51.0110717547709
339,2000,63.4540743986735
339,2001,66.4910464537142
339,2002,68.5250379172273
339,2003,67.0206085093238
339,2004,67.047228208342
339,2005,70.8723282677903
343,1995,72.0437886613838
343,1996,63.4093958285065
343,1997,83.8164104608434
343,1998,92.49586364944
343,1999,89.6759354005285
343,2000,80.1601473580914
343,2001,71.4778143609371
343,2002,71.5338713981306
343,2003,71.0693204909674
343,2004,80.8701288525781
343,2005,85.8410034787176
344,1995,63.5058793909904
344,1996,67.9889954366008
344,1997,75.5462764999275
344,1998,65.7634043899791
344,1999,66.9676942845099
344,2000,76.0569443207943
344,2001,80.844773569577
344,2002,83.2501166760291
344,2003,85.1966332240411
344,2004,85.029414722706
344,2005,84.857140713593
345,1995,23.2161227759508
345,1996,42.081205820023
345,1997,45.5473901416402
345,1998,51.5284471369662
345,1999,30.1172717821063
345,2000,24.1703328689813
345,2001,60.1872028737317
345,2002,59.3705562197724
345,2003,61.5130720561238
345,2004,74.8527177991803
345,2005,73.0169241388541
346,1995,91.8796126648453
346,1996,107.500043530726
346,1997,100.630964756317
346,1998,125.666609057011
346,1999,121.820541564193
346,2000,104.192438189751
346,2001,104.318900119379
346,2002,95.2784791259677
346,2003,113.4597628404
346,2004,94.6550259619736
346,2005,103.26487213645
349,1995,93.4633009953227
349,1996,93.6277902329863
349,1997,96.3260833934508
349,1998,96.775018227071
349,1999,92.6291041468671
349,2000,103.67912271171
349,2001,104.538694238516
349,2002,103.327149013789
349,2003,102.108466766251
349,2004,111.377108700197
349,2005,119.797480526799
350,1995,37.1078807984061
350,1996,37.4962334395069
350,1997,39.2742287484754
350,1998,42.2682802501338
350,1999,47.3775984365774
350,2000,58.4156775406902
350,2001,56.1399692678095
350,2002,50.3489962575686
350,2003,48.1900537175606
350,2004,49.8984415953514
350,2005,50.9008641205698
355,1995,55.5958671819544
355,1996,86.5894727130138
355,1997,87.2692464747278
355,1998,77.5016917450445
355,1999,90.7096353904865
355,2000,78.2943876710661
355,2001,79.6874898377288
355,2002,75.8541332654957
355,2003,79.625213509477
355,2004,93.7808170932144
355,2005,100.496881095796
359,1995,128.016386523173
359,1996,129.237536040111
359,1997,127.560400247842
359,1998,116.803124451539
359,1999,117.527935193889
359,2000,126.163100130478
359,2001,124.500739599353
359,2002,129.839525501535
359,2003,140.056945750011
359,2004,132.69999350957
359,2005,143.024066082882
360,1995,56.291225396158
360,1996,60.7813693722174
360,1997,63.205242332383
360,1998,53.838795710082
360,1999,57.9736750449875
360,2000,48.5213253850786
360,2001,51.9285910211481
360,2002,53.7102478139376
360,2003,56.1795270470243
360,2004,60.6264786669408
360,2005,59.3605494490555
365,1995,55.1829054657257
365,1996,47.922500819419
365,1997,47.2569214100748
365,1998,55.7722532849766
365,1999,69.393281498812
365,2000,68.0939070373555
365,2001,61.1108586644206
365,2002,59.6454457319607
365,2003,59.1282690060704
365,2004,56.5818523973953
365,2005,56.713248489684
366,1995,143.199538241939
366,1996,134.095635423038
366,1997,153.680464299774
366,1998,158.42896511035
366,1999,144.871763313331
366,2000,126.513531193199
366,2001,126.650968812222
366,2002,124.091364253749
366,2003,123.278054748719
366,2004,130.912750625614
366,2005,136.916600732803
367,1995,73.87676271138
367,1996,89.9170971630313
367,1997,88.471121538919
367,1998,90.4436508681137
367,1999,79.8714376546922
367,2000,81.752907834797
367,2001,86.493976769262
367,2002,83.2986584574345
367,2003,84.7807482969911
367,2004,93.7133509981055
367,2005,100.833397562092
368,1995,84.9168977678961
368,1996,93.1743540926612
368,1997,100.009375369424
368,1998,89.6518082023317
368,1999,74.8126693256546
368,2000,83.2742947401989
368,2001,93.5501806330894
368,2002,100.359881587934
368,2003,98.1259502026114
368,2004,101.730610125854
368,2005,114.916938939763
369,1995,97.2296954140089
369,1996,93.856643234453
369,1997,84.2414141773565
369,1998,86.0497255058918
369,1999,101.95170508974
369,2000,119.858293643794
369,2001,104.001156913785
369,2002,100.656500731415
369,2003,107.458702131165
369,2004,113.771840267304
369,2005,97.1767784300521
370,1995,103.718194772782
370,1996,96.7748997857579
370,1997,125.516179156558
370,1998,122.957697735989
370,1999,120.83511782963
370,2000,141.609165955024
370,2001,137.044930473063
370,2002,131.002058282291
370,2003,134.141852273225
370,2004,142.136510387704
370,2005,118.88435169233
371,1995,86.1148570667578
371,1996,79.2295601199241
371,1997,78.5477450545048
371,1998,71.8424518815414
371,1999,70.5604791440404
371,2000,73.9185192676351
371,2001,71.6171966314838
371,2002,75.9434489538388
371,2003,82.1876711722522
371,2004,75.0372101843166
371,2005,72.0389566828983
372,1995,67.8286788091539
372,1996,45.6977303277841
372,1997,57.7543338895231
372,1998,53.5666693215985
372,1999,57.1528825459549
372,2000,62.662432566606
372,2001,63.3299250824094
372,2002,71.6281648583039
372,2003,78.2596606765451
372,2004,79.7380139042985
372,2005,85.3155786937441
373,1995,85.8937107507732
373,1996,80.8497401741931
373,1997,82.0789665326283
373,1998,77.2278091030634
373,1999,69.8259648751026
373,2000,78.5485682796041
373,2001,78.8151854917601
373,2002,92.8164948453608
373,2003,107.551948506262
373,2004,121.507115894117
373,2005,115.841884607706
375,1995,64.0691586509193
375,1996,65.7368214775622
375,1997,68.2638299409417
375,1998,67.018324998754
375,1999,66.2362219613466
375,2000,74.994312385789
375,2001,70.2659290901916
375,2002,69.2903721786512
375,2003,68.0376594158436
375,2004,70.9913741426201
375,2005,76.6277138703182
380,1995,69.5500963064156
380,1996,67.4066805970705
380,1997,73.0559877506086
380,1998,75.6237272912993
380,1999,75.9171426237842
380,2000,82.2145336558671
380,2001,81.1522227182548
380,2002,77.7400494724275
380,2003,76.0510701218227
380,2004,79.2009907410012
380,2005,84.4771828467751
385,1995,68.3265083208393
385,1996,71.1215115435635
385,1997,73.0635647721418
385,1998,72.0219018012504
385,1999,70.0079244624125
385,2000,74.6217552255277
385,2001,73.2663933247475
385,2002,67.6470230056641
385,2003,66.583683880038
385,2004,69.0489965942398
385,2005,70.8507839846511
390,1995,68.5145824871223
390,1996,68.4712837216826
390,1997,71.1684286847292
390,1998,71.2991193840073
390,1999,72.6971996446295
390,2000,82.983950706603
390,2001,83.9685868149784
390,2002,84.5569397654777
390,2003,80.8817255042801
390,2004,82.2077807385254
390,2005,89.399766958557
404,1995,46.8104328971993
404,1996,42.3601714958377
404,1997,60.8998978595808
404,1998,50.2865421182266
404,1999,67.6776475391336
404,2000,54.8733509134716
404,2001,48.0175827233051
404,2002,41.1843995611342
404,2003,43.2716188054624
404,2004,44.8451120369809
404,2005,41.3183809560734
420,1995,59.2767980339628
420,1996,50.9543943800384
420,1997,48.3174980980993
420,1998,53.8709622701508
420,1999,52.4132975230667
420,2000,56.3598198850954
420,2001,46.9292631865623
420,2002,59.6429509188339
420,2003,68.8587930342232
420,2004,82.9871698981647
420,2005,82.3559093967257
432,1995,56.2442281935017
432,1996,52.4944213965722
432,1997,57.0374220421011
432,1998,50.1783500156402
432,1999,50.0264356036308
432,2000,55.4225754322684
432,2001,60.2008030180009
432,2002,57.8292913721816
432,2003,58.6281417028541
432,2004,55.311617661017
432,2005,54.1253257762848
433,1995,68.1937969374306
433,1996,59.7486081248915
433,1997,60.8669875542997
433,1998,61.9588384358117
433,1999,63.1106351177794
433,2000,65.1419069337643
433,2001,66.4905854438742
433,2002,67.5141107056266
433,2003,65.3593054350026
433,2004,66.9073992924548
433,2005,69.4415856443407
434,1995,63.800140010475
434,1996,56.5177914456367
434,1997,58.7116296113966
434,1998,59.5936252981433
434,1999,64.6700078497675
434,2000,55.99169035644
434,2001,57.2759199877844
434,2002,51.4842649131048
434,2003,48.7223543924575
434,2004,46.3702587289626
434,2005,45.8165601073487
435,1995,98.5684097180396
435,1996,94.7140631184108
435,1997,84.6317094364047
435,1998,69.850529227877
435,1999,63.855733512932
435,2000,75.2646226334201
435,2001,76.0274888074007
435,2002,70.6054635308906
435,2003,68.2619100480708
435,2004,92.258338804867
435,2005,113.204788701313
436,1995,42.4766728589544
436,1996,44.3993170699505
436,1997,41.4651597003499
436,1998,44.1012121297779
436,1999,39.132704149699
436,2000,43.491565135895
436,2001,41.534221598878
436,2002,42.3935800634585
436,2003,39.9840721259843
436,2004,45.2703373015873
436,2005,47.3954679583542
437,1995,76.202343905242
437,1996,73.5192760125058
437,1997,78.2080476408741
437,1998,76.3666434961559
437,1999,76.5400012545461
437,2000,74.6378042390658
437,2001,73.550352010792
437,2002,79.863664099092
437,2003,75.2674905538341
437,2004,84.6066873554965
437,2005,93.9226377104127
438,1995,45.6441816712025
438,1996,43.5401737810633
438,1997,42.4150697005943
438,1998,48.2106758594876
438,1999,47.67304857438
438,2000,53.4817190113594
438,2001,58.5969097489697
438,2002,55.4482350732153
438,2003,51.1421390172418
438,2004,50.4422180841653
438,2005,69.8967259161112
439,1995,40.7474714183407
439,1996,38.1802977691941
439,1997,37.4164187803511
439,1998,40.9397835752562
439,1999,33.6863261234128
439,2000,34.5123824969857
439,2001,32.3692329044732
439,2002,30.8729064656754
439,2003,30.7325181469586
439,2004,37.1285844672402
439,2005,35.5357195534817
450,2000,70.3133867276888
450,2001,65.3915452538631
450,2002,73.1362783171521
450,2003,71.9206684491979
450,2004,290.499253065775
450,2005,270.363614330875
451,1995,45.029250437578
451,1996,49.5955306540939
451,1997,28.2780240362665
451,1998,35.3326795564082
451,1999,33.7491637023642
451,2000,57.5299628959222
451,2001,35.4243931073053
451,2002,38.3858021277704
451,2003,45.9060160845621
451,2004,45.5880654083465
451,2005,46.872841394771
452,1995,57.4230942889947
452,1996,72.2049441293976
452,1997,85.4018379695892
452,1998,80.5995432469935
452,1999,81.7051040340528
452,2000,116.048430162968
452,2001,110.045854160811
452,2002,97.4892431746551
452,2003,97.2871457139532
452,2004,99.6703343472122
452,2005,98.1715141146279
461,1995,69.8464666590345
461,1996,77.4224272306893
461,1997,73.7805556335465
461,1998,72.9878224887194
461,1999,67.8895280769516
461,2000,71.3047860748825
461,2001,74.0180974990191
461,2002,74.3036275411564
461,2003,81.2507058945303
461,2004,82.8035302488714
461,2005,91.540145103917
471,1995,38.250125031365
471,1996,46.4377595525769
471,1997,49.8427043213785
471,1998,45.0164177945213
471,1999,40.3668534421496
471,2000,50.8528689657817
471,2001,54.1251163572898
471,2002,51.8428176260065
471,2003,46.6414843441063
471,2004,46.9350778401445
471,2005,50.9685648032125
475,1995,39.5283784087951
475,1996,40.2577292482002
475,1997,51.4610107949537
475,1998,39.2786074702327
475,1999,34.4578311759326
475,2000,48.9955994666527
475,2001,49.6805002885015
475,2002,40.0351685881311
475,2003,49.3349648618029
475,2004,31.895870440492
475,2005,33.0594600696505
481,1995,95.1346961861668
481,1996,95.6709008514144
481,1997,98.5362645138464
481,1998,95.9747826086957
481,1999,97.7314524555904
481,2000,101.701928939638
481,2001,83.6386132424108
481,2002,84.7590815376223
481,2003,80.3026082056312
481,2004,81.7675371418698
481,2005,83.9495998399241
482,1995,50.4758911171183
482,1996,47.0844050293092
482,1997,55.8185083614851
482,1998,51.0495318767161
482,1999,43.212343897896
482,2000,45.6597819937269
482,2001,39.7304997372329
482,2002,36.1085647794782
482,2003,36.2312260023474
482,2004,33.2439549188203
482,2005,35.0709368656226
483,1995,55.6965565726313
483,1996,46.6100331929446
483,1997,49.313101141288
483,1998,48.0589828951249
483,1999,50.5078677642823
483,2000,51.5711720135652
483,2001,64.3219080406854
483,2002,126.350807849912
483,2003,83.3789149599315
483,2004,101.768590921564
483,2005,85.8467450268875
484,1995,128.312504260557
484,1996,128.407663306917
484,1997,135.758179538246
484,1998,148.901662464134
484,1999,131.394190298765
484,2000,123.909884405671
484,2001,130.732481081873
484,2002,135.45607107226
484,2003,156.861777335368
484,2004,131.368198717322
484,2005,138.663567306195
490,1995,52.2085314177979
490,1996,60.3162567434145
490,1997,33.750000421875
490,1998,62.6793067265869
490,1999,41.1776608191529
490,2000,27.0144029227569
490,2001,25.0419375138391
490,2002,29.3168456429821
490,2003,54.0313561776419
490,2004,49.3364146254994
490,2005,52.3146046950079
500,1995,32.62314586277
500,1996,35.3854868820104
500,1997,34.1585669652784
500,1998,30.043921931244
500,1999,36.0247101570245
500,2000,32.7490333383822
500,2001,35.3299767816294
500,2002,36.2777941575217
500,2003,36.5857264653029
500,2004,35.4600862458745
500,2005,38.9942854848779
501,1995,71.7457416403035
501,1996,57.3121107038102
501,1997,54.0571168602893
501,1998,48.8972419400753
501,1999,48.1922749889095
501,2000,53.3090443862273
501,2001,55.9468360286644
501,2002,55.1726722640053
501,2003,54.132265895729
501,2004,59.4770033484288
501,2005,64.4788661639796
510,1995,65.5824201291177
510,1996,51.8806723144078
510,1997,41.9076258557798
510,1998,25.9355690831737
510,1999,25.0134522316518
510,2000,23.980867699183
510,2001,28.020506467552
510,2002,27.4897630463662
510,2003,30.4383675184056
510,2004,33.5982316952082
510,2005,36.9592732888675
516,1995,40.2046264145201
516,1996,21.5737222729
516,1997,24.2753792298716
516,1998,27.4400299850075
516,1999,23.5397452788757
516,2000,22.5537244890286
516,2001,20.9640456147222
516,2002,21.6738294069666
516,2003,27.3763120796107
516,2004,31.5761181816532
516,2005,35.1
517,1995,30.9721731494864
517,1996,32.2300658207659
517,1997,33.4674605100182
517,1998,28.7944635910011
517,1999,29.436378691692
517,2000,29.839365667682902
517,2001,31.3506489149048
517,2002,29.4835147787961
517,2003,30.7127334133502
517,2004,34.4713131921251
517,2005,35.2219346947714
531,1995,105.322628605412
531,1996,116.617520301229
531,1997,115.414776658722
531,1998,94.9275656742685
531,1999,96.2592361791151
531,2000,67.8813619265146
531,2001,72.0627109589752
531,2002,76.5901636574451
531,2003,74.0078242901552
531,2004,65.570906849032
531,2005,61.1060310218073
540,2000,152.547109454858
540,2001,150.335794690093
540,2002,105.301742600149
540,2003,103.901226814948
540,2004,103.579924362095
540,2005,106.590962129525
541,1995,70.1345281046069
541,1996,53.7210348939596
541,1997,46.0840862710514
541,1998,41.1316499944632
541,1999,49.6861414029901
541,2000,52.3962281859728
541,2001,55.4175538575917
541,2002,80.4161411161943
541,2003,76.509552296166
541,2004,77.2053436804153
541,2005,76.367748266398
551,1995,69.2267746955964
551,1996,63.8214821755312
551,1997,58.272862622336
551,1998,56.2503070199594
551,1999,59.7675342029156
551,2000,60.3874689884965
551,2001,64.668282708979
551,2002,64.9164969990648
551,2003,62.3128446757629
551,2004,70.8130749317722
551,2005,62.200282191364
552,1995,79.1567926109183
552,1996,72.0696205534464
552,1997,82.2050640855163
552,1998,88.5140416661239
552,1999,70.9226598006936
552,2000,74.0674111297806
552,2001,67.8978721688914
552,2002,66.8073515648499
552,2003,70.4519882160597
552,2004,76.0396085957306
552,2005,76.0437072796166
553,1995,78.4568986716273
553,1996,54.7024229728444
553,1997,54.9419139631974
553,1998,70.8751772901036
553,1999,71.3159730281056
553,2000,60.93863549639
553,2001,67.1184036928501
553,2002,41.9008377881176
553,2003,50.8424494444496
553,2004,51.4662417063174
553,2005,57.4479843783725
560,1995,43.6109386915424
560,1996,46.6673284894211
560,1997,46.8452618838685
560,1998,48.8966176420388
560,1999,46.8618860908556
560,2000,51.4377739547977
560,2001,54.8016334271381
560,2002,59.7646362953014
560,2003,51.4018310923647
560,2004,51.0780341359982
560,2005,53.1491153902934
565,1995,94.4156443938752
565,1996,97.6176904279112
565,1997,94.0247734286538
565,1998,93.2517817141753
565,1999,92.2830942605271
565,2000,87.0918942294063
565,2001,90.6450428678427
565,2002,96.5341552537167
565,2003,98.2351823827612
565,2004,83.488746240789
565,2005,82.349082225191
571,1995,94.595171646002
571,1996,90.955575275056
571,1997,108.604415150755
571,1998,101.841039320292
571,1999,98.9290812021418
571,2000,91.924729689918
571,2001,87.5250655680957
571,2002,91.8357740585774
571,2003,85.8340425151264
571,2004,90.9978228872631
571,2005,88.5053520573505
572,1995,133.763074820193
572,1996,139.987221994018
572,1997,137.502563031875
572,1998,151.95049210792
572,1999,146.26654470857
572,2000,151.238306704562
572,2001,160.880381462292
572,2002,163.52932997816
572,2003,170.40718236665
572,2004,144.18263266785
572,2005,132.674969869118
580,1995,55.8459409480085
580,1996,46.4967200507579
580,1997,51.8261366230618
580,1998,50.7979966344291
580,1999,56.6750080856795
580,2000,68.6844353317698
580,2001,61.3707419324681
580,2002,38.582224936214
580,2003,55.1592381163044
580,2004,80.1203243914038
580,2005,73.7651821256735
590,1995,119.739489702333
590,1996,127.857836047043
590,1997,127.805432272524
590,1998,132.199131675792
590,1999,130.691257437002
590,2000,122.312602490244
590,2001,129.778721888857
590,2002,119.822340319355
590,2003,110.118531709304
590,2004,108.468732616886
590,2005,123.246099398259
600,1995,51.7150253841236
600,1996,47.0955434479783
600,1997,51.1501546486104
600,1998,50.7976821472107
600,1999,53.9866926482482
600,2000,59.1618267897056
600,2001,59.4180038973489
600,2002,60.5340864045186
600,2003,58.3277426764957
600,2004,61.596533473438
600,2005,67.9148544916014
615,1995,55.1910052081435
615,1996,53.7051478767794
615,1997,52.2439115059386
615,1998,45.0944505585079
615,1999,50.9291154528661
