datestr,gwcode,v2x_polyarchy,v2x_api,v2x_mpi,v2x_libdem,v2x_liberal,v2x_partipdem,v2x_partip,v2x_delibdem,v2xdl_delib,v2x_egaldem,v2x_egal
1900,700,0.0242671091482017,0.0485100549619274,2.41633344758571e-5,0.0499234241851287,0.195708166615887,0.0271514747815997,0.105137156231428,0.00173361404816586,0.05749334887899323,0.046386776252066,0.181855613931327
1901,700,0.0241520985313013,0.0482800337281268,2.41633344758571e-5,0.0499166943683907,0.195708166615887,0.0271455992011853,0.105137156231428,0.00172677873577273,0.05749334887899323,0.0463799021606794,0.181855613931327
1902,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0612488859326513,0.238336421165222,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1903,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1904,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1905,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1906,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1907,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1908,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1909,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.0600838622391575,0.233713452515993,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1910,700,0.0320468499302915,0.0640695365261071,2.41633344758571e-5,0.060950260031206,0.237140805425967,0.0291392007684597,0.111035727955551,0.00398801440930688,0.10634113932864889,0.0468866264439732,0.181712390313253
1911,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1912,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1913,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1914,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1915,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1916,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1917,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0474929146034052,0.181712390313253
1918,700,0.0397646098308597,0.0795292196617194,0,0.0616251698447871,0.237140805425967,0.0297056114955411,0.111035727955551,0.00499413836968008,0.10634113932864889,0.0470949043700087,0.180167749714834
1919,700,0.0458881408949395,0.0917762817898791,0,0.0646538331772678,0.246853584613272,0.0316884462608643,0.116934106643509,0.00572904098593963,0.10634113932864889,0.0475976166663187,0.180167749714834
1920,700,0.0548360044986815,0.109672008997363,0,0.0791032135529891,0.299727245710146,0.0372596033832969,0.13568271025157,0.0125998701981127,0.22936686241481422,0.0616507308800889,0.231923785464933
1921,700,0.0548360044986815,0.109672008997363,0,0.0791032135529891,0.299727245710146,0.0372596033832969,0.13568271025157,0.0125998701981127,0.22936686241481422,0.0616507308800889,0.231923785464933
1922,700,0.0548360044986815,0.109672008997363,0,0.0775436216868639,0.293604383683709,0.0372596033832969,0.13568271025157,0.0125998701981127,0.22936686241481422,0.0616507308800889,0.231923785464933
1923,700,0.0481515400283296,0.0963030800566592,0,0.0753385472582381,0.287863111237247,0.0366420007182041,0.13568271025157,0.0110335903198496,0.22936686241481422,0.0609680656524851,0.231923785464933
1924,700,0.125929993256439,0.251859986512878,0,0.0867353051478659,0.287402607370791,0.0459369489464747,0.13568271025157,0.0286485796117333,0.22936686241481422,0.0754379922967797,0.24695085284065
1925,700,0.122883313215824,0.245766626431648,0,0.0861707377272737,0.287402607370791,0.0445898231642066,0.132475743159377,0.0279350753419926,0.22936686241481422,0.0749144540121708,0.24695085284065
1926,700,0.122883313215824,0.245766626431648,0,0.0861707377272737,0.287402607370791,0.0445898231642066,0.132475743159377,0.0279350753419926,0.22936686241481422,0.0749144540121708,0.24695085284065
1927,700,0.122883313215824,0.245766626431648,0,0.0859103888360347,0.286387890784049,0.0445898231642066,0.132475743159377,0.0279350753419926,0.22936686241481422,0.0749144540121708,0.24695085284065
1928,700,0.122883313215824,0.245766626431648,0,0.0859103888360347,0.286387890784049,0.0445898231642066,0.132475743159377,0.0279350753419926,0.22936686241481422,0.0749144540121708,0.24695085284065
