gwcode,year,date,NY.GDP.PETR.RT.ZS,NY.GDP.TOTL.RT.ZS
615,1996,1996-12-31,10.871454655026,12.3973702293409
615,1997,1997-12-31,9.35816081373091,11.2914859262027
615,1998,1998-12-31,4.97481181266183,6.56629691419195
615,1999,1999-12-31,7.54889612556663,9.01706882188993
615,2000,2000-12-31,12.896527794338,15.3072032933818
615,2001,2001-12-31,11.2056260459961,14.1219292406577
615,2002,2002-12-31,11.7884265307283,14.0694684478252
615,2003,2003-12-31,14.2006810857732,16.3043869156727
615,2004,2004-12-31,16.2445443593829,18.1961972360354
615,2005,2005-12-31,21.350867549181,24.3961578267403
616,1995,1995-12-31,0,2.30971022318146
616,1996,1996-12-31,0,2.69869941656589
616,1997,1997-12-31,0,2.14394124477176
616,1998,1998-12-31,0,1.32091735601727
616,1999,1999-12-31,0,1.90307729614204
616,2000,2000-12-31,0,3.29053281497673
616,2001,2001-12-31,0,2.49165301836989
616,2002,2002-12-31,0,2.47509606376221
616,2003,2003-12-31,0,2.28021959242518
616,2004,2004-12-31,0,2.7823173063499
616,2005,2005-12-31,0,4.12914548207898
620,1995,1995-12-31,23.470861662899,23.7252339718215
620,1996,1996-12-31,27.9453813480113,28.2230213239208
620,1997,1997-12-31,22.4458234790822,22.7426388458695
620,1998,1998-12-31,14.832262879033,15.0879782378816
620,1999,1999-12-31,16.939551604891,17.0898906829618
620,2000,2000-12-31,30.0680280299817,30.3141726650806
620,2001,2001-12-31,26.6345452240694,27.0093293838374
620,2002,2002-12-31,45.3823466786792,45.8610298367831
620,2003,2003-12-31,45.9596030771689,46.3299788543147
620,2004,2004-12-31,55.4423739743402,55.9129411985848
620,2005,2005-12-31,60.894788930861,61.682940453398
625,1995,1995-12-31,0,0.029226928752618
625,1996,1996-12-31,0.113494159177545,0.184380130468629
625,1997,1997-12-31,0.190162536049162,0.194895740080613
625,1998,1998-12-31,0.184386812842455,0.184386812842455
625,1999,1999-12-31,2.51855704700275,2.51855704700275
625,2000,2000-12-31,10.6686588923721,10.6686588923721
625,2001,2001-12-31,8.39292746320819,8.39292746320819
625,2002,2002-12-31,8.43015543777285,8.45479777258637
625,2003,2003-12-31,8.56184975325135,8.616678106708
625,2004,2004-12-31,12.3462817353132,12.4101689497929
625,2005,2005-12-31,15.4232912152842,15.4719472654496
630,1995,1995-12-31,17.4541876994344,17.9447877425822
630,1996,1996-12-31,17.9766322342013,18.4257343663128
630,1997,1997-12-31,16.6707951568455,17.2458645295464
630,1998,1998-12-31,9.77357323824612,10.2361727680994
630,1999,1999-12-31,15.5365770909869,16.0151905153246
630,2000,2000-12-31,30.2405383504551,31.1425995282622
630,2001,2001-12-31,20.0500446415471,21.1437031345185
630,2002,2002-12-31,19.9717039157451,20.9540233484309
630,2003,2003-12-31,21.8673426244217,22.7903136348174
630,2004,2004-12-31,24.7268276055521,25.891465659551
630,2005,2005-12-31,31.1393035633881,33.1243095866286
640,1995,1995-12-31,0,0.345428244953651
640,1996,1996-12-31,0,0.34544321526742
640,1997,1997-12-31,0,0.272666366556656
640,1998,1998-12-31,0,0.123231249358553
640,1999,1999-12-31,0,0.162993719514498
640,2000,2000-12-31,0,0.233196776942558
640,2001,2001-12-31,0,0.30457924346718
640,2002,2002-12-31,0,0.212601808798811
640,2003,2003-12-31,0,0.200897427956968
640,2004,2004-12-31,0,0.28649729658305
640,2005,2005-12-31,0,0.290733568268699
645,1995,1995-12-31,NA,NA
645,1996,1996-12-31,NA,NA
645,1997,1997-12-31,NA,NA
645,1998,1998-12-31,NA,NA
645,1999,1999-12-31,NA,NA
645,2000,2000-12-31,NA,NA
645,2001,2001-12-31,NA,NA
645,2002,2002-12-31,NA,NA
645,2003,2003-12-31,NA,NA
645,2004,2004-12-31,63.2505843281866,63.3065307023304
645,2005,2005-12-31,64.3070502476404,64.405031836454
651,1995,1995-12-31,6.48026966658137,7.00148944681001
651,1996,1996-12-31,7.23134750497845,7.74781642497293
651,1997,1997-12-31,5.35922223556065,5.84657900563152
651,1998,1998-12-31,2.74465759052057,3.2666678627153
651,1999,1999-12-31,4.25776045954548,4.58964604955339
651,2000,2000-12-31,5.89351077481128,6.29908003707852
651,2001,2001-12-31,4.70779996399025,5.34037522823552
651,2002,2002-12-31,5.35923418472799,6.00619896901065
651,2003,2003-12-31,6.97370193430111,7.8070967129208
651,2004,2004-12-31,9.20526881458493,10.2451561677463
651,2005,2005-12-31,11.7321743665156,13.9110352754213
652,1995,1995-12-31,22.9064692189422,23.1177354552074
652,1996,1996-12-31,23.464162456355,23.6861079558389
652,1997,1997-12-31,19.3942755904989,19.771444928727
652,1998,1998-12-31,10.4634177203217,10.7793134442699
652,1999,1999-12-31,17.0697266160174,17.3511086798303
652,2000,2000-12-31,24.0663695279098,24.4975316351936
652,2001,2001-12-31,18.8171973126741,19.3409623667148
652,2002,2002-12-31,20.4263969631462,20.8656699040583
652,2003,2003-12-31,23.2324340171604,23.7058776219025
652,2004,2004-12-31,20.0258683461609,20.4747091035883
652,2005,2005-12-31,24.3555149646988,25.0329802515165
660,1995,1995-12-31,0,0.0098985004637263
660,1996,1996-12-31,0,0.00887618405025011
660,1997,1997-12-31,0,0.00754430121709182
660,1998,1998-12-31,0,0.00913906725071248
660,1999,1999-12-31,0,0.00147158951804228
660,2000,2000-12-31,0,0.00160712397312548
660,2001,2001-12-31,0,0.00153542622165728
660,2002,2002-12-31,0,0.00137292195937757
660,2003,2003-12-31,0,0.00160303958188084
660,2004,2004-12-31,0,0.0014712827684413
660,2005,2005-12-31,0,0.00136979865847996
663,1995,1995-12-31,0,0.0669458247491636
663,1996,1996-12-31,0,0.0741241224510724
663,1997,1997-12-31,0,0.0742417341198987
663,1998,1998-12-31,0,0.0774403162284143
663,1999,1999-12-31,0,0.0501641148009693
663,2000,2000-12-31,0,0.0691561401643363
663,2001,2001-12-31,0,0.0785505084866858
663,2002,2002-12-31,0,0.0601654819063292
663,2003,2003-12-31,0,0.0714742132017928
663,2004,2004-12-31,0,0.0710108856696364
663,2005,2005-12-31,0,0.0833062331193171
666,1995,1995-12-31,0,0.00341930151270178
666,1996,1996-12-31,0,0.0033016417783418
666,1997,1997-12-31,0,0.00313108849866762
666,1998,1998-12-31,0,0.00243925527729198
666,1999,1999-12-31,0,0.00329615172348549
666,2000,2000-12-31,0,0.00185755552759181
666,2001,2001-12-31,0,8.85075333138122e-4
666,2002,2002-12-31,0,9.45780804127459e-4
666,2003,2003-12-31,0,8.71011688321254e-4
666,2004,2004-12-31,0,0.016109000067206
666,2005,2005-12-31,0,0.0370402083068378
670,1995,1995-12-31,24.6884419392024,24.9421334536957
670,1996,1996-12-31,30.5114022839804,30.7939294073441
670,1997,1997-12-31,26.0564313308557,26.3848910302829
670,1998,1998-12-31,17.1357537404785,17.3999486053992
670,1999,1999-12-31,23.99311432866,24.2082646646432
670,2000,2000-12-31,39.3400774626687,39.7229210341469
670,2001,2001-12-31,31.1882152551249,31.7372192713794
670,2002,2002-12-31,29.5940345495399,30.0334630429412
670,2003,2003-12-31,35.6917502754748,36.120409891972
670,2004,2004-12-31,41.2918089438098,41.7541944860051
670,2005,2005-12-31,51.0782619661917,51.7809185067718
678,1995,1995-12-31,34.5829172385239,34.6561699196401
678,1996,1996-12-31,33.4159983332954,33.4722590043194
678,1997,1997-12-31,26.165148964885,26.2146278495593
678,1998,1998-12-31,16.2823339520938,16.3598235726271
678,1999,1999-12-31,24.3147140857348,24.3429654086514
678,2000,2000-12-31,38.6913837855008,38.7138775597451
678,2001,2001-12-31,30.5457260035565,30.5710567238817
678,2002,2002-12-31,28.9404565790701,28.9672739373546
678,2003,2003-12-31,30.8396658813015,30.8754685234908
678,2004,2004-12-31,33.0170733562321,33.0475792507681
678,2005,2005-12-31,40.6703496329503,40.6956395696567
690,1995,1995-12-31,31.6252642243884,31.9102599724693
690,1996,1996-12-31,35.5982532818578,35.8930134837064
690,1997,1997-12-31,32.641210115903,32.999331126324
690,1998,1998-12-31,22.0580476966431,22.3558362595785
690,1999,1999-12-31,29.4349272673223,29.6492686883906
690,2000,2000-12-31,44.947193328648,45.3149034123956
690,2001,2001-12-31,38.3058010185708,38.8678268537728
690,2002,2002-12-31,32.3342943873395,32.6934514267266
690,2003,2003-12-31,37.1103694760748,37.4527177667559
690,2004,2004-12-31,43.7662917314223,44.1209543021605
690,2005,2005-12-31,54.2201806852204,54.7015844046599
692,1995,1995-12-31,0,3.8642576398694
692,1996,1996-12-31,0,4.68003984704024
692,1997,1997-12-31,0,4.43183235789733
692,1998,1998-12-31,0,2.76094556095846
692,1999,1999-12-31,0,3.2279131978413
692,2000,2000-12-31,0,4.38972135438835
692,2001,2001-12-31,0,4.27856385101542
692,2002,2002-12-31,0,3.81673965179666
692,2003,2003-12-31,0,4.10193165080572
692,2004,2004-12-31,0,4.15882506319011
692,2005,2005-12-31,0,5.68304424517688
694,1995,1995-12-31,19.9643326735064,21.3491557300483
694,1996,1996-12-31,23.5261064331177,25.0345320479029
694,1997,1997-12-31,23.4950507875695,25.300182361739
694,1998,1998-12-31,16.4744276481103,18.026777391505
694,1999,1999-12-31,22.6444853247588,23.9721193540697
694,2000,2000-12-31,30.3636878691947,32.387523445944
694,2001,2001-12-31,25.6033121961209,28.4768174225457
694,2002,2002-12-31,24.9747439966191,27.1786033075407
694,2003,2003-12-31,23.8158812705224,25.7981675332701
694,2004,2004-12-31,27.054103568705,29.2388707637759
694,2005,2005-12-31,29.2152530659314,32.4928627758083
696,1995,1995-12-31,13.644712393559,14.0425191555136
696,1996,1996-12-31,16.6633702730558,17.1217349572848
696,1997,1997-12-31,13.9083241740618,14.4482556266589
696,1998,1998-12-31,7.98281826164919,8.381272926753
696,1999,1999-12-31,10.7869608625775,11.1271404621535
696,2000,2000-12-31,18.0493335214596,18.5803794171433
696,2001,2001-12-31,13.3338108878072,14.1458117322871
696,2002,2002-12-31,12.1883996108738,12.7600524295976
696,2003,2003-12-31,15.1165093459702,15.6517603060927
696,2004,2004-12-31,17.9783387308115,18.5326968870164
696,2005,2005-12-31,21.1020746361244,21.9453457762762
698,1995,1995-12-31,26.6250497028404,26.9455997816394
698,1996,1996-12-31,32.4505395460801,32.8227665792392
698,1997,1997-12-31,28.1473622608987,28.6186483192372
698,1998,1998-12-31,17.8118072750088,18.1936903232305
698,1999,1999-12-31,27.2716141925183,27.5997708050899
698,2000,2000-12-31,41.8126430391417,42.6240420447927
698,2001,2001-12-31,33.7319585960589,35.3039419069215
698,2002,2002-12-31,31.4634586359113,32.7342954384404
698,2003,2003-12-31,31.9308915974232,33.2697533463238
698,2004,2004-12-31,35.7929187303915,37.2123953404593
698,2005,2005-12-31,42.4363075641153,44.7110915083924
700,1995,1995-12-31,0,NA
700,1996,1996-12-31,0,NA
700,1997,1997-12-31,0,NA
700,1998,1998-12-31,0,NA
700,1999,1999-12-31,0,NA
700,2000,2000-12-31,0,NA
700,2001,2001-12-31,0,2.19520856274634
700,2002,2002-12-31,0,1.47460425587265
700,2003,2003-12-31,0,1.066995655854
700,2004,2004-12-31,0,0.808005709195759
700,2005,2005-12-31,0,0.91650565360904
701,1995,1995-12-31,6.66447927653949,30.2636729631298
701,1996,1996-12-31,10.3384259490039,43.7816374346475
701,1997,1997-12-31,9.75413838388197,31.7874459767712
701,1998,1998-12-31,2.38613686958952,8.28955195488364
701,1999,1999-12-31,13.546085385446201,21.5867426291192
701,2000,2000-12-31,26.5916193658903,67.715607446177
701,2001,2001-12-31,17.703685727091,80.9205951217755
701,2002,2002-12-31,15.8392322501265,57.7114648479716
701,2003,2003-12-31,16.2454304430551,54.3557163429507
701,2004,2004-12-31,20.9345852809827,50.7327364122978
701,2005,2005-12-31,24.3024087018727,60.6744477036755
702,1995,1995-12-31,0,0.352198352997819
702,1996,1996-12-31,0,0.480122875655837
702,1997,1997-12-31,0,0.548912219188572
702,1998,1998-12-31,0,0.134719640840889
702,1999,1999-12-31,0,0.136895674418402
702,2000,2000-12-31,0,0.400252703133628
702,2001,2001-12-31,0,0.395842345662178
702,2002,2002-12-31,0,0.504951157741233
702,2003,2003-12-31,0,0.707221507484629
702,2004,2004-12-31,0,0.804017418410331
702,2005,2005-12-31,0,0.684769622942756
703,1995,1995-12-31,0,0.472693164336365
703,1996,1996-12-31,0,0.606666475229623
703,1997,1997-12-31,0,1.50970430523157
703,1998,1998-12-31,0,0.511861652532539
703,1999,1999-12-31,0,0.343992038356071
703,2000,2000-12-31,0,1.13553254620599
703,2001,2001-12-31,0,1.06689766183858
703,2002,2002-12-31,0,2.14786319102822
703,2003,2003-12-31,0,3.81526536636743
703,2004,2004-12-31,0,4.4982198426203
703,2005,2005-12-31,0,4.21529838807278
704,1995,1995-12-31,0,7.08278030837185
704,1996,1996-12-31,0,9.48306708827977
704,1997,1997-12-31,0,8.47386380126619
704,1998,1998-12-31,0,3.87637673470528
704,1999,1999-12-31,0,3.36035183835236
704,2000,2000-12-31,0,11.9698260843443
704,2001,2001-12-31,0,20.2800248759713
704,2002,2002-12-31,0,17.1365736698341
704,2003,2003-12-31,0,19.6409986268507
704,2004,2004-12-31,0,17.5282953596722
704,2005,2005-12-31,0,18.8351548481871
705,1995,1995-12-31,4.23564753032626,7.5231458405413
705,1996,1996-12-31,6.89053505582583,9.52535433510546
705,1997,1997-12-31,5.74035720505616,8.68901924918354
705,1998,1998-12-31,1.27656393774483,2.77549555524584
705,1999,1999-12-31,8.39411205550544,9.77671730827993
705,2000,2000-12-31,20.7183586639829,24.5514493742524
705,2001,2001-12-31,14.3797404965598,19.538004821505
705,2002,2002-12-31,15.6747279483694,19.576867250513
705,2003,2003-12-31,16.3717187595899,20.3637720231659
705,2004,2004-12-31,18.1079276181121,24.5125329379716
705,2005,2005-12-31,20.9625425604401,27.6800263165464
710,1995,1995-12-31,0,2.80803641053155
710,1996,1996-12-31,0,2.69415331995352
710,1997,1997-12-31,0,2.13647710409177
710,1998,1998-12-31,0,1.3096105362294
710,1999,1999-12-31,0,1.42859367434137
710,2000,2000-12-31,0,2.46572935103718
710,2001,2001-12-31,0,2.45274613288917
710,2002,2002-12-31,0,1.79184610802629
710,2003,2003-12-31,0,1.97679056964682
710,2004,2004-12-31,0,4.64277906464009
710,2005,2005-12-31,0,5.08599898357078
712,1995,1995-12-31,0,14.9340791543738
712,1996,1996-12-31,0,10.8815573194237
712,1997,1997-12-31,0,11.8795568726628
712,1998,1998-12-31,0,5.84728283826343
712,1999,1999-12-31,0,4.57724475813813
712,2000,2000-12-31,0,7.94131946785031
712,2001,2001-12-31,0,7.45313946910093
712,2002,2002-12-31,0,6.62851417557066
712,2003,2003-12-31,0,8.33171265187504
712,2004,2004-12-31,0,19.0924773465237
712,2005,2005-12-31,0,21.5691785173889
713,1995,1995-12-31,0,0
713,1996,1996-12-31,0,0
713,1997,1997-12-31,0,0
713,1998,1998-12-31,0,0
713,1999,1999-12-31,0,0
713,2000,2000-12-31,0,0
713,2001,2001-12-31,0,0
713,2002,2002-12-31,0,0
713,2003,2003-12-31,0,0
713,2004,2004-12-31,0,0
713,2005,2005-12-31,0,0
731,1995,1995-12-31,0,0
731,1996,1996-12-31,0,0
731,1997,1997-12-31,0,0
731,1998,1998-12-31,0,0
731,1999,1999-12-31,0,0
731,2000,2000-12-31,0,0
731,2001,2001-12-31,0,0
731,2002,2002-12-31,0,0
731,2003,2003-12-31,0,0
731,2004,2004-12-31,0,0
731,2005,2005-12-31,0,0
732,1995,1995-12-31,0,0.0205631580184843
732,1996,1996-12-31,0,0.0183734339561907
732,1997,1997-12-31,0,0.0135436850850846
732,1998,1998-12-31,0,0.0201021558983977
732,1999,1999-12-31,0,0.0122984137437366
732,2000,2000-12-31,0,0.0112034617497198
732,2001,2001-12-31,0,0.0190529913758993
732,2002,2002-12-31,0,0.0144804266807392
732,2003,2003-12-31,0,0.0211577417638723
732,2004,2004-12-31,0,0.0202329620671651
732,2005,2005-12-31,0,0.0191769007751518
740,1995,1995-12-31,0,0.0147600315684967
740,1996,1996-12-31,0,0.0165670335013861
740,1997,1997-12-31,0,0.0145137563988726
740,1998,1998-12-31,0,0.0120216990695759
740,1999,1999-12-31,0,0.00941038611862058
740,2000,2000-12-31,0,0.0101269216886882
740,2001,2001-12-31,0,0.00948121035789643
740,2002,2002-12-31,0,0.00967702863685617
740,2003,2003-12-31,0,0.0105444635215446
740,2004,2004-12-31,0,0.00903366531319278
740,2005,2005-12-31,0,0.0120808486697416
750,1995,1995-12-31,0,2.47015485394863
750,1996,1996-12-31,0,2.4027264599367
750,1997,1997-12-31,0,2.16108155322431
750,1998,1998-12-31,0,1.71403988404849
750,1999,1999-12-31,0,1.72018835747422
750,2000,2000-12-31,0,2.47655205839145
750,2001,2001-12-31,0,2.54677930447892
750,2002,2002-12-31,0,2.31197846619878
750,2003,2003-12-31,0,2.3058268183592
750,2004,2004-12-31,0,3.23972179664032
750,2005,2005-12-31,0,3.70970089736896
760,1995,1995-12-31,0,5.86193732554121
760,1996,1996-12-31,0,5.58548174773463
760,1997,1997-12-31,0,4.11442800370246
760,1998,1998-12-31,0,4.03261806270155
760,1999,1999-12-31,0,4.07751083569434
760,2000,2000-12-31,0,3.85630815052398
760,2001,2001-12-31,0,3.74706700078095
760,2002,2002-12-31,0,3.46727801856225
760,2003,2003-12-31,0,3.24826732532438
760,2004,2004-12-31,0,2.88296326459454
760,2005,2005-12-31,0,2.58307765854703
770,1995,1995-12-31,0,0.890227328819563
770,1996,1996-12-31,0,1.13550784770857
770,1997,1997-12-31,0,1.07457935896772
770,1998,1998-12-31,0,0.634779942664889
770,1999,1999-12-31,0,0.845257965252041
770,2000,2000-12-31,0,1.62107752410985
770,2001,2001-12-31,0,1.68215648865211
770,2002,2002-12-31,0,1.59185403639204
770,2003,2003-12-31,0,1.58014444493725
770,2004,2004-12-31,0,1.8713620542625
770,2005,2005-12-31,0,2.68057078327293
771,1995,1995-12-31,0,0.457556316492443
771,1996,1996-12-31,0,0.445399914619847
771,1997,1997-12-31,0,0.394159944543725
771,1998,1998-12-31,0,0.262269054353508
771,1999,1999-12-31,0,0.279905796874774
771,2000,2000-12-31,0,0.613407367427596
771,2001,2001-12-31,0,0.676894026054263
771,2002,2002-12-31,0,0.599377834929077
771,2003,2003-12-31,0,0.618256083275454
771,2004,2004-12-31,0,0.706924506935326
771,2005,2005-12-31,0,1.13771035040138
775,1995,1995-12-31,0,NA
775,1996,1996-12-31,0,NA
775,1997,1997-12-31,0,NA
775,1998,1998-12-31,0,NA
775,1999,1999-12-31,0,NA
775,2000,2000-12-31,0,6.08035046844022
775,2001,2001-12-31,0,10.1947621110723
775,2002,2002-12-31,0,10.9394814333796
775,2003,2003-12-31,0,10.4165184380079
775,2004,2004-12-31,0,11.0996064293189
775,2005,2005-12-31,0,10.1662137709937
780,1995,1995-12-31,0,0.387053556443627
780,1996,1996-12-31,0,0.353077482883088
780,1997,1997-12-31,0,0.211594304585684
780,1998,1998-12-31,0,0.188090082263488
780,1999,1999-12-31,0,0.21415211907772
780,2000,2000-12-31,0,0.189001607300455
780,2001,2001-12-31,0,0.194974578668951
780,2002,2002-12-31,0,0.203372947044909
780,2003,2003-12-31,0,0.194684852552972
780,2004,2004-12-31,0,0.146750725573285
780,2005,2005-12-31,0,0.121553975834179
781,1995,1995-12-31,0,0.0122856047633213
781,1996,1996-12-31,0,0.0111959054925396
781,1997,1997-12-31,0,0.00853294180703802
781,1998,1998-12-31,0,0.00807364291619459
781,1999,1999-12-31,0,0.00752318143620508
781,2000,2000-12-31,0,0.00742343669220617
781,2001,2001-12-31,0,0.00533070815521398
781,2002,2002-12-31,0,0.0052634799162276
781,2003,2003-12-31,0,0.00520158465580723
781,2004,2004-12-31,0,0.00478043976920197
781,2005,2005-12-31,0,0.00500261276869029
790,1995,1995-12-31,0,1.38881148757333
790,1996,1996-12-31,0,1.32624921859824
790,1997,1997-12-31,0,1.09066742362262
790,1998,1998-12-31,0,1.27168009635329
790,1999,1999-12-31,0,1.39481846914349
790,2000,2000-12-31,0,1.1669540697172
790,2001,2001-12-31,0,1.06075955638233
790,2002,2002-12-31,0,1.1418373779936
790,2003,2003-12-31,0,1.21022621054858
790,2004,2004-12-31,0,0.901600238101101
790,2005,2005-12-31,0,0.792730892441889
800,1995,1995-12-31,0,0.562987008642097
800,1996,1996-12-31,0,0.579251439376801
800,1997,1997-12-31,0,0.657451755552725
800,1998,1998-12-31,0,0.589103976126531
800,1999,1999-12-31,0,0.528192953812698
800,2000,2000-12-31,0,1.22125840054531
800,2001,2001-12-31,0,1.21840942734295
800,2002,2002-12-31,0,1.16707114981446
800,2003,2003-12-31,0,1.61895485616689
800,2004,2004-12-31,0,1.66499331928372
800,2005,2005-12-31,0,2.17152757833057
811,1995,1995-12-31,0,8.32675194732508
811,1996,1996-12-31,0,8.2661820756448
811,1997,1997-12-31,0,7.12815374914453
811,1998,1998-12-31,0,6.55608221419528
811,1999,1999-12-31,0,3.39355720869238
811,2000,2000-12-31,0,2.46904397186019
811,2001,2001-12-31,0,2.53357838954563
811,2002,2002-12-31,0,2.59500979202355
811,2003,2003-12-31,0,3.41050263970588
811,2004,2004-12-31,0,3.20397565535438
811,2005,2005-12-31,0,1.71983495905215
812,1995,1995-12-31,0,9.05367033738571
812,1996,1996-12-31,0,8.52450620790251
812,1997,1997-12-31,0,7.64003130851001
812,1998,1998-12-31,0,8.57760946746223
812,1999,1999-12-31,0,5.12720945478212
812,2000,2000-12-31,0,4.02806474169514
812,2001,2001-12-31,0,4.60908697850641
812,2002,2002-12-31,0,4.81100391560105
812,2003,2003-12-31,0,6.4711070200921
812,2004,2004-12-31,0,6.38338232699243
812,2005,2005-12-31,0,7.18547138779334
816,1995,1995-12-31,2.93540027822916,6.89814030695136
816,1996,1996-12-31,3.51220309682672,6.90908560312529
816,1997,1997-12-31,3.25033794502642,5.86240566242135
816,1998,1998-12-31,2.01797540757542,4.2036862961729
816,1999,1999-12-31,3.96555542330532,5.2153959916859
816,2000,2000-12-31,7.18720065390057,8.39520407372432
816,2001,2001-12-31,5.02627016792852,6.54681763212275
816,2002,2002-12-31,4.79970104184472,6.13599846365614
816,2003,2003-12-31,4.97468626024633,6.52022358783961
816,2004,2004-12-31,7.13323635360111,9.77745982333993
816,2005,2005-12-31,8.84548783187325,10.947670046183
820,1995,1995-12-31,3.16529820663861,12.8375157572645
820,1996,1996-12-31,3.50721809654634,11.2153054198408
820,1997,1997-12-31,3.09639747809473,9.33988690457311
820,1998,1998-12-31,2.19091342904297,8.2640743212627
820,1999,1999-12-31,3.11929707927237,8.08648309464308
820,2000,2000-12-31,4.91468852629961,9.79614508274178
820,2001,2001-12-31,3.7756440490985,8.28884794734113
820,2002,2002-12-31,3.81280299985373,7.95984740984622
820,2003,2003-12-31,4.32705404656763,9.94992227936755
820,2004,2004-12-31,5.3933178976717,9.16481468231176
820,2005,2005-12-31,6.89502562624744,11.2815418148845
830,1995,1995-12-31,0,9.49133832507345e-4
830,1996,1996-12-31,0,8.30887664745244e-4
830,1997,1997-12-31,0,7.26968711445336e-4
830,1998,1998-12-31,0,7.10118329629385e-4
830,1999,1999-12-31,0,3.71771425926216e-4
830,2000,2000-12-31,0,3.26852725562804e-4
830,2001,2001-12-31,0,4.04671834128472e-4
830,2002,2002-12-31,0,4.36804120266552e-4
830,2003,2003-12-31,0,5.97659431066247e-4
830,2004,2004-12-31,0,5.59764056049346e-4
830,2005,2005-12-31,0,3.12088871159306e-4
835,1995,1995-12-31,13.5871372956221,15.7966329484333
835,1996,1996-12-31,14.6375940660041,16.5305754587916
835,1997,1997-12-31,12.3577812766647,14.1376783598838
835,1998,1998-12-31,8.04708194702737,8.42225906592195
835,1999,1999-12-31,14.0645922346183,14.688891645687
835,2000,2000-12-31,23.5920754851227,25.982407228344
835,2001,2001-12-31,18.2185956475545,20.9549562253641
835,2002,2002-12-31,18.7367171738508,21.3504610084771
835,2003,2003-12-31,19.8829614016118,22.7642640151176
835,2004,2004-12-31,21.7724328368002,24.7067379220559
835,2005,2005-12-31,29.3702087362462,32.2282237640703
840,1995,1995-12-31,0,1.13645321145796
840,1996,1996-12-31,0,0.883438067050846
840,1997,1997-12-31,0,0.718009960322456
840,1998,1998-12-31,0,0.633326854030762
840,1999,1999-12-31,0,0.412801749965342
840,2000,2000-12-31,0,0.51803253429323
840,2001,2001-12-31,0,0.516093726829546
840,2002,2002-12-31,0,0.714475331643439
840,2003,2003-12-31,0,0.959106184320149
840,2004,2004-12-31,0,1.03055127813599
840,2005,2005-12-31,0,1.14427824356646
850,1995,1995-12-31,3.15631392961052,5.47916941167584
850,1996,1996-12-31,3.45100891466207,5.49564226296575
850,1997,1997-12-31,3.16807768985237,5.03986047037985
850,1998,1998-12-31,3.57979604160158,7.2834276129981
850,1999,1999-12-31,4.00195173269416,6.2021885890244
850,2000,2000-12-31,6.3861506698872,9.25104554472587
850,2001,2001-12-31,4.42745169151477,7.64992922875961
850,2002,2002-12-31,3.49883276545238,6.20503990815096
850,2003,2003-12-31,3.12726843016116,5.95577271839615
850,2004,2004-12-31,3.69520109889607,7.86798500100721
850,2005,2005-12-31,5.05614607679702,9.32856566944462
860,2002,2002-12-31,0,0.407891459496409
860,2003,2003-12-31,0,0.563093765617089
860,2004,2004-12-31,0,NA
860,2005,2005-12-31,0,NA
900,1995,1995-12-31,0,1.86234829979948
900,1996,1996-12-31,0,1.84268417039266
900,1997,1997-12-31,0,1.60917214666221
900,1998,1998-12-31,0,1.71052827072689
900,1999,1999-12-31,0,1.63072986210111
900,2000,2000-12-31,0,2.64272751004872
900,2001,2001-12-31,0,3.09969102344438
900,2002,2002-12-31,0,2.90163677471424
900,2003,2003-12-31,0,2.84092938209236
900,2004,2004-12-31,0,3.75707116434236
900,2005,2005-12-31,0,5.21246020300474
910,1995,1995-12-31,8.57900129965172,32.5342791628854
910,1996,1996-12-31,9.85424433252832,27.8281648752419
910,1997,1997-12-31,7.00666497873201,19.622324069749
910,1998,1998-12-31,4.57879777464852,20.1815930992022
910,1999,1999-12-31,10.4265121941297,26.6808504678112
910,2000,2000-12-31,14.8098247089813,32.7962878611923
910,2001,2001-12-31,11.6990142976243,30.7408461844294
910,2002,2002-12-31,10.0593886168166,32.7853356026128
910,2003,2003-12-31,9.05071290771452,32.8791181031471
910,2004,2004-12-31,10.3259950259946,37.9225208514484
910,2005,2005-12-31,11.1936755148867,38.4389454683454
920,1995,1995-12-31,0,1.3246563293709
920,1996,1996-12-31,0,1.30798897507775
920,1997,1997-12-31,0,1.31445517748597
920,1998,1998-12-31,0,1.09294292656751
920,1999,1999-12-31,0,1.13700940928698
920,2000,2000-12-31,0,1.73820400311559
920,2001,2001-12-31,0,1.54484900703131
920,2002,2002-12-31,0,1.34917252007095
920,2003,2003-12-31,0,0.996609877356065
920,2004,2004-12-31,0,0.883540786680309
920,2005,2005-12-31,0,1.06562213217016
935,1995,1995-12-31,0,1.00074875351713
935,1996,1996-12-31,0,0.968433822844334
935,1997,1997-12-31,0,0.7363923906306
935,1998,1998-12-31,0,0.647669353927391
935,1999,1999-12-31,0,0.830116669037383
935,2000,2000-12-31,0,0.802617573336568
935,2001,2001-12-31,0,0.755674112475785
935,2002,2002-12-31,0,0.796909305090617
935,2003,2003-12-31,0,0.91243627483185
935,2004,2004-12-31,0,0.674618262592557
935,2005,2005-12-31,0,0.554777763351741
940,1995,1995-12-31,0,7.65984447192663
940,1996,1996-12-31,0,8.28528350211971
940,1997,1997-12-31,0,5.10275951326245
940,1998,1998-12-31,0,5.73146542472407
940,1999,1999-12-31,0,5.05930749508362
940,2000,2000-12-31,0,4.91143246853758
940,2001,2001-12-31,0,5.60813690371207
940,2002,2002-12-31,0,7.12810376012906
940,2003,2003-12-31,0,12.0352966566075
